ENA-SAMPLE,Chlorophyll,Temperature,NO2 [umol/L],Oxygen [umol/kg],PO4 [umol/L],MGII_virus,Cyanophage,Depth,Salinity [PSU],SAR116,Nitrates [umol/L],MGII,SAR11,NO2NO3 [umol/L],Prochlorococcus,Synechococcus,Region,Euryarchaeota,Crenarchaeota,Cyanobacteria
ERS492894,0.233673,26.780158,0.02,203.8,0.04,0.0736075606625,0.310973540841,5.0,36.7,0.1103990563,0.6,4.94249177943,5.27993834521,0.0,0.135957677888,0.105421481452,SPO,0.0692184450019,0.174134148299,0.24137915934
ERS492903,0.233673,26.780158,,,,28.7562948972,54.8299330398,5.0,,0.00719977840076,,0.0221072517871,0.121741051847,,0.0723489171647,0.055214585434,SPO,0.00294200440621,0.000207137287362,0.127563502599
ERS492926,0.020173,23.706525,0.01,143.2,2.62,0.160229972009,0.523417936486,140.0,34.5,0.0819144811094,38.4,4.13561816621,19.1619636897,36.98,0.0980069574727,0.0590072554954,SPO,0.0632578089745,1.07945397614,0.157014212968
ERS492930,0.020173,23.706525,0.01,194.4,0.14,4.81151950809,30.9709855536,140.0,36.6,0.0114748039979,0.2,0.206057459939,1.20691065658,0.04,0.054327762439,0.0257167350541,SPO,0.00676110052949,0.0318719361668,0.0800444974931
ERS492931,0.020173,23.706525,0.01,143.2,2.62,0.622880468944,9.94117698984,140.0,34.5,0.0904562484837,38.4,61.8674193966,107.851621209,36.98,0.348970427915,0.0671565814451,SPO,0.0501563809486,0.0148474149509,0.41612700936
ERS492932,0.020173,23.706525,0.0,199.1,0.1,0.714517303165,7.91281752333,140.0,36.4,0.0937249350044,0.3,54.050990654,16.4575860218,0.02,23.3209530632,6.71081053015,SPO,0.0540847348709,0.00602047842379,30.0317635934
ERS493044,0.288205,26.074467,0.0,192.2,0.94,0.577596788653,15.2804030385,5.0,34.4,0.0948645179217,34.6,47.6589648667,44.4535003729,12.08,12.5736925581,0.476745552397,SPO,0.0526095622566,0.0374382644298,13.0504381105
ERS493057,0.288205,26.074467,,,,,,5.0,,,,,,,,,SPO,,,
ERS493098,0.451256,26.080233,0.02,203.8,0.04,0.991809159204,18.0642023169,40.0,36.7,0.0997308056028,0.6,60.71989786,49.08689136,0.0,12.654074096,0.39620544794,SPO,0.0509931052163,0.0450519398403,13.0502795439
ERS493295,0.000617,4.669603,,,,,,746.0,,,,,,,,,NPO,,,
ERS493300,0.057131,25.173925,0.0,206.2,0.06,0.0588052058433,24.6604537847,5.0,37.1,0.1354139478,0.0,17.9983755342,39.4307687335,0.0,187.718100124,0.386957388917,NPO,0.036545942449,0.00361864617773,188.105057513
ERS493340,0.276677,15.284298,0.0,192.2,0.94,0.275894326717,38.8793345763,115.0,34.4,0.0494198468704,34.6,7.50516821026,21.473247672,12.08,32.2057471204,0.0887509328805,NPO,0.0397391060096,0.113232323225,32.2944980533
ERS493372,0.005017,6.689724,0.0,206.2,0.06,0.0260885810863,0.137651500919,550.0,37.1,0.0659522507648,0.0,8.32212937036,7.34479110486,0.0,0.720116015108,0.0559009520847,NPO,0.0651316985314,0.523737073744,0.776016967193
ERS493382,0.005017,6.689724,,,,,,550.0,,,,,,,,,NPO,,,
ERS493390,0.038221,19.249733,0.05,217.1,0.0,0.426800185801,19.5652923949,5.0,36.3,0.212440512033,0.5,1.29421357915,96.0965432897,0.1,62.6974107065,1.45151067603,NPO,0.0372144583884,0.0039213090913,64.1489213825
ERS493431,0.436597,13.159842,0.0,206.2,0.06,2.83778996707,36.2496570414,45.0,37.1,0.142200626282,0.0,6.38175431337,81.3804564687,0.0,23.8999158033,1.05483181282,NPO,0.0322539488129,0.0135626703806,24.9547476161
ERS493460,0.002017,4.936634,0.0,206.2,0.06,0.0184048402841,0.191275657197,650.0,37.1,0.0604426432213,0.0,11.6222863447,6.40796208604,0.0,0.292884030659,0.142795135464,NPO,0.0918885943059,1.16258727083,0.435679166123
ERS493612,0.245841,24.52735,,,,,,5.0,,,,,,,,,NPO,,,
ERS493636,0.290611,26.4091,0.0,214.8,1.95,1.21155784119,22.1581326774,5.0,34.4,0.11410172087,29.8,17.0844790811,94.1568951879,28.21,23.2980628447,1.02268421703,NPO,0.045758842377,0.00350863110964,24.3207470618
ERS493670,,,0.05,217.1,0.0,0.0844995661693,2.20143093118,40.0,36.3,0.323670823648,0.5,4.21089897733,35.6288370278,0.1,8.40883470092,1.02884657325,NPO,0.208895733563,0.760185234725,9.43768127417
ERS493684,,,,,,21.0981387831,261.05991929,40.0,,0.00213327075456,,0.7272628224,0.0804320196306,,0.233387268957,0.0366335666114,NPO,0.000565541602179,0.000198465450106,0.270020835569
ERS493705,0.001625,8.911481,0.05,217.1,0.0,0.0692276631208,0.710196883113,375.0,36.3,0.280237260782,0.5,4.54632870831,20.2568566697,0.1,0.552564070905,0.26165071455,NPO,0.258348381391,1.09395866642,0.814214785454
ERS493752,0.013449,26.6362,0.0,221.5,0.0,0.176259104871,41.7341864871,5.0,36.3,0.106187852307,-0.4,29.5887731102,36.3031908619,0.02,162.832150571,0.240128805706,NPO,0.0376830196176,0.00378233201262,163.072279377
ERS493788,0.334076,19.048358,0.0,214.8,1.95,0.454226891778,34.3860530873,60.0,34.4,0.0663694760639,29.8,10.0903978269,47.342264327,28.21,34.5633948758,0.107571768624,NPO,0.040226444904,0.161211686523,34.6709666444
ERS493803,0.334076,19.048358,,,,17.522360652,195.272211369,60.0,,0.0183155178196,,0.158522280299,0.0480261507987,,0.129705193426,0.034969646926,NPO,0.0103600841563,0.00207954327853,0.164674840352
ERS493822,0.002017,8.210557,0.0,221.5,0.0,0.0483502859619,1.37964776092,450.0,36.3,0.278899594076,-0.4,4.92196523832,19.0400068648,0.02,1.17879460327,0.27591865301,NPO,0.230007951808,0.977991175781,1.45471325628
ERS493853,0.4664,26.273758,,,,,,5.0,,,,,,,,,NPO,,,
ERS493877,0.040695,26.62925,0.0,221.5,0.0,1.35041797701,51.2774264755,5.0,36.3,0.106029133932,-0.4,12.5552500876,66.7446484817,0.02,66.1260327861,22.614718356,NPO,0.0389193773499,0.00512138072325,88.7407511421
ERS493914,0.126428,27.119358,0.0,221.5,0.0,1.46413584907,10.9097563104,5.0,36.3,0.147809018909,-0.4,4.40067987612,71.786007471,0.02,22.5569898566,58.0451571151,NAO,0.0374829914068,0.0664629222777,80.6021469716
ERS493938,0.163338,24.96555,0.15,305.0,1.3,0.54279738592,7.80158661726,5.0,34.0,0.0958597003947,17.1,54.0559714167,51.1987126051,18.15,74.8020193297,12.6290441499,NAO,0.0515506502477,0.0666914630675,87.4310634796
ERS493954,0.163338,24.96555,,,,,,5.0,,,,,,,,,NAO,,,
ERS493981,0.164483,24.948842,0.14,306.2,1.42,0.70148261193,13.6699905189,125.0,34.1,0.0916127256273,17.1,65.3936371116,50.0804973723,19.07,75.2780500498,8.01482650266,NAO,0.0571727942799,0.0824163055341,83.2928765525
ERS494006,0.008069,9.756257,0.14,306.2,1.42,0.0136408256755,0.046663455132,640.0,34.1,0.08206839962,17.1,6.9159386232,7.51624868463,19.07,0.181219060198,0.133830943972,NAO,0.0811419356339,0.906825353279,0.315050004169
ERS494170,0.296307,14.11885,0.06,325.4,2.31,0.218903312841,1.86867056721,5.0,34.3,0.0939429725897,33.1,7.2634084207,74.5803645397,31.0,0.324142941242,2.56686730525,NAO,0.0511088488199,2.47561716389,2.8910102465
ERS494208,0.008351,5.067239,0.27,338.3,1.72,0.0300659752735,0.0362076721593,590.0,33.7,0.0673311320769,24.4,14.7936374601,9.4007204194,25.3,0.098329048794,0.155050347778,NAO,0.0595596429003,1.75446972197,0.253379396572
ERS494236,0.12799,19.1288,0.02,203.8,2.61,0.943542161521,1.7615971409,5.0,34.7,0.0938967087948,38.8,23.5102152956,52.0750752363,36.37,13.4120574459,8.30479222339,NAO,0.059150037595,0.803341290062,21.7168496693
ERS494274,0.006052,11.012346,0.06,325.4,2.31,0.00880314588239,0.0310188899975,640.0,34.3,0.0684411668084,33.1,6.76183631798,8.43417144779,31.0,0.0661036780018,0.0657372954985,NAO,0.0591542022795,0.947046960085,0.1318409735
ERS494332,0.166512,20.3973,0.11,343.4,2.11,0.976548305386,2.65898858418,5.0,34.4,0.0992830103833,27.5,29.0220964691,49.344944928,28.5,24.5002880109,17.1417238043,NAO,0.0530902001477,0.325535877161,41.6420118152
ERS494374,0.004651,18.169021,0.02,,0.02,0.150028091186,0.868487632999,250.0,37.8,0.0650389989243,,13.6727558423,13.7549283021,0.08,0.110529680786,0.152645709196,NAO,0.0655679110999,0.805606017497,0.263175389981
ERS494394,0.214174,18.732683,0.37,237.2,1.07,3.05500775367,2.81470750537,5.0,34.3,0.0822104389938,0.7,19.0740990722,56.9585837121,7.55,9.08470304292,8.01026734334,NAO,0.0502060195131,0.456636870445,17.0949703863
ERS494431,0.009303,10.565417,0.01,,0.02,0.0131293550815,0.0205561246515,740.0,38.0,0.0728865586121,,6.4662279844,9.93660848982,0.03,0.0782764937589,0.136066693181,NAO,0.0731368693296,0.987477045343,0.21434318694
ERS494445,0.196921,17.583075,0.0,219.2,0.28,1.28267363102,25.8057323657,5.0,34.7,0.0836997874076,-0.4,10.1487015877,67.8151177153,0.03,78.38766352,2.16400977195,NAO,0.0380548041655,0.0944191953503,80.551673292
ERS494488,0.339591,17.663574,0.01,244.9,0.52,2.27715308605,39.3059127487,40.0,34.3,0.0891360960193,-1.5,16.4181753239,60.7128259196,0.02,72.6003335216,2.72865607425,NAO,0.0433091970553,0.0628659670189,75.3289895958
ERS494518,0.040347,17.260108,0.02,210.6,0.1,1.27205780125,33.7607404523,5.0,35.8,0.117113336888,-0.7,18.9438515995,77.4266760725,0.05,51.9746373123,1.50910363045,NAO,0.0412282537731,0.0205890863341,53.4837409428
ERS494559,0.247378,16.751066,0.0,204.1,0.16,0.407543119614,8.70046016232,80.0,35.8,0.0992314353839,-0.4,13.5928955932,61.4146305787,0.02,16.5514306903,0.573331492424,NAO,0.0453673541472,0.916965008344,17.1247621828
ERS494579,0.238225,14.28065,0.0,204.0,0.29,0.481667096612,14.2807975865,5.0,36.1,0.0922023350776,-1.7,6.01942440339,75.6764824835,0.04,45.7727963733,2.22599045743,NAO,0.0436419806942,0.30966338139,47.9987868307
ERS494616,0.001345,10.21177,0.0,155.6,2.02,0.0150661713299,0.0411227486467,800.0,34.4,0.0798724560295,24.6,6.2845018178,9.38790541178,27.29,0.103260646844,0.115321857477,NAO,0.0744265668277,0.807570025885,0.218582504321
ERS494628,,,0.0,200.5,0.2,0.490832735106,12.4407863932,25.0,36.4,0.0829407368835,-1.6,6.19044028044,65.8468823534,0.05,35.5991504452,1.5062878515,NAO,0.0419630207976,0.457747748499,37.1054382967
Eilat_A_12,0.348,26.0,0.055,,0.022,23.2485720937,75.1082138133,5.0,,11.7303249632,0.01,192.37698582,106.155296202,,265.076598559,38.3101021674,RS,3.3197630701,0.132591580368,303.386700727
Eilat_A_18,0.348,26.0,0.055,,0.022,36.0748688875,56.4335323295,5.0,,11.8173830098,0.01,140.36700678,97.7121328958,,300.419961169,38.3768788612,RS,3.2491960018,0.140217439248,338.79684003
Eilat_A_24,0.348,26.0,0.055,,0.022,41.889596232,72.8864371322,5.0,,10.035536683,0.01,108.439931356,83.5662450289,,369.834878532,40.8036807149,RS,2.83377005492,0.111812588075,410.638559247
Eilat_A_6,0.348,26.0,0.055,,0.022,21.6348973077,77.9748855597,5.0,,6.968818967,0.01,117.552106945,55.1615700149,,278.619055979,42.7767089772,RS,2.31089653935,0.189571121778,321.395764956
