ENA-SAMPLE,Chlorophyll,Temperature,NO2 [umol/L],Oxygen [umol/kg],PO4 [umol/L],MGII_virus,Cyanophage,Depth,Salinity [PSU],SAR116,Nitrates [umol/L],MGII,SAR11,NO2NO3 [umol/L],Prochlorococcus,Synechococcus,Region,Euryarchaeota,Crenarchaeota,Cyanobacteria
ERS490337,0.324315,19.776808,0.27,175.4,0.09,2.02553976341,14.6102318746,5.0,38.9,0.139090675857,0.1,37.7937486255,47.3553990402,0.64,77.5804201155,0.826141755156,SAO,0.0615431196048,0.0290471448294,78.4065618707
ERS490343,0.324315,19.776808,,,,,,5.0,,,,,,,,,SAO,,,
ERS490346,0.324315,19.776808,0.27,175.4,0.09,95.7824733794,53.7135721877,5.0,38.9,0.0374621780645,0.1,0.255093647681,0.152798801435,0.64,0.161631015183,0.0414016739935,SAO,0.0767419168467,0.000849490865509,0.203032689176
ERS490373,0.003811,4.216697,0.01,188.8,0.02,0.0339540028615,0.167496651222,800.0,40.0,0.19885283029,-0.1,6.09157251293,10.3023730316,0.03,0.778472468289,0.233317767994,SAO,0.215320267086,1.07218001906,1.01179023628
ERS490380,0.003811,4.216697,0.01,180.0,0.03,0.174172877074,1.2629549526,800.0,40.2,0.174382743943,1.2,6.29887077693,18.4064524008,0.01,0.767239969426,0.205038928134,SAO,0.205692593169,2.90418310245,0.97227889756
ERS490382,0.003811,4.216697,0.01,180.0,0.03,0.0665811794397,0.239711586979,800.0,40.2,0.105368510568,1.2,3.0017481944,5.23010294833,0.01,1.29057446785,0.114009471942,SAO,0.0849209937192,0.343946098262,1.40458393979
ERS490387,0.003811,4.216697,,,,,,800.0,,,,,,,,,SAO,,,
ERS490388,0.003811,4.216697,0.01,188.4,0.02,0.713798707045,0.612824330072,800.0,39.7,0.391616133035,-0.5,0.0780638120633,0.213738183894,0.0,0.0599243011777,0.170645606192,SAO,0.142286037902,0.00789369279332,0.230569907369
ERS490433,0.050608,25.02619,0.51,211.6,0.51,8.18787821461,166.673294706,5.0,36.5,0.129248499114,0.4,59.5859889639,57.165617651,2.08,211.351449691,0.658248493899,SAO,0.0529725502886,0.00598045970642,212.009698185
ERS490448,0.050608,25.02619,,,,,,5.0,,,,,,,,,SAO,,,
ERS490452,0.050608,25.02619,0.05,210.9,0.37,36.0418620312,105.272819395,5.0,36.5,0.0363538690332,,0.473326046398,0.0473370759913,0.13,0.354740104654,0.0417540000483,SAO,0.0126892411428,0.000836734821748,0.396494104702
ERS490476,0.263939,24.112672,0.02,184.1,0.19,0.420128794894,84.548770411,100.0,38.6,0.159931530083,-0.9,15.2581851715,87.5337941552,0.03,69.6222549703,0.211725235443,SAO,0.0703227383963,0.0759352389813,69.8339802058
ERS490490,0.263939,24.112672,,,,,,100.0,,,,,,,,,SAO,,,
ERS490494,0.263939,24.112672,0.02,184.1,0.19,19.1449595244,466.40243015,100.0,38.6,0.00102693756196,-0.9,0.837231782649,0.0073139090615,0.03,0.314842311903,0.0602516954682,SAO,3.30696694163e-05,4.98155871207e-05,0.375094007371
ERS490507,0.0,4.673875,0.02,184.1,0.19,2.11993899501,80.4173338338,800.0,38.6,0.138246573732,-0.9,31.7168546602,38.7889170561,0.03,151.879705713,0.343479999797,SAO,0.140134589294,0.559750056677,152.223185713
ERS490521,0.0,4.673875,,,,,,800.0,,,,,,,,,SAO,,,
ERS490522,0.0,4.673875,0.51,211.6,0.51,6.95284266644,35.5995851502,800.0,36.5,0.0419837860295,0.4,0.0703950198487,0.113119897897,2.08,0.138399561216,0.032589494029,SAO,0.0110405144797,0.000408369005053,0.170989055245
ERS490542,0.033622,23.349542,0.69,2.4,2.64,0.506213533188,32.9154070511,5.0,36.0,0.147890135202,22.4,15.9573312796,35.9640101567,23.43,135.250946182,3.32274752756,SAO,0.0513906688268,0.00595776100624,138.573693709
ERS490547,0.033622,23.349542,0.69,2.4,2.64,0.536290952429,25.4971481478,5.0,36.0,0.0930577448985,22.4,12.1509870334,77.7316626327,23.43,93.3371581433,0.551382747168,SAO,0.0357397357437,0.00651091311635,93.8885408905
ERS490548,0.033622,23.349542,0.01,199.9,0.32,0.327101891144,34.2381824624,5.0,36.6,0.133341015147,0.9,14.6086405075,30.5515545033,0.06,250.152147289,3.60072055321,SAO,0.0364201182659,0.00502382807314,253.752867842
ERS490553,0.033622,23.349542,,,,,,5.0,,,,,,,,,SAO,,,
ERS490557,0.033622,23.349542,0.01,199.9,0.32,9.22721132842,44.1271256327,5.0,36.6,0.0697533671521,0.9,0.304316727225,0.089736347248,0.06,0.207541002941,0.0694834686709,SAO,0.0286946062942,0.00140017711386,0.277024471612
ERS490597,0.150865,21.643283,0.05,210.9,0.37,1.01721502173,44.6430901877,150.0,36.5,0.0835490657883,,31.5145318146,17.0726977846,0.13,52.8023439887,0.917323720762,SAO,0.0686767461678,0.0820636577039,53.7196677095
ERS490602,0.150865,21.643283,0.05,210.9,0.37,0.499321691107,16.9036399044,150.0,36.5,0.110736853135,,16.7666630442,65.3446808919,0.13,27.8756585917,0.378401654354,SAO,0.0652760945633,1.02624416505,28.2540602461
ERS490603,0.150865,21.643283,0.07,1.6,2.91,0.2970608155,7.64156671089,150.0,35.7,0.0799588044682,31.8,30.0746909652,17.7200608384,30.52,101.284610259,0.415695637443,SAO,0.0505374879773,0.169421550316,101.700305896
ERS490607,0.150865,21.643283,,,,,,150.0,,,,,,,,,SAO,,,
ERS490610,0.150865,21.643283,0.07,1.6,2.91,12.9717219584,51.7239842516,150.0,35.7,0.0659470094596,31.8,0.295488038179,0.0925949060405,30.52,0.209078144586,0.0636056391154,SAO,0.0220748771111,0.000912913678933,0.272683783701
ERS490633,0.0,4.749588,0.7,154.7,0.42,0.048094522417,0.267852596802,800.0,,0.1384660135,1.2,7.6655907927,11.0546321837,1.86,1.14922731596,0.171214326773,SAO,0.121267150641,1.51576460649,1.32044164273
ERS490643,0.0,4.749588,0.7,154.7,0.42,0.0116520555342,0.0903334737216,800.0,,0.123758271403,1.2,2.82985322228,4.11436516559,1.86,0.43986122411,0.1219236295,SAO,0.0836394857078,0.324754603248,0.56178485361
ERS490659,0.053173,19.854083,0.01,193.4,0.23,0.71657808956,47.5214036007,5.0,36.3,0.216034565541,-1.4,6.02247595883,97.3456392577,0.03,243.699602449,10.5332359201,SAO,0.0414941025498,0.0103626097344,254.232838369
ERS490664,0.053173,19.854083,0.01,193.4,0.23,1.17157104128,30.9987757684,5.0,36.3,0.123812701692,-1.4,6.00388826984,117.9860622,0.03,68.342501956,0.119927240703,SAO,0.0393021759404,0.00988903679645,68.4624291967
ERS490665,0.053173,19.854083,,,,0.133365576263,22.8717081459,5.0,36.6,0.186475399779,,10.0369672026,25.1654684284,,313.288402954,12.0528239113,SAO,0.0431817684703,0.00479059282728,325.341226866
ERS490676,0.053173,19.854083,,,,17.2058846693,65.5085360129,5.0,36.6,0.0623056385282,,0.314854751828,0.115691768013,,0.199942546221,0.0639423804943,SAO,0.026458512482,0.00124998498333,0.263884926715
ERS490691,0.226052,19.30925,0.01,199.9,0.32,1.15022465652,20.0127818086,120.0,36.6,0.160880224578,0.9,24.3472023842,88.8293839221,0.06,118.044771434,2.50002756962,SAO,0.06859084218,0.797518867758,120.544799004
ERS490696,0.226052,19.30925,0.02,193.0,0.26,0.922826580965,12.2258597972,120.0,36.3,0.102780544783,-0.6,19.6011728308,90.2447011187,0.09,15.8341796653,0.0831002694959,SAO,0.0623343771549,0.965134981681,15.9172799348
ERS490697,0.226052,19.30925,0.02,193.0,0.26,0.878757678516,11.6158662285,120.0,36.3,0.0938178708792,-0.6,19.2657558451,34.2707687302,0.09,177.324042133,1.97688583768,SAO,0.0495685154008,0.232550803675,179.300927971
ERS490714,0.0,5.8659,2.07,2.3,2.64,0.238323491965,2.4872642295,800.0,35.9,0.138198298763,19.6,10.0595744778,27.3448967816,21.22,22.7924383032,1.05854964833,SAO,0.090891723612,2.08773587394,23.8509879516
ERS490722,0.0,5.8659,2.07,2.3,2.64,0.0191047824438,0.243343258754,800.0,35.9,0.109056674188,19.6,5.81259492084,4.75365011665,21.22,3.1886629263,0.247035179316,SAO,0.0838874451417,0.229525874773,3.43569810562
ERS490885,0.310844,7.321517,0.0,187.4,0.14,0.06023439023,0.702602055539,5.0,36.0,0.261377555071,-1.3,3.25038599141,203.172797291,0.09,0.468201882175,0.283692349696,SAO,0.0973111901596,0.0144953582092,0.751894231871
ERS490900,0.310844,7.321517,,,,0.760606410546,0.322991483558,5.0,,0.0291244809972,,0.00878968044881,0.0413634478986,,0.00921791642578,0.016799179186,SAO,0.0114802519348,0.000510608965832,0.0260170956117
ERS490928,1.01772,6.975635,0.07,148.3,0.34,0.0404739866239,0.469239274185,40.0,36.5,0.258690663347,-0.2,7.59895185891,264.012401353,0.49,0.329096724647,0.227180786659,SAO,0.0927655189434,0.00774051794228,0.556277511306
ERS490953,1.01772,6.975635,0.07,148.3,0.34,1.57881439981,0.722074091285,40.0,36.5,0.0225522153577,-0.2,0.00738673893319,0.0424758978512,0.49,0.00874356047159,0.0192485581168,SAO,0.00798611411272,0.000254476111167,0.0279921185884
ERS491001,0.109555,1.84402,0.0,187.4,0.14,0.0199289591069,0.322624825165,5.0,36.0,0.243411815944,-1.3,0.405383871905,182.017145565,0.09,0.241171366237,0.137351487086,SO,0.0833147959677,0.0096656939634,0.378522853323
ERS491044,0.065273,0.67108,0.0,189.3,0.08,0.00827891480539,0.258936513465,5.0,34.6,0.185339000089,-1.5,0.316255150485,331.805580088,0.03,0.302353073965,0.156090151358,SO,0.0943607599974,0.009749491153,0.458443225322
ERS491063,0.065273,0.67108,,,,0.529789704154,0.466050977196,5.0,,0.0908737869868,,0.024051646368,0.162146237057,,0.0405008488092,0.0608727315617,SO,0.0461053900218,0.00162289546307,0.101373580371
ERS491095,0.540091,-0.78154,0.0,187.4,0.14,0.0137040599044,0.272204123777,90.0,36.0,0.148553412671,-1.3,0.401904130418,171.044075531,0.09,0.246137571276,0.137164537539,SO,0.087794137252,0.0606591774418,0.383302108814
ERS491107,0.540091,-0.78154,0.15,132.8,0.34,0.851937833859,0.75042369384,90.0,35.1,0.0331227690405,0.6,0.00571041288778,0.0750261732779,1.39,0.0133344446606,0.0196193567477,SO,0.0171133870415,0.000784165868421,0.0329538014084
ERS491110,0.010087,0.45883,0.15,132.8,0.34,0.0430386591102,0.100506573915,790.0,35.1,0.108445208923,0.6,18.5177705935,11.3342521061,1.39,0.153694654727,0.098151553446,SO,0.12277492651,1.94268632473,0.251846208173
ERS491421,0.387495,18.014508,0.02,185.2,1.94,0.340142134493,4.4298303417,5.0,35.1,0.118452446403,2.6,0.233594987539,154.26242311,28.64,7.48945898369,5.21632812518,SPO,0.0408216294317,0.00362531269106,12.7057871089
ERS491433,0.387495,18.014508,,,,,,5.0,,,,,,,,,SPO,,,
ERS491463,1.104727,16.40115,0.0,189.3,0.08,0.157670039279,3.20789481223,35.0,34.6,0.211259821137,-1.5,0.108014438229,100.210848312,0.03,0.840909204195,3.06983962637,SPO,0.0866836489483,0.00395959510033,3.91074883057
ERS491492,0.147822,21.131962,0.0,185.7,0.1,0.0165806908345,7.06477445426,5.0,35.1,0.16519798303,0.5,0.334156753303,105.204225878,0.05,57.4159395418,0.846676645018,SPO,0.040893702385,0.00279490198059,58.2626161868
ERS491514,0.139594,22.413508,,,,,,5.0,,,,,,,,,SPO,,,
ERS491525,0.044093,23.799133,0.01,187.3,0.08,0.00208193863245,0.373578523409,5.0,34.2,0.169254353621,-2.2,1.19579334785,51.2077548479,0.06,66.8032893884,0.0825804485867,SPO,0.0452241079739,0.00278753986694,66.885869837
ERS491673,0.203442,18.334334,,,,,,175.0,,,,,,,,,SPO,,,
ERS491699,0.013449,25.14875,0.03,192.6,0.18,0.0237066938961,1.49141645603,5.0,34.9,0.281304637857,0.2,10.1824650727,81.1898892998,0.47,197.641714305,0.485948246391,SPO,0.0786874241139,0.00627914215282,198.127662551
ERS491740,0.176523,20.171605,0.01,187.3,0.08,0.107482712899,81.3232414893,188.0,34.2,0.136811977349,-2.2,20.7568687339,47.7802863864,0.06,219.335859487,0.286561468272,SPO,0.0525644020862,0.0199076450152,219.622420956
ERS491757,0.176523,20.171605,,,,,,188.0,,,,,,,,,SPO,,,
ERS491767,0.0,8.113126,0.03,192.6,0.18,0.0164600272702,0.124338887485,488.0,34.9,0.119834286208,0.2,12.084490783,14.9476969437,0.47,0.385431302938,0.0853377804821,SPO,0.112911290787,1.47103546797,0.470769083421
ERS491804,0.037733,23.788833,0.0,191.7,0.12,0.0406765381709,7.59481489031,5.0,34.6,0.132154969866,,4.38012279931,32.9118659797,0.0,157.10863416,0.147473077574,SPO,0.0330486206486,0.0032039703809,157.256107237
ERS491836,0.287892,25.2512,0.02,190.1,0.0,1.28124114205,58.916208115,5.0,35.1,0.380662714532,,9.24962370637,173.835557249,0.0,23.3188124352,0.548636099155,SPO,0.120267164478,0.0113897464197,23.8674485344
ERS491851,0.287892,25.2512,,,,10.3885762723,32.6181370985,5.0,,0.0201254516638,,0.0191515931557,0.0336189742709,,0.056756232573,0.0168256491053,SPO,0.00816264114073,0.000925542765944,0.0735818816783
ERS491874,0.366887,20.649431,,88.2,,0.46606829396,84.3023727812,50.0,34.8,0.21658015431,,20.5446232906,114.913945951,,155.187275317,0.965145602745,SPO,0.0910779490167,0.037687070116,156.15242092
ERS491897,0.366887,20.649431,,,,17.2328545171,118.455257112,50.0,,0.00798002556117,,0.893058382151,0.0178606386544,,0.302035111775,0.0581957493778,SPO,0.00262393489923,9.83683796648e-05,0.360230861153
ERS491913,0.121464,13.014573,,193.1,,0.16842717981,0.487943319387,177.0,35.0,0.224850166644,,10.0806380124,36.2749816824,,4.40810459983,0.572692067495,SPO,0.182895314364,3.60707402793,4.98079666732
ERS491930,0.121464,13.014573,,,,2.3289176383,13.0568071103,177.0,,0.0240831931356,,0.024680078767,0.08924996332,,0.029686831498,0.0193259757415,SPO,0.0116138814592,0.000526893900121,0.0490128072395
ERS491938,0.238224,24.943108,0.0,207.4,0.08,1.18018477977,53.3045586085,5.0,35.3,0.310927252811,-0.1,11.2830538867,224.570053614,0.02,22.5156320318,2.81764876071,SPO,0.0815245700403,0.00747707444327,25.3332807925
ERS491980,0.010087,9.195825,,199.9,,0.102354461372,0.607552843126,480.0,35.3,0.187115043023,-0.2,23.8269644877,30.2070400247,,0.550414300535,0.36680403356,SPO,0.263843558001,3.3327017638,0.917218334095
ERS491995,0.010087,9.195825,,,,5.53765381296,24.7434278355,480.0,,0.0204647198205,,0.0361836393419,0.0549522107746,,0.0769007316002,0.0286969392833,SPO,0.00821206427379,0.00145144434575,0.105597670883
ERS492012,0.728939,19.566255,0.03,185.0,0.0,3.07936643662,120.394026231,40.0,35.2,0.265679256499,0.8,16.7996107413,286.989913373,0.06,119.639592519,4.27162511304,SPO,0.0833779016562,0.0152686553168,123.911217632
ERS492117,0.0,10.193037,,,,,,380.0,,,,,,,,,SPO,,,
ERS492145,0.28167,27.617558,0.0,210.0,0.08,1.44156165421,57.1728439951,5.0,35.3,0.259360793059,,33.6255689772,168.585279215,0.0,61.806541727,4.57840507784,SPO,0.0894917008526,0.00700316694857,66.3849468048
ERS492154,0.28167,27.617558,,,,,,5.0,,,,,,,,,SPO,,,
ERS492160,0.28167,27.617558,0.0,210.0,0.08,42.2268240051,94.6202463013,5.0,35.3,0.0291264822242,,0.159597981894,0.0746437330728,0.0,0.225336842192,0.0751003698452,SPO,0.0136100891317,0.000844681106687,0.300437212037
ERS492177,0.737378,26.532035,0.0,207.4,0.08,1.71400901465,93.5491318732,30.0,35.3,0.364592920899,-0.1,49.7573242935,234.476621763,0.02,29.4619701096,1.98214193587,SPO,0.119744236483,0.0121763837281,31.4441120455
ERS492198,0.737378,26.532035,0.0,207.4,0.08,97.2958439797,480.540584981,30.0,35.3,0.0368680120301,-0.1,0.291199771082,0.124474919159,0.02,1.13385540078,0.0954646226212,SPO,0.0288733309777,0.00190656322943,1.2293200234
ERS492205,0.0,11.3158,0.0,193.0,1.12,0.0405431483015,0.422571621564,380.0,34.6,0.178477418853,,18.9543589144,19.1566712266,15.24,0.412829902388,0.242852321585,SPO,0.151646753897,1.10742959126,0.655682223973
ERS492212,0.0,11.3158,,,,,,380.0,,,,,,,,,SPO,,,
ERS492228,0.317793,23.8683,,206.4,,0.543117128709,21.654622672,5.0,,0.121403209897,,12.2128289421,97.086225051,,18.3549623789,0.805781415768,SPO,0.0428988066169,0.00379459187062,19.1607437946
ERS492243,0.317793,23.8683,,,,,,5.0,,,,,,,,,SPO,,,
ERS492264,0.460366,21.814577,,206.4,,1.09111511827,35.0806589215,50.0,,0.0900936713815,,27.4694431358,67.4197288934,,24.4419868243,0.451224524649,SPO,0.0599871795622,0.0223953757343,24.893211349
ERS492279,0.460366,21.814577,,,,,,50.0,,,,,,,,,SPO,,,
ERS492294,0.0,10.2584,,206.4,,0.293430928446,7.53549404316,380.0,,0.0763151239459,,13.7282888257,33.1734468241,,5.40008631792,0.487662143602,SPO,0.0683131769536,0.462763970629,5.88774846152
ERS492306,0.0,10.2584,,,,,,380.0,,,,,,,,,SPO,,,
ERS492321,0.203347,22.76873,,207.0,,0.344227210228,20.7864730242,5.0,35.4,0.113982161116,,21.021457869,61.2266387567,,9.08721497429,0.177487640677,SPO,0.0404778238024,0.00357982748761,9.26470261497
ERS492342,0.203347,22.76873,,,,11.2080831527,26.0808421253,5.0,,0.0354267484303,,0.0118754666214,0.0411739414514,,0.0423262893858,0.0169595286417,SPO,0.00807962122685,0.000463797624147,0.0592858180275
ERS492357,0.378549,19.881449,,198.0,,0.153221617697,34.5796483323,90.0,34.7,0.0938042962134,,16.380434067,49.7541894027,,76.9332604047,0.204255441968,SPO,0.0430664966748,0.00669880744951,77.1375158467
ERS492376,0.378549,19.881449,,,,6.23549884879,448.453434286,90.0,,0.0629527145859,,0.07549284555,0.0569153852283,,0.0757098577747,0.0422254979699,SPO,0.0205987594983,0.000902204108554,0.117935355745
ERS492381,0.0,10.893125,,207.0,,0.0255791445325,0.0600635312783,350.0,35.4,0.0647391338264,,11.5768132792,8.09911043172,,0.0894153971136,0.0511916218445,SPO,0.0747974643763,0.633491654189,0.140607018958
ERS492399,0.0,10.893125,,,,1.04336683065,0.873634418834,350.0,,0.0590011545045,,0.0457737246277,0.140230383644,,0.0269178475124,0.0572339108446,SPO,0.0263051949479,0.00234060389927,0.084151758357
ERS492408,0.04895,24.237467,0.26,240.4,0.37,0.175942343729,25.6604554326,5.0,35.3,0.0958715257214,,8.49121433422,24.184753189,3.23,143.711902187,0.315195532747,SPO,0.0320078082941,0.00377454572548,144.027097719
ERS492426,0.04895,24.237467,,,,,,5.0,,,,,,,,,SPO,,,
ERS492445,0.222552,22.261435,,207.0,,0.165033720367,24.9116494099,155.0,35.4,0.0658681584712,,14.3039609755,18.5882020467,,105.872088994,0.170676337385,SPO,0.030718273863,0.004708107925,106.042765331
ERS492461,0.222552,22.261435,,,,,,155.0,,,,,,,,,SPO,,,
ERS492471,0.0,5.791448,0.26,240.4,0.37,0.0151979201437,0.469907635937,696.0,35.3,0.0741732601821,,3.0435026848,6.28762758207,3.23,1.15002093128,0.0563434334792,SPO,0.0642100859798,0.725108930776,1.20636436476
ERS492516,0.142584,23.791908,,,,,,5.0,,,,,,,,,SPO,,,
ERS492642,0.166512,26.54413,0.29,231.7,0.23,0.358754564703,15.0341377032,5.0,35.7,0.116866151684,,40.8751937133,54.6721061056,1.08,9.78754826073,0.260938956108,SPO,0.0454204230761,0.00455324142522,10.0484872168
ERS492646,0.166512,26.54413,0.29,231.7,0.23,9.08538157473,125.211118706,5.0,35.7,0.016729607656,,1.69085171104,1.20786778982,1.08,0.43120610775,0.0398791659247,SPO,0.00965953803342,0.000889814721487,0.471085273675
ERS492647,0.166512,26.54413,0.0,195.2,1.53,0.471543767385,14.8930138296,5.0,34.5,0.0863817393159,25.8,60.0972527559,67.3641640385,22.08,4.13138501327,0.0897714263509,SPO,0.0522702447026,0.00639631385159,4.22115643962
ERS492648,0.166512,26.54413,0.0,195.2,1.53,0.225455048139,13.6006698799,5.0,34.5,0.0725267376457,25.8,25.0628869893,15.1199372406,22.08,33.9709954847,0.837559343307,SPO,0.0253715977481,0.00307068881987,34.808554828
ERS492657,0.166512,26.54413,,,,9.25398109449,67.6077618515,5.0,,0.0167280281581,,0.0542749510861,0.264754949534,,0.127315803458,0.0268303729807,SPO,0.00835657895746,0.000255523037022,0.154146176438
ERS492680,0.0,7.212238,0.17,249.4,1.02,0.277306220164,5.92153858772,600.0,34.8,0.319901040289,0.4,37.0840661538,54.3473016072,7.09,15.3202012154,0.541549282541,SPO,0.31215623725,2.90135895391,15.861750498
ERS492683,0.0,7.212238,0.17,249.4,1.02,2.52109456712,23.3070037526,600.0,34.8,0.0367308241246,0.4,0.254533611094,0.315353074332,7.09,0.0886637257789,0.0542617622454,SPO,0.0266106390594,0.0742370509971,0.142925488024
ERS492684,0.0,7.212238,0.29,231.7,0.23,0.0998440166141,1.4951873235,600.0,35.7,0.0688700044866,,8.30616317781,22.2602211218,1.08,0.46028328412,0.0635426985255,SPO,0.0971989103522,1.86864057002,0.523825982646
ERS492685,0.0,7.212238,0.29,231.7,0.23,0.0457330860819,0.935230916853,600.0,35.7,0.0880366293343,,4.46344190773,16.9090015985,1.08,3.10080688432,0.200558725224,SPO,0.0780458476181,0.100417198895,3.30136560955
ERS492692,0.0,7.212238,,,,2.3953535549,3.95622688622,600.0,,0.0883578649352,,0.0355037047281,0.126884340378,,0.0442819080424,0.0753254530336,SPO,0.0441465041863,0.00665448148755,0.119607361076
ERS492699,0.295808,24.69625,0.3,238.9,0.34,0.459989652942,10.0591539324,115.0,35.3,0.0831000596714,2.5,5.791416912,34.1503892297,3.34,30.0643647411,0.160835674402,SPO,0.0600468476552,0.01304207091,30.2252004155
ERS492703,0.295808,24.69625,0.3,238.9,0.34,10.3661461237,106.787843946,115.0,35.3,0.0409056772661,2.5,0.489742630772,3.64842756768,3.34,0.574801108407,0.0819677078586,SPO,0.0556228616801,0.00489178370507,0.656768816265
ERS492704,0.295808,24.69625,0.17,249.4,1.02,0.247092581304,12.0341690939,115.0,34.8,0.092036593958,0.4,8.13196090345,52.1290327472,7.09,3.56041860632,0.0717814838184,SPO,0.0543356327717,0.0139357019061,3.63220009014
ERS492705,0.295808,24.69625,0.17,249.4,1.02,0.279464503704,9.93582410157,115.0,34.8,0.0720954904772,0.4,5.53548847703,7.22997020353,7.09,104.97207507,0.404413973109,SPO,0.0496012389603,0.00590556068053,105.376489043
ERS492714,0.295808,24.69625,,,,6.18060420474,80.460782164,115.0,,0.00903283930525,,0.348724772001,0.146299725578,,0.129922097086,0.0197655048362,SPO,0.00385545444297,0.000285049412745,0.149687601922
ERS492733,0.319103,26.576175,0.0,,0.01,1.19705424375,10.9157299548,5.0,,0.107463722451,,53.851696356,36.5878235417,0.03,0.719595314597,14.4397220643,SPO,0.0469221868377,0.0139053424176,15.1593173789
ERS492738,0.319103,26.576175,0.0,,0.06,0.377073374103,8.02171030586,5.0,37.5,0.092360630163,,23.180045025,83.5097566651,0.03,0.153528541549,0.0736212266206,SPO,0.0402975257795,0.016375688156,0.227149768169
ERS492739,0.319103,26.576175,0.01,161.7,2.52,0.357442892334,6.90614421754,5.0,34.4,0.1354667354,37.8,51.3387264029,33.1399563992,36.73,2.24298936779,21.1010349646,SPO,0.054423687913,0.0148487615897,23.3440243324
ERS492748,0.319103,26.576175,,,,30.1710993207,49.3560529966,5.0,,0.012292236681,,0.0574780405379,0.0937597951367,,0.0999232807353,0.0176011605461,SPO,0.00472799394242,0.000580894713528,0.117524441281
ERS492778,0.051638,22.1151,0.25,231.9,0.23,1.0418626066,11.0956491357,150.0,35.7,0.361274995531,,21.6399825781,77.4878307738,1.3,17.3116830705,0.801361529683,SPO,0.248091353975,4.19962445844,18.1130446002
ERS492781,0.051638,22.1151,0.25,231.9,0.23,10.4178159543,111.445496705,150.0,35.7,0.0166353931389,,0.994422110324,2.06277583554,1.3,0.398193881669,0.0969991458111,SPO,0.0142768730421,0.0272630700693,0.49519302748
ERS492782,0.051638,22.1151,0.25,231.9,0.23,0.235040975668,2.58191326576,150.0,35.7,0.0913224370487,,5.62261014561,18.1037936659,1.3,6.0336019324,0.376626450822,SPO,0.0621119425306,1.00445652393,6.41022838322
ERS492783,0.051638,22.1151,0.25,231.9,0.23,0.153224090766,2.45908580359,150.0,35.7,0.086870478529,,2.03064523773,0.550255343083,1.3,0.771186069586,0.207924035976,SPO,0.112576961219,0.0287540960937,0.979110105562
ERS492814,0.286662,26.518986,,,,2.49471396422,37.1585230366,5.0,,0.447807137398,,151.710184932,246.494885341,,32.6660672998,89.1547524549,SPO,0.199010770845,0.0625826710066,121.820819755
ERS492818,0.286662,26.518986,0.05,215.7,0.36,22.4583891121,119.452403027,5.0,36.4,0.0140390066066,0.2,2.77574361242,3.02709705301,0.99,0.430380143355,0.268397040657,SPO,0.0125089492776,0.0014156180059,0.698777184012
ERS492819,0.286662,26.518986,0.05,215.7,0.36,0.326066873778,6.74413179582,5.0,36.4,0.113463630015,0.2,44.1287939301,80.711880955,0.99,1.79618275431,0.113054634504,SPO,0.0455314653963,0.0156006372611,1.90923738881
ERS492820,0.286662,26.518986,0.01,194.4,0.14,0.182532029779,6.89911233387,5.0,36.6,0.094643414817,0.2,21.3580302724,10.884700054,0.04,20.3604737944,48.519862579,SPO,0.0385881008372,0.00720274552957,68.8803363735
ERS492821,0.286662,26.518986,,,,,,5.0,,,,,,,,,SPO,,,
ERS492843,0.286662,26.518986,,,,36.6813586531,59.2489107692,5.0,,0.0139823139377,,0.0421647692981,0.10264458491,,0.109441269506,0.0219620474539,SPO,0.00531316099539,0.000217482531959,0.13140331696
ERS492863,0.127609,25.221787,0.01,161.7,2.52,1.91644951219,17.2226078753,120.0,34.4,0.439631592726,37.8,110.667074321,185.141112896,36.73,12.272560124,16.7476518744,SPO,0.239949776796,3.98511610351,29.0202119984
ERS492866,0.127609,25.221787,0.01,161.7,2.52,25.0163889731,91.9005490865,120.0,34.4,0.0160410504193,37.8,1.68605984872,6.53894098822,36.73,0.455546416889,12.4876979916,SPO,0.0156782522624,0.0248495562783,12.9432444085
ERS492867,0.127609,25.221787,0.01,161.7,2.52,0.429146372584,5.09763701887,120.0,34.4,0.0948646535216,37.8,18.3685915998,71.1988710657,36.73,0.293809543679,0.420891896984,SPO,0.0597021291595,1.84855498087,0.714701440663
ERS492868,0.127609,25.221787,0.05,215.7,0.36,0.405538957551,2.90914081413,120.0,36.4,0.110544607872,0.2,20.8047222087,8.61885607099,0.99,6.575815857,5.19168455708,SPO,0.0630026628577,0.516846087823,11.7675004141
ERS492877,0.127609,25.221787,,,,22.6436985239,78.061557996,120.0,,0.00833874459115,,0.183283158083,0.0433803612021,,0.108609956365,0.0193556072584,SPO,0.00150589729026,0.0,0.127965563624
ERS492888,0.233673,26.780158,0.02,203.8,0.04,2.03325097373,37.4595478955,5.0,36.7,0.453577041706,0.6,212.511015629,341.93736918,0.0,19.5237372682,21.815647611,SPO,0.194051931528,0.0508175471526,41.3393848792
ERS492892,0.233673,26.780158,0.0,199.1,0.1,15.5509033747,102.478053066,5.0,36.4,0.0180189874907,0.3,2.34818196187,5.12541573027,0.02,0.223697249941,0.170809544953,SPO,0.0131658416676,0.0010714538861,0.394506794894
ERS492893,0.233673,26.780158,0.02,203.8,0.04,0.101943244957,0.954795234927,5.0,36.7,0.0785521907482,0.6,2.94255386691,35.147254935,0.0,0.116054578016,0.0438734672729,SPO,0.0817816656378,2.89000270339,0.159928045289
