ENA-RUN,Depth,ENA-BASE-COUNT,ENA-SPOT-COUNT,Layer,LATITUDE,LONGITUDE,Protocol Label,Station,Size Fraction Lower Threshold,Size Fraction Upper Threshold,Temperature,Region
ERR594386,25,4520607902,23413486,deep chlorophyll maximum layer (ENVO:xxxxxxxx),19.0284,64.5126,VIRUS_NUC-Fe_W<-0.22,TARA_038,<,0.22,25.494408,IO
ERR599082,25,34857206317,178499808,deep chlorophyll maximum layer (ENVO:xxxxxxxx),19.0284,64.5126,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_038,0.22,1.6,25.494408,IO
ERR594397,25,4403319323,22849313,deep chlorophyll maximum layer (ENVO:xxxxxxxx),18.5839,66.4727,VIRUS_NUC-Fe_W<-0.22,TARA_039,<,0.22,26.812225,IO
ERR594327,5,5046425408,24982304,surface water layer (ENVO:00002042),18.5918,66.622,GIRUS_NUC-dry_W0.1-0.22,TARA_039,0.1,0.22,26.81765,IO
ERR594363,25,4362975015,22566800,deep chlorophyll maximum layer (ENVO:xxxxxxxx),18.5839,66.4727,VIRUS_NUC-Fe_W<-0.22,TARA_039,<,0.22,26.812225,IO
ERR594365,5,5563292835,28789851,surface water layer (ENVO:00002042),18.5918,66.622,VIRUS_NUC-Fe_W<-0.22,TARA_039,<,0.22,26.81765,IO
ERR594346,270,18568109064,91921332,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),18.7341,66.3896,GIRUS_NUC-dry_W0.1-0.22,TARA_039,0.1,0.22,15.614195,IO
ERR599145,25,33517466310,169022446,deep chlorophyll maximum layer (ENVO:xxxxxxxx),18.5839,66.4727,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_039,0.22,1.6,26.812225,IO
ERR599172,270,8052701714,40864691,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),18.7341,66.3896,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_039,0.22,1.6,15.614195,IO
ERR594356,5,5508928339,28457012,surface water layer (ENVO:00002042),18.5918,66.622,VIRUS_NUC-Fe_W<-0.22,TARA_039,<,0.22,26.81765,IO
ERR599037,270,18990379825,97469834,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),18.7341,66.3896,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_039,0.22,1.6,15.614195,IO
ERR868486,5,38515173565,197960850,surface water layer (ENVO:00002042),14.6059,69.9776,PROT_NUC-RNA(100L)_W0.8-5,TARA_041,0.8,5,29.089367,IO
ERR594295,5,5703026206,28232803,surface water layer (ENVO:00002042),14.6059,69.9776,GIRUS_NUC-dry_W0.1-0.22,TARA_041,0.1,0.22,29.089367,IO
ERR599053,60,38184824724,193639324,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_041,0.22,1.6,27.117663,IO
ERR594367,60,5684276514,30745099,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,VIRUS_NUC-Fe_W<-0.22,TARA_041,<,0.22,27.117663,IO
ERR598977,60,7189160018,38060321,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_041,0.22,1.6,27.117663,IO
ERR594366,60,2570515034,14670146,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,VIRUS_NUC-Fe_W<-0.22,TARA_041,<,0.22,27.117663,IO
ERR599011,5,6630373496,33118603,surface water layer (ENVO:00002042),14.6059,69.9776,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_041,0.22,1.6,29.089367,IO
ERR594371,60,3033654137,16959376,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,VIRUS_NUC-Fe_W<-0.22,TARA_041,<,0.22,27.117663,IO
ERR594372,60,3487457129,19790445,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,VIRUS_NUC-Fe_W<-0.22,TARA_041,<,0.22,27.117663,IO
ERR594373,60,3112241448,17859407,deep chlorophyll maximum layer (ENVO:xxxxxxxx),14.5536,70.0128,VIRUS_NUC-Fe_W<-0.22,TARA_041,<,0.22,27.117663,IO
ERR599074,5,36840824901,187133430,surface water layer (ENVO:00002042),14.6059,69.9776,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_041,0.22,1.6,29.089367,IO
ERR594384,5,8275243140,42658889,surface water layer (ENVO:00002042),14.6059,69.9776,VIRUS_NUC-Fe_W<-0.22,TARA_041,<,0.22,29.089367,IO
ERR594413,80,11726672103,60004302,deep chlorophyll maximum layer (ENVO:xxxxxxxx),5.9998,73.9067,VIRUS_NUC-Fe_W<-0.22,TARA_042,<,0.22,27.723425,IO
ERR594398,5,5144487385,26482646,surface water layer (ENVO:00002042),6.0001,73.8955,VIRUS_NUC-Fe_W<-0.22,TARA_042,<,0.22,29.980283,IO
ERR868383,80,25677640381,131191463,deep chlorophyll maximum layer (ENVO:xxxxxxxx),5.9998,73.9067,PROT_NUC-RNA(100L)_W0.8-5,TARA_042,0.8,5,27.723425,IO
ERR599130,80,35853975643,182963807,deep chlorophyll maximum layer (ENVO:xxxxxxxx),5.9998,73.9067,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_042,0.22,1.6,27.723425,IO
ERR594403,5,4490331407,23073592,surface water layer (ENVO:00002042),6.0001,73.8955,VIRUS_NUC-Fe_W<-0.22,TARA_042,<,0.22,29.980283,IO
ERR599013,80,6057421325,32056090,deep chlorophyll maximum layer (ENVO:xxxxxxxx),5.9998,73.9067,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_042,0.22,1.6,27.723425,IO
ERR599075,5,32434350835,164425550,surface water layer (ENVO:00002042),6.0001,73.8955,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_042,0.22,1.6,29.980283,IO
ERR599141,5,6884446913,36435982,surface water layer (ENVO:00002042),6.0001,73.8955,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_042,0.22,1.6,29.980283,IO
ERR599054,5,32075213247,162120962,surface water layer (ENVO:00002042),0.0033,71.6428,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_045,0.22,1.6,30.496383,IO
ERR599045,5,6688995090,33398279,surface water layer (ENVO:00002042),0.0033,71.6428,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_045,0.22,1.6,30.496383,IO
ERR594376,5,7386668340,38717821,surface water layer (ENVO:00002042),-0.6625,73.161,VIRUS_NUC-Fe_W<-0.22,TARA_046,<,0.22,30.12565,IO
ERR594314,5,18314899640,90667820,surface water layer (ENVO:00002042),-9.3921,66.4228,GIRUS_NUC-dry_W0.1-0.22,TARA_048,0.1,0.22,29.818233,IO
ERR599138,5,42621274219,216979077,surface water layer (ENVO:00002042),-9.3921,66.4228,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_048,0.22,1.6,29.818233,IO
ERR599019,5,6547781496,32667132,surface water layer (ENVO:00002042),-9.3921,66.4228,BACT_NUC-DNA(100L)_W0.22-1.6,TARA_048,0.22,1.6,29.818233,IO
ERR868370,80,36155097513,182949934,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.4689,54.3066,PROT_NUC-RNA(100L)_W0.8-5,TARA_051,0.8,5,24.866483,IO
ERR594394,75,9055028459,46496880,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-16.9534,53.9601,VIRUS_NUC-Fe_W<-0.22,TARA_052,<,0.22,24.89426,IO
ERR599098,5,5795959196,29188354,surface water layer (ENVO:00002042),-16.957,53.9801,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_052,0.22,1.6,27.8684,IO
ERR599002,75,31587649343,159178051,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-16.9534,53.9601,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_052,0.22,1.6,24.89426,IO
ERR599016,75,7082743086,35295532,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-16.9534,53.9601,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_052,0.22,1.6,24.89426,IO
ERR599139,5,34379757651,173095638,surface water layer (ENVO:00002042),-16.957,53.9801,BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,TARA_052,0.22,1.6,27.8684,IO
ERR599057,5,32202657505,162387844,surface water layer (ENVO:00002042),-15.3424,43.2965,BACT_NUC-DNA(100L)_W0.22-3,TARA_056,0.22,3,27.323117,IO
ERR599376,5,10819994340,56401139,surface water layer (ENVO:00002042),-15.3424,43.2965,VIRUS_NUC-Fe_W<-0.22,TARA_056,<,0.22,27.323117,IO
ERR599371,1000,9772972348,51960724,mesopelagic zone (ENVO:00000213),-15.3379,43.2948,VIRUS_NUC-Fe_W<-0.22,TARA_056,<,0.22,6.2402,IO
ERR599112,1000,42206367652,217469381,mesopelagic zone (ENVO:00000213),-15.3379,43.2948,BACT_NUC-DNA(100L)_W0.22-3,TARA_056,0.22,3,6.2402,IO
ERR599058,5,32306307192,168192870,surface water layer (ENVO:00002042),-17.0248,42.7401,BACT_NUC-DNA(100L)_W0.22-3,TARA_057,0.22,3,26.965433,IO
ERR599026,66,33468984338,168855931,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-17.2855,42.2866,BACT_NUC-DNA(100L)_W0.22-3,TARA_058,0.22,3,26.34018,IO
ERR599012,5,28948356295,145714747,surface water layer (ENVO:00002042),-22.3368,40.3412,BACT_NUC-DNA(100L)_W0.22-3,TARA_062,0.22,3,25.080167,IO
ERR599339,5,11780852331,60595610,surface water layer (ENVO:00002042),-22.3368,40.3412,VIRUS_NUC-Fe_W<-0.22,TARA_062,<,0.22,25.080167,IO
ERR594324,65,12664210018,62694109,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-29.5333,37.9117,GIRUS_NUC-dry_W0.1-0.22,TARA_064,0.1,0.22,22.250309,IO
ERR599164,1000,15076257095,77554069,mesopelagic zone (ENVO:00000213),-29.5046,37.9599,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,7.6502,IO
ERR594392,5,9324189434,48271080,surface water layer (ENVO:00002042),-29.5019,37.9889,VIRUS_NUC-Fe_W<-0.22,TARA_064,<,0.22,22.165567,IO
ERR598972,65,8122430295,40411436,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-29.5333,37.9117,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,22.250309,IO
ERR598970,5,8961072036,42483957,surface water layer (ENVO:00002042),-29.5019,37.9889,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,22.165567,IO
ERR599150,5,45732077259,230323899,surface water layer (ENVO:00002042),-29.5019,37.9889,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,22.165567,IO
ERR599025,65,7936378424,39513746,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-29.5333,37.9117,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,22.250309,IO
ERR599023,65,24173377994,125264316,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-29.5333,37.9117,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,22.250309,IO
ERR599021,1000,8816437328,44912091,mesopelagic zone (ENVO:00000213),-29.5046,37.9599,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,7.6502,IO
ERR599351,1000,9820554591,51253067,mesopelagic zone (ENVO:00000213),-29.5046,37.9599,VIRUS_NUC-Fe_W<-0.22,TARA_064,<,0.22,7.6502,IO
ERR594385,65,8325352062,42826969,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-29.5333,37.9117,VIRUS_NUC-Fe_W<-0.22,TARA_064,<,0.22,22.250309,IO
ERR599088,5,8737359206,41923308,surface water layer (ENVO:00002042),-29.5019,37.9889,BACT_NUC-DNA(100L)_W0.22-3,TARA_064,0.22,3,22.165567,IO
ERR599226,65,36402133238,184710276,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-29.5333,37.9117,PROT_NUC-RNA(1L)_W5-20,TARA_064,5,20,22.250309,IO
ERR599218,5,33075980900,166163493,surface water layer (ENVO:00002042),-35.1728,26.2868,PROT_NUC-RNA(1L)_W5-20,TARA_065,5,20,21.81684,IO
ERR594414,30,5439934799,28140396,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-35.2421,26.3048,VIRUS_NUC-Fe_W<-0.22,TARA_065,<,0.22,21.81495,IO
ERR594320,5,17828138624,88258112,surface water layer (ENVO:00002042),-35.1728,26.2868,GIRUS_NUC-dry_W0.1-0.22,TARA_065,0.1,0.22,21.81684,IO
ERR594291,30,18924462516,93685458,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-35.2421,26.3048,GIRUS_NUC-dry_W0.1-0.22,TARA_065,0.1,0.22,21.81495,IO
ERR594361,5,5687243355,29633220,surface water layer (ENVO:00002042),-35.1728,26.2868,VIRUS_NUC-Fe_W<-0.22,TARA_065,<,0.22,21.81684,IO
ERR599034,850,5830604520,29284233,mesopelagic zone (ENVO:00000213),-35.1889,26.2905,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,8.4127,IO
ERR598979,5,9053042755,47194699,surface water layer (ENVO:00002042),-35.1728,26.2868,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,21.81684,IO
ERR598990,30,11028555195,56663585,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-35.2421,26.3048,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,21.81495,IO
ERR599110,30,26202213493,135439143,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-35.2421,26.3048,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,21.81495,IO
ERR599146,5,19230818886,97905348,surface water layer (ENVO:00002042),-35.1728,26.2868,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,21.81684,IO
ERR594382,30,5511077473,28563061,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-35.2421,26.3048,VIRUS_NUC-Fe_W<-0.22,TARA_065,<,0.22,21.81495,IO
ERR594359,5,5750070967,30025432,surface water layer (ENVO:00002042),-35.1728,26.2868,VIRUS_NUC-Fe_W<-0.22,TARA_065,<,0.22,21.81684,IO
ERR599018,30,4814880633,24680500,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-35.2421,26.3048,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,21.81495,IO
ERR598960,850,38184626598,194078658,mesopelagic zone (ENVO:00000213),-35.1889,26.2905,BACT_NUC-DNA(100L)_W0.22-3,TARA_065,0.22,3,8.4127,IO
ERR598982,30,7786818322,37527741,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-34.8901,18.0459,BACT_NUC-DNA(100L)_W0.22-3,TARA_066,0.22,3,15.01895,SAO
ERR594362,5,8487090866,43948626,surface water layer (ENVO:00002042),-34.9449,17.9189,VIRUS_NUC-Fe_W<-0.22,TARA_066,<,0.22,15.033492,SAO
ERR598973,5,7558805666,36385625,surface water layer (ENVO:00002042),-34.9449,17.9189,BACT_NUC-DNA(100L)_W0.22-3,TARA_066,0.22,3,15.033492,SAO
ERR599068,5,7648358503,36796981,surface water layer (ENVO:00002042),-34.9449,17.9189,BACT_NUC-DNA(100L)_W0.22-3,TARA_066,0.22,3,15.033492,SAO
ERR599107,30,7723523452,37400168,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-34.8901,18.0459,BACT_NUC-DNA(100L)_W0.22-3,TARA_066,0.22,3,15.01895,SAO
ERR599173,5,16962853301,87183074,surface water layer (ENVO:00002042),-34.9449,17.9189,BACT_NUC-DNA(100L)_W0.22-3,TARA_066,0.22,3,15.033492,SAO
ERR594389,30,9043371636,46900600,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-34.8901,18.0459,VIRUS_NUC-Fe_W<-0.22,TARA_066,<,0.22,15.01895,SAO
ERR594395,5,4238805649,21885013,surface water layer (ENVO:00002042),-32.2401,17.7103,VIRUS_NUC-Fe_W<-0.22,TARA_067,<,0.22,12.83445,SAO
ERR599302,5,29285047320,148415429,surface water layer (ENVO:00002042),-32.2401,17.7103,PROT_NUC-RNA(100L)_W0.8-5,TARA_067,0.8,5,12.83445,SAO
ERR594325,5,35212793318,174320759,surface water layer (ENVO:00002042),-32.2401,17.7103,GIRUS_NUC-dry_W0.45-0.8,TARA_067,0.45,0.8,12.83445,SAO
ERR594404,5,4270619043,22087021,surface water layer (ENVO:00002042),-32.2401,17.7103,VIRUS_NUC-Fe_W<-0.22,TARA_067,<,0.22,12.83445,SAO
ERR598994,5,8130681738,39041527,surface water layer (ENVO:00002042),-32.2401,17.7103,BACT_NUC-DNA(100L)_W0.22-3,TARA_067,0.22,3,12.83445,SAO
ERR594313,5,35192528678,174220439,surface water layer (ENVO:00002042),-32.2401,17.7103,GIRUS_NUC-dry_W0.22-0.45,TARA_067,0.22,0.45,12.83445,SAO
ERR599144,5,8310081210,39615848,surface water layer (ENVO:00002042),-32.2401,17.7103,BACT_NUC-DNA(100L)_W0.22-3,TARA_067,0.22,3,12.83445,SAO
ERR594415,50,7778229458,40938660,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,VIRUS_NUC-Fe_W<-0.22,TARA_068,<,0.22,16.787411,SAO
ERR594391,5,8587562971,44816720,surface water layer (ENVO:00002042),-31.0266,4.665,VIRUS_NUC-Fe_W<-0.22,TARA_068,<,0.22,16.832058,SAO
ERR599129,5,7233592366,36058089,surface water layer (ENVO:00002042),-31.0266,4.665,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,16.832058,SAO
ERR594297,5,35997113666,178203533,surface water layer (ENVO:00002042),-31.0266,4.665,GIRUS_NUC-dry_W0.45-0.8,TARA_068,0.45,0.8,16.832058,SAO
ERR594294,50,34573331008,171155104,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,GIRUS_NUC-dry_W0.22-0.45,TARA_068,0.22,0.45,16.787411,SAO
ERR599056,50,6648102140,32450140,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,16.787411,SAO
ERR599131,700,5798614786,29092053,mesopelagic zone (ENVO:00000213),-31.0198,4.6685,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,7.026748,SAO
ERR594302,700,36616337596,181268998,mesopelagic zone (ENVO:00000213),-31.0198,4.6685,GIRUS_NUC-dry_W0.45-0.8,TARA_068,0.45,0.8,7.026748,SAO
ERR598947,700,31291032798,157763425,mesopelagic zone (ENVO:00000213),-31.0198,4.6685,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,7.026748,SAO
ERR594348,50,28829622204,142720902,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,GIRUS_NUC-dry_W0.45-0.8,TARA_068,0.45,0.8,16.787411,SAO
ERR599103,50,6679783049,32597205,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,16.787411,SAO
ERR594318,5,34268744096,169647248,surface water layer (ENVO:00002042),-31.0266,4.665,GIRUS_NUC-dry_W0.22-0.45,TARA_068,0.22,0.45,16.832058,SAO
ERR599171,5,7370485449,36508689,surface water layer (ENVO:00002042),-31.0266,4.665,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,16.832058,SAO
ERR599174,5,14052987705,74463747,surface water layer (ENVO:00002042),-31.0266,4.665,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,16.832058,SAO
ERR599229,50,33144214223,171268222,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,PROT_NUC-RNA(1L)_W5-20,TARA_068,5,20,16.787411,SAO
ERR599017,50,12618786774,66324517,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-31.027,4.6802,BACT_NUC-DNA(100L)_W0.22-3,TARA_068,0.22,3,16.787411,SAO
ERR599165,5,16861258758,88675089,surface water layer (ENVO:00002042),-20.4091,-3.1759,BACT_NUC-DNA(100L)_W0.22-3,TARA_070,0.22,3,19.776808,SAO
ERR599305,5,29518883654,150778420,surface water layer (ENVO:00002042),-20.4091,-3.1759,PROT_NUC-RNA(100L)_W0.8-5,TARA_070,0.8,5,19.776808,SAO
ERR594299,800,16160358752,80001776,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,GIRUS_NUC-dry_W0.22-0.45,TARA_070,0.22,0.45,4.216697,SAO
ERR594353,5,9201868976,47220407,surface water layer (ENVO:00002042),-20.4091,-3.1759,VIRUS_NUC-Fe_W<-0.22,TARA_070,<,0.22,19.776808,SAO
ERR594407,800,7826111402,41257033,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,VIRUS_NUC-Fe_W<-0.22,TARA_070,<,0.22,4.216697,SAO
ERR594331,800,40342966714,199717657,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,GIRUS_NUC-dry_W0.45-0.8,TARA_070,0.45,0.8,4.216697,SAO
ERR594335,5,36032407308,178378254,surface water layer (ENVO:00002042),-20.4091,-3.1759,GIRUS_NUC-dry_W0.45-0.8,TARA_070,0.45,0.8,19.776808,SAO
ERR599207,800,29524461830,149304429,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,PROT_NUC-RNA(100L)_W3->,TARA_070,3,>,4.216697,SAO
ERR594308,800,16477574906,81572153,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,GIRUS_NUC-dry_W0.22-0.45,TARA_070,0.22,0.45,4.216697,SAO
ERR599149,800,5584116153,28064082,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,BACT_NUC-DNA(100L)_W0.22-3,TARA_070,0.22,3,4.216697,SAO
ERR594349,5,38967990084,192910842,surface water layer (ENVO:00002042),-20.4091,-3.1759,GIRUS_NUC-dry_W0.22-0.45,TARA_070,0.22,0.45,19.776808,SAO
ERR599135,5,7981506337,42702235,surface water layer (ENVO:00002042),-20.4091,-3.1759,BACT_NUC-DNA(100L)_W0.22-3,TARA_070,0.22,3,19.776808,SAO
ERR599044,800,32774229890,166775737,mesopelagic zone (ENVO:00000213),-20.4075,-3.1641,BACT_NUC-DNA(100L)_W0.22-3,TARA_070,0.22,3,4.216697,SAO
ERR599005,800,19407602934,99201488,mesopelagic zone (ENVO:00000213),-8.7986,-17.9034,BACT_NUC-DNA(100L)_W0.22-3,TARA_072,0.22,3,4.673875,SAO
ERR599307,100,32252710582,165839753,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-8.7296,-17.9604,PROT_NUC-RNA(100L)_W0.8-5,TARA_072,0.8,5,24.112672,SAO
ERR598984,5,34547501233,175664334,surface water layer (ENVO:00002042),-8.7789,-17.9099,BACT_NUC-DNA(100L)_W0.22-3,TARA_072,0.22,3,25.02619,SAO
ERR594364,5,7788198206,39987130,surface water layer (ENVO:00002042),-8.7789,-17.9099,VIRUS_NUC-Fe_W<-0.22,TARA_072,<,0.22,25.02619,SAO
ERR599276,5,20169490166,102285560,surface water layer (ENVO:00002042),-8.7789,-17.9099,PROT_NUC-RNA(100L)_W0.8-5,TARA_072,0.8,5,25.02619,SAO
ERR594379,100,9563729892,48812251,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-8.7296,-17.9604,VIRUS_NUC-Fe_W<-0.22,TARA_072,<,0.22,24.112672,SAO
ERR599211,800,30544617937,155183103,mesopelagic zone (ENVO:00000213),-8.7986,-17.9034,PROT_NUC-RNA(100L)_W3->,TARA_072,3,>,4.673875,SAO
ERR599105,5,6872734280,34374500,surface water layer (ENVO:00002042),-8.7789,-17.9099,BACT_NUC-DNA(100L)_W0.22-3,TARA_072,0.22,3,25.02619,SAO
ERR594388,800,18379936097,96763005,mesopelagic zone (ENVO:00000213),-8.7986,-17.9034,VIRUS_NUC-Fe_W<-0.22,TARA_072,<,0.22,4.673875,SAO
ERR599137,100,9466525727,47239839,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-8.7296,-17.9604,BACT_NUC-DNA(100L)_W0.22-3,TARA_072,0.22,3,24.112672,SAO
ERR599133,100,23040846872,116570800,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-8.7296,-17.9604,BACT_NUC-DNA(100L)_W0.22-3,TARA_072,0.22,3,24.112672,SAO
ERR599048,800,8945307872,44775584,mesopelagic zone (ENVO:00000213),-8.7986,-17.9034,BACT_NUC-DNA(100L)_W0.22-3,TARA_072,0.22,3,4.673875,SAO
ERR599000,800,38254182062,194617234,mesopelagic zone (ENVO:00000213),-20.9315,-35.1794,BACT_NUC-DNA(100L)_W0.22-3,TARA_076,0.22,3,4.749588,SAO
ERR594321,150,33835127058,167500629,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.0292,-35.3498,GIRUS_NUC-dry_W0.22-0.45,TARA_076,0.22,0.45,21.643283,SAO
ERR599309,5,16724960321,86833155,surface water layer (ENVO:00002042),-20.9354,-35.1803,PROT_NUC-RNA(100L)_W0.8-5,TARA_076,0.8,5,23.349542,SAO
ERR599126,5,39080578570,200803577,surface water layer (ENVO:00002042),-20.9354,-35.1803,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_076,0.22,3,23.349542,SAO
ERR594298,150,33259444228,164650714,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.0292,-35.3498,GIRUS_NUC-dry_W0.45-0.8,TARA_076,0.45,0.8,21.643283,SAO
ERR594355,150,11486472111,58870148,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.0292,-35.3498,VIRUS_NUC-Fe_W<-0.22,TARA_076,<,0.22,21.643283,SAO
ERR594333,800,39518198694,195634647,mesopelagic zone (ENVO:00000213),-20.9315,-35.1794,GIRUS_NUC-dry_W0.45-0.8,TARA_076,0.45,0.8,4.749588,SAO
ERR599010,5,5710891846,30059067,surface water layer (ENVO:00002042),-20.9354,-35.1803,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_076,0.22,3,23.349542,SAO
ERR599154,800,5888006753,29607890,mesopelagic zone (ENVO:00000213),-20.9315,-35.1794,BACT_NUC-DNA(100L)_W0.22-3,TARA_076,0.22,3,4.749588,SAO
ERR599330,150,25717764362,133605085,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.0292,-35.3498,PROT_NUC-RNA(100L)_W0.8-5,TARA_076,0.8,5,21.643283,SAO
ERR594286,5,31922672262,158033031,surface water layer (ENVO:00002042),-20.9354,-35.1803,GIRUS_NUC-dry_W0.45-0.8,TARA_076,0.45,0.8,23.349542,SAO
ERR599148,150,35457041322,183564258,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.0292,-35.3498,BACT_NUC-DNA(100L)_W0.22-3,TARA_076,0.22,3,21.643283,SAO
ERR594310,5,39384753050,194974025,surface water layer (ENVO:00002042),-20.9354,-35.1803,GIRUS_NUC-dry_W0.22-0.45,TARA_076,0.22,0.45,23.349542,SAO
ERR594354,5,9701293518,50148148,surface water layer (ENVO:00002042),-20.9354,-35.1803,VIRUS_NUC-Fe_W<-0.22,TARA_076,<,0.22,23.349542,SAO
ERR599040,150,6127262033,33111936,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-21.0292,-35.3498,BACT_NUC-DNA(100L)_W0.22-3,TARA_076,0.22,3,21.643283,SAO
ERR594411,5,7267701393,38151334,surface water layer (ENVO:00002042),-30.1367,-43.2899,VIRUS_NUC-Fe_W<-0.22,TARA_078,<,0.22,19.854083,SAO
ERR599124,800,6032478447,30298285,mesopelagic zone (ENVO:00000213),-30.1471,-43.2915,BACT_NUC-DNA(100L)_W0.22-3,TARA_078,0.22,3,5.8659,SAO
