ENA-RUN,Depth,ENA-BASE-COUNT,ENA-SPOT-COUNT,Layer,LATITUDE,LONGITUDE,Protocol Label,Station,Size Fraction Lower Threshold,Size Fraction Upper Threshold,Temperature,Region
ERR599006,5,39914333494,206080531,surface water layer (ENVO:00002042),-30.1367,-43.2899,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_078,0.22,3,19.854083,SAO
ERR594332,5,29035739570,143741285,surface water layer (ENVO:00002042),-30.1367,-43.2899,GIRUS_NUC-dry_W0.45-0.8,TARA_078,0.45,0.8,19.854083,SAO
ERR594336,120,40978991590,202866295,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-30.1484,-43.2705,GIRUS_NUC-dry_W0.22-0.45,TARA_078,0.22,0.45,19.30925,SAO
ERR599159,800,40655864172,211860640,mesopelagic zone (ENVO:00000213),-30.1471,-43.2915,BACT_NUC-DNA(100L)_W0.22-3,TARA_078,0.22,3,5.8659,SAO
ERR594289,800,30701699220,151988610,mesopelagic zone (ENVO:00000213),-30.1471,-43.2915,GIRUS_NUC-dry_W0.45-0.8,TARA_078,0.45,0.8,5.8659,SAO
ERR594303,120,31468379918,155784059,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-30.1484,-43.2705,GIRUS_NUC-dry_W0.45-0.8,TARA_078,0.45,0.8,19.30925,SAO
ERR594340,5,32536296954,161070777,surface water layer (ENVO:00002042),-30.1367,-43.2899,GIRUS_NUC-dry_W0.22-0.45,TARA_078,0.22,0.45,19.854083,SAO
ERR599101,120,39203419457,199637522,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-30.1484,-43.2705,BACT_NUC-DNA(100L)_W0.22-3,TARA_078,0.22,3,19.30925,SAO
ERR599022,5,5885591407,31241187,surface water layer (ENVO:00002042),-30.1367,-43.2899,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_078,0.22,3,19.854083,SAO
ERR599046,120,5550942980,29515610,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-30.1484,-43.2705,BACT_NUC-DNA(100L)_W0.22-3,TARA_078,0.22,3,19.30925,SAO
ERR599009,5,16284990371,82951389,surface water layer (ENVO:00002042),-47.1863,-58.2902,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_082,0.22,3,7.321517,SAO
ERR599122,40,36265965631,186132002,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-47.2007,-57.9446,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_082,0.22,3,6.975635,SAO
ERR599035,5,10276975582,51495893,surface water layer (ENVO:00002042),-47.1863,-58.2902,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_082,0.22,3,7.321517,SAO
ERR594409,40,8070471293,41877228,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-47.2007,-57.9446,VIRUS_NUC-Fe_W<-0.22,TARA_082,<,0.22,6.975635,SAO
ERR599384,5,8872953381,46121402,surface water layer (ENVO:00002042),-47.1863,-58.2902,VIRUS_NUC-Fe_W<-0.22,TARA_082,<,0.22,7.321517,SAO
ERR599027,40,7197642085,35978284,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-47.2007,-57.9446,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_082,0.22,3,6.975635,SAO
ERR599059,5,36765703031,187525521,surface water layer (ENVO:00002042),-60.2287,-60.6476,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_084,0.22,3,1.84402,SO
ERR598945,5,6712020566,33639827,surface water layer (ENVO:00002042),-60.2287,-60.6476,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_084,0.22,3,1.84402,SO
ERR599008,790,32263640743,165789358,mesopelagic zone (ENVO:00000213),-61.9689,-49.5017,BACT_NUC-DNA(100L)_W0.22-3,TARA_085,0.22,3,0.45883,SO
ERR599090,5,31916527125,163038595,surface water layer (ENVO:00002042),-62.0385,-49.529,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_085,0.22,3,0.67108,SO
ERR599125,790,7569465947,38042263,mesopelagic zone (ENVO:00000213),-61.9689,-49.5017,BACT_NUC-DNA(100L)_W0.22-3,TARA_085,0.22,3,0.45883,SO
ERR599121,90,35930271140,186420792,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-62.2231,-49.2139,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_085,0.22,3,-0.78154,SO
ERR594377,90,8377454599,44370368,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-62.2231,-49.2139,VIRUS_NUC-Fe_W<-0.22,TARA_085,<,0.22,-0.78154,SO
ERR599364,5,10974064619,57911338,surface water layer (ENVO:00002042),-62.0385,-49.529,VIRUS_NUC-Fe_W<-0.22,TARA_085,<,0.22,0.67108,SO
ERR599104,90,6383747719,32068490,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-62.2231,-49.2139,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_085,0.22,3,-0.78154,SO
ERR599176,5,7558363512,37811950,surface water layer (ENVO:00002042),-62.0385,-49.529,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_085,0.22,3,0.67108,SO
ERR868416,5,42268236089,216350476,surface water layer (ENVO:00002042),-34.0614,-73.1066,PROT_NUC-DNA(100L)_W0.8-5,TARA_093,0.8,5,18.014508,SPO
ERR599064,5,27446848797,137491742,surface water layer (ENVO:00002042),-34.0614,-73.1066,BACT_NUC-DNA(100L)_W0.22-3,TARA_093,0.22,3,18.014508,SPO
ERR598965,35,33510959943,169305863,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-33.9116,-73.0537,BACT_NUC-DNA(100L)_W0.22-3,TARA_093,0.22,3,16.40115,SPO
ERR599050,5,45548660624,230009431,surface water layer (ENVO:00002042),-32.7971,-87.0693,BACT_NUC-DNA(100L)_W0.22-3,TARA_094,0.22,3,21.131962,SPO
ERR868436,5,43148314367,220451551,surface water layer (ENVO:00002042),-31.4424,-93.9597,PROT_NUC-DNA(100L)_W0.8-5,TARA_095,0.8,5,22.413508,SPO
ERR598967,5,37390906215,188910040,surface water layer (ENVO:00002042),-29.7238,-101.1604,BACT_NUC-DNA(100L)_W0.22-3,TARA_096,0.22,3,23.799133,SPO
ERR868446,175,28702227685,146685631,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-28.1874,-107.6385,PROT_NUC-DNA(100L)_W0.8-5,TARA_097,0.8,5,18.334334,SPO
ERR599093,5,16288631213,82380100,surface water layer (ENVO:00002042),-25.8051,-111.7202,BACT_NUC-DNA(100L)_W0.22-3,TARA_098,0.22,3,25.14875,SPO
ERR873966,188,16946211653,86317946,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-25.826,-111.7294,PROT_NUC-RNA(100L)_W0.8-5,TARA_098,0.8,5,20.171605,SPO
ERR599120,5,8806652834,44191270,surface water layer (ENVO:00002042),-25.8051,-111.7202,BACT_NUC-DNA(100L)_W0.22-3,TARA_098,0.22,3,25.14875,SPO
ERR599079,188,17316759463,87774440,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-25.826,-111.7294,BACT_NUC-DNA(100L)_W0.22-3,TARA_098,0.22,3,20.171605,SPO
ERR599071,488,36873435578,189128623,mesopelagic zone (ENVO:00000213),-25.8076,-111.6906,BACT_NUC-DNA(100L)_W0.22-3,TARA_098,0.22,3,8.113126,SPO
ERR599085,488,7147772998,36095353,mesopelagic zone (ENVO:00000213),-25.8076,-111.6906,BACT_NUC-DNA(100L)_W0.22-3,TARA_098,0.22,3,8.113126,SPO
ERR599042,188,7938316056,39848294,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-25.826,-111.7294,BACT_NUC-DNA(100L)_W0.22-3,TARA_098,0.22,3,20.171605,SPO
ERR599024,5,33580197485,169274791,surface water layer (ENVO:00002042),-21.146,-104.787,BACT_NUC-DNA(100L)_W0.22-3,TARA_099,0.22,3,23.788833,SPO
ERR599163,5,23454289270,117555141,surface water layer (ENVO:00002042),-13.0023,-95.9759,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,25.2512,SPO
ERR599169,5,8893821326,44682390,surface water layer (ENVO:00002042),-13.0023,-95.9759,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,25.2512,SPO
ERR598981,177,4434037349,22326138,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-12.9794,-96.0232,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,13.014573,SPO
ERR599375,177,8070739257,41960132,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-12.9794,-96.0232,VIRUS_NUC-Fe_W<-0.22,TARA_100,<,0.22,13.014573,SPO
ERR599113,50,5152908766,25877702,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-12.9723,-96.0122,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,20.649431,SPO
ERR599063,5,4861103472,24329597,surface water layer (ENVO:00002042),-13.0023,-95.9759,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,25.2512,SPO
ERR598946,177,22656255966,114451490,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-12.9794,-96.0232,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,13.014573,SPO
ERR599359,50,9765129460,49979493,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-12.9723,-96.0122,VIRUS_NUC-Fe_W<-0.22,TARA_100,<,0.22,20.649431,SPO
ERR599081,50,28708507114,144664216,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-12.9723,-96.0122,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,20.649431,SPO
ERR598953,177,8988482022,45531074,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-12.9794,-96.0232,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_100,0.22,3,13.014573,SPO
ERR599342,5,9105695782,46890763,surface water layer (ENVO:00002042),-13.0023,-95.9759,VIRUS_NUC-Fe_W<-0.22,TARA_100,<,0.22,25.2512,SPO
ERR599007,40,26356523300,132726859,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-5.2669,-85.2732,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,19.566255,SPO
ERR599168,40,13735585785,48143741,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-5.2669,-85.2732,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,19.566255,SPO
ERR599128,480,9347152429,47344092,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-5.261,-85.1678,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,9.195825,SPO
ERR599055,480,4658362757,23444203,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-5.261,-85.1678,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,9.195825,SPO
ERR598978,5,26380169467,132611913,surface water layer (ENVO:00002042),-5.2529,-85.1545,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,24.943108,SPO
ERR599132,480,25067585807,128719360,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-5.261,-85.1678,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,9.195825,SPO
ERR598943,5,7278294015,36334542,surface water layer (ENVO:00002042),-5.2529,-85.1545,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,24.943108,SPO
ERR599346,480,9860964424,51083280,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),-5.261,-85.1678,VIRUS_NUC-Fe_W<-0.22,TARA_102,<,0.22,9.195825,SPO
ERR598962,40,4733544906,23717452,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-5.2669,-85.2732,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_102,0.22,3,19.566255,SPO
ERR868377,380,33358601099,169802470,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),0.0063,-84.585,PROT_NUC-DNA(100L)_W0.8-3,TARA_106,0.8,3,10.193037,SPO
ERR594412,5,9015989757,45818926,surface water layer (ENVO:00002042),1.9928,-84.5766,VIRUS_NUC-Fe_W<-0.22,TARA_109,<,0.22,27.617558,SPO
ERR868506,380,29487921043,152228488,mesopelagic zone (ENVO:00000213),2.0649,-84.5546,PROT_NUC-DNA(100L)_W0.8-3,TARA_109,0.8,3,11.3158,SPO
ERR598971,380,31853872760,162234931,mesopelagic zone (ENVO:00000213),2.0649,-84.5546,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,11.3158,SPO
ERR598997,5,5340939896,26789701,surface water layer (ENVO:00002042),1.9928,-84.5766,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,27.617558,SPO
ERR599118,5,31665804914,159269781,surface water layer (ENVO:00002042),1.9928,-84.5766,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,27.617558,SPO
ERR599067,380,6299864547,31552247,mesopelagic zone (ENVO:00000213),2.0649,-84.5546,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,11.3158,SPO
ERR599065,30,21195486912,107170154,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,26.532035,SPO
ERR868441,5,28780948622,147461492,surface water layer (ENVO:00002042),1.9928,-84.5766,PROT_NUC-DNA(100L)_W0.8-5,TARA_109,0.8,5,27.617558,SPO
ERR599108,30,8314806150,41956417,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,26.532035,SPO
ERR594381,30,2892574116,15686720,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,VIRUS_NUC-Fe_W<-0.22,TARA_109,<,0.22,26.532035,SPO
ERR594380,30,447498439,2527066,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,VIRUS_NUC-Fe_W<-0.22,TARA_109,<,0.22,26.532035,SPO
ERR594383,30,2962525088,15906590,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,VIRUS_NUC-Fe_W<-0.22,TARA_109,<,0.22,26.532035,SPO
ERR594387,30,3642150699,19692508,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,VIRUS_NUC-Fe_W<-0.22,TARA_109,<,0.22,26.532035,SPO
ERR598952,30,4157857128,20877758,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_109,0.22,3,26.532035,SPO
ERR594357,30,5462386126,28340833,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.0299,-84.5546,VIRUS_NUC-Fe_W<-0.22,TARA_109,<,0.22,26.532035,SPO
ERR868438,50,7966733820,41250230,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-1.9002,-84.6265,PROT_NUC-DNA(100L)_W0.8-5,TARA_110,0.8,5,21.814577,SPO
ERR599014,50,41708571083,211750391,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-1.9002,-84.6265,BACT_NUC-DNA(100L)_W0.22-3,TARA_110,0.22,3,21.814577,SPO
ERR599020,380,37950748374,192502900,mesopelagic zone (ENVO:00000213),-1.8902,-84.6141,BACT_NUC-DNA(100L)_W0.22-3,TARA_110,0.22,3,10.2584,SPO
ERR868442,5,32394264605,166255865,surface water layer (ENVO:00002042),-2.0133,-84.589,PROT_NUC-DNA(100L)_W0.8-5,TARA_110,0.8,5,23.8683,SPO
ERR868443,380,35120776226,178589981,mesopelagic zone (ENVO:00000213),-1.8902,-84.6141,PROT_NUC-DNA(100L)_W0.8-3,TARA_110,0.8,3,10.2584,SPO
ERR599039,5,31941270725,160898544,surface water layer (ENVO:00002042),-2.0133,-84.589,BACT_NUC-DNA(100L)_W0.22-3,TARA_110,0.22,3,23.8683,SPO
ERR599368,350,8671626732,45225586,mesopelagic zone (ENVO:00000213),-16.9486,-100.6715,VIRUS_NUC-Fe_W<-0.22,TARA_111,<,0.22,10.893125,SPO
ERR599369,90,9980811786,51422656,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-16.9587,-100.6751,VIRUS_NUC-Fe_W<-0.22,TARA_111,<,0.22,19.881449,SPO
ERR599077,5,37502869577,190182767,surface water layer (ENVO:00002042),-16.9601,-100.6335,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_111,0.22,3,22.76873,SPO
ERR599357,5,9269827561,47616197,surface water layer (ENVO:00002042),-16.9601,-100.6335,VIRUS_NUC-Fe_W<-0.22,TARA_111,<,0.22,22.76873,SPO
ERR599086,350,40972598148,208588117,mesopelagic zone (ENVO:00000213),-16.9486,-100.6715,BACT_NUC-DNA(100L)_W0.22-3,TARA_111,0.22,3,10.893125,SPO
ERR598961,90,37057934380,187063957,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-16.9587,-100.6751,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_111,0.22,3,19.881449,SPO
ERR868501,5,37567022768,193025139,surface water layer (ENVO:00002042),-23.2811,-129.3947,PROT_NUC-RNA(100L)_W0.8-5,TARA_112,0.8,5,24.237467,SPO
ERR868432,155,37710601183,195015074,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-23.2189,-129.4997,PROT_NUC-RNA(100L)_W0.8-5,TARA_112,0.8,5,22.261435,SPO
ERR599072,696,29845328495,151587433,mesopelagic zone (ENVO:00000213),-23.2232,-129.5986,BACT_NUC-DNA(100L)_W0.22-3,TARA_112,0.22,3,5.791448,SPO
ERR598954,5,39368758098,199504187,surface water layer (ENVO:00002042),-23.2811,-129.3947,BACT_NUC-DNA(100L)_W0.22-3,TARA_112,0.22,3,24.237467,SPO
ERR598957,155,40647195730,206479674,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-23.2189,-129.4997,BACT_NUC-DNA(100L)_W0.22-3,TARA_112,0.22,3,22.261435,SPO
ERR868405,5,39865889690,201784181,surface water layer (ENVO:00002042),-23.1108,-134.9327,PROT_NUC-DNA(100L)_W0.8-5,TARA_113,0.8,5,23.791908,SPO
ERR599096,600,9780355574,49291121,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_122,0.22,3,7.212238,SPO
ERR594292,5,16521015665,82811132,surface water layer (ENVO:00002042),-8.9971,-139.1963,GIRUS_NUC-dry_W0.1-0.22,TARA_122,0.1,0.22,26.54413,SPO
ERR594322,600,30899230136,155930208,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,GIRUS_NUC-dry_W0.45-0.8,TARA_122,0.45,0.8,7.212238,SPO
ERR599377,115,9028108595,47290818,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-9.0063,-139.1394,VIRUS_NUC-Fe_W<-0.22,TARA_122,<,0.22,24.69625,SPO
ERR599380,5,11451557335,60018768,surface water layer (ENVO:00002042),-8.9971,-139.1963,VIRUS_NUC-Fe_W<-0.22,TARA_122,<,0.22,26.54413,SPO
ERR598992,5,27673835345,139190159,surface water layer (ENVO:00002042),-8.9971,-139.1963,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_122,0.22,3,26.54413,SPO
ERR598999,600,9864536392,49556018,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_122,0.22,3,7.212238,SPO
ERR594284,115,15926129307,79955011,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-9.0063,-139.1394,GIRUS_NUC-dry_W0.1-0.22,TARA_122,0.1,0.22,24.69625,SPO
ERR594309,600,15005033380,75988955,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,GIRUS_NUC-dry_W0.1-0.22,TARA_122,0.1,0.22,7.212238,SPO
ERR594301,115,34457569923,173630560,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-9.0063,-139.1394,GIRUS_NUC-dry_W0.45-0.8,TARA_122,0.45,0.8,24.69625,SPO
ERR594305,600,27113036296,136551265,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,GIRUS_NUC-dry_W0.22-0.45,TARA_122,0.22,0.45,7.212238,SPO
ERR594304,115,32413870767,162027499,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-9.0063,-139.1394,GIRUS_NUC-dry_W0.22-0.45,TARA_122,0.22,0.45,24.69625,SPO
ERR594307,5,26665862774,133022760,surface water layer (ENVO:00002042),-8.9971,-139.1963,GIRUS_NUC-dry_W0.22-0.45,TARA_122,0.22,0.45,26.54413,SPO
ERR594306,5,30605365717,152965369,surface water layer (ENVO:00002042),-8.9971,-139.1963,GIRUS_NUC-dry_W0.45-0.8,TARA_122,0.45,0.8,26.54413,SPO
ERR598948,115,30355108818,153076525,deep chlorophyll maximum layer (ENVO:xxxxxxxx),-9.0063,-139.1394,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_122,0.22,3,24.69625,SPO
ERR599083,600,10109780662,50848286,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_122,0.22,3,7.212238,SPO
ERR599033,600,9878967231,49663194,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_122,0.22,3,7.212238,SPO
ERR599341,600,12257496222,63243784,mesopelagic zone (ENVO:00000213),-8.9729,-139.2393,VIRUS_NUC-Fe_W<-0.22,TARA_122,<,0.22,7.212238,SPO
ERR594326,5,37403870771,187470886,surface water layer (ENVO:00002042),-8.9068,-140.283,GIRUS_NUC-dry_W0.22-0.45,TARA_123,0.22,0.45,26.576175,SPO
ERR599160,5,33651563993,171142153,surface water layer (ENVO:00002042),-8.9068,-140.283,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_123,0.22,3,26.576175,SPO
ERR594293,150,19015053344,95420603,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,GIRUS_NUC-dry_W0.1-0.22,TARA_123,0.1,0.22,22.1151,SPO
ERR634968,5,7522910439,38356376,surface water layer (ENVO:00002042),-8.9068,-140.283,VIRUS_NUC-Fe_W<-0.22,TARA_123,<,0.22,26.576175,SPO
ERR594337,150,33719664950,168950666,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,GIRUS_NUC-dry_W0.22-0.45,TARA_123,0.22,0.45,22.1151,SPO
ERR599157,150,9065126738,45492924,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_123,0.22,3,22.1151,SPO
ERR598998,150,9165808103,45900975,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_123,0.22,3,22.1151,SPO
ERR599117,150,9119260983,45647490,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_123,0.22,3,22.1151,SPO
ERR594319,150,32559529869,164864186,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,GIRUS_NUC-dry_W0.45-0.8,TARA_123,0.45,0.8,22.1151,SPO
ERR594347,5,36955932197,187306308,surface water layer (ENVO:00002042),-8.9068,-140.283,GIRUS_NUC-dry_W0.45-0.8,TARA_123,0.45,0.8,26.576175,SPO
ERR598956,150,9384215799,47014161,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-8.9109,-140.2845,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_123,0.22,3,22.1151,SPO
ERR599161,120,9161429490,45834609,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,25.221787,SPO
ERR598988,120,9341549526,46703465,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,25.221787,SPO
ERR594296,5,34238387565,172793806,surface water layer (ENVO:00002042),-9.1504,-140.5216,GIRUS_NUC-dry_W0.45-0.8,TARA_124,0.45,0.8,26.518986,SPO
ERR599036,5,9158297189,45847605,surface water layer (ENVO:00002042),-9.1504,-140.5216,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,26.518986,SPO
ERR588857,5,24679654726,126456043,surface water layer (ENVO:00002042),-9.1504,-140.5216,PROT_NUC-DNA(100L)_W0.22-3,TARA_124,0.22,3,26.518986,SPO
ERR599151,5,9091524934,45616413,surface water layer (ENVO:00002042),-9.1504,-140.5216,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,26.518986,SPO
ERR594285,120,17960417808,90034169,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,GIRUS_NUC-dry_W0.1-0.22,TARA_124,0.1,0.22,25.221787,SPO
ERR594287,5,15803315597,79690789,surface water layer (ENVO:00002042),-9.1504,-140.5216,GIRUS_NUC-dry_W0.1-0.22,TARA_124,0.1,0.22,26.518986,SPO
ERR599069,5,9401988201,47088422,surface water layer (ENVO:00002042),-9.1504,-140.5216,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,26.518986,SPO
ERR599367,120,7520937649,38333263,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,VIRUS_NUC-Fe_W<-0.22,TARA_124,<,0.22,25.221787,SPO
ERR594343,120,30655738825,153406468,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,GIRUS_NUC-dry_W0.22-0.45,TARA_124,0.22,0.45,25.221787,SPO
ERR599354,5,13162238738,66920719,surface water layer (ENVO:00002042),-9.1504,-140.5216,VIRUS_NUC-Fe_W<-0.22,TARA_124,<,0.22,26.518986,SPO
ERR594311,5,29947673825,149696490,surface water layer (ENVO:00002042),-9.1504,-140.5216,GIRUS_NUC-dry_W0.22-0.45,TARA_124,0.22,0.45,26.518986,SPO
ERR599084,120,9366913790,46823083,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,25.221787,SPO
ERR599080,5,9124059838,45657442,surface water layer (ENVO:00002042),-9.1504,-140.5216,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,26.518986,SPO
ERR599089,120,9329662212,46636365,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_124,0.22,3,25.221787,SPO
ERR594338,120,33180959254,168021939,marine epipelagic mixed layer (ENVO:xxxxxxxxx),-9.0714,-140.5973,GIRUS_NUC-dry_W0.45-0.8,TARA_124,0.45,0.8,25.221787,SPO
ERR594323,5,33748168523,174100100,surface water layer (ENVO:00002042),-8.9111,-142.5571,GIRUS_NUC-dry_W0.45-0.8,TARA_125,0.45,0.8,26.780158,SPO
ERR599091,5,8134045183,40691545,surface water layer (ENVO:00002042),-8.9111,-142.5571,BACT_NUC-RNA(10L-or-10min)_W0.22-3,TARA_125,0.22,3,26.780158,SPO
