RUN,AMODIS:PAR8d,Chl_a [ugr/l],Chlorophyll,Date,Depth,ENA-SAMPLE,Einsteins/m-2/d-1,Environment (Feature),Lyapunov_exp.,NO2 [umol/L],NO2NO3 [umol/L],Nitrate Sensor,Nitrates [umol/L],Okubo-Weiss,Oxygen Sensor,Oxygen [umol/kg],PO4 [umol/L],POC [ugr/l],Region,SI [umol/L],Salinity Sensor,Salinity [PSU],Sample label [TARA_station#_environmental-feature_size-fraction],Sampling Station,SiOH4 [umol/l],Station,Temperature,grad_SST_adv,Crenarchaeota,Cyanophage,Euryarchaeota,Halovirus,MGII,MGII_virus,Prochlorococcus,SAR11,SAR116,SAR116_phage,SAR11_Phage,Synechococcus
ERR318620,24.5,,0.042495,15/06/2011 22:14,70.0,ERS478040,-0.06,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.44,0.01,31.46,0.254406,29.2,0.03,218.132538,199.2,2.15,,MS,20.6,39.255952,34.3,TARA_030_DCM_0.22-1.6,TARA_030,,TARA_030,18.979535,17.22,0.00430765107874,3.44263702984,0.0327864405888,0.0,0.823162531579,0.211064332772,76.0756370778,67.3711513971,0.135632901794,0.113493948467,3.56433354821,4.504225961
ERR318621,24.5,,0.042495,15/06/2011 22:14,70.0,ERS478040,-0.06,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.44,0.01,31.46,0.254406,29.2,0.03,218.132538,199.2,2.15,,MS,20.6,39.255952,34.3,TARA_030_DCM_0.22-1.6,TARA_030,,TARA_030,18.979535,17.22,0.00315610570745,2.33441156903,0.0646997506797,0.0,0.260516950465,0.0352655862809,4.47735084519,13.8863474139,0.102652936256,0.055648874338,0.836385049174,0.831898872729
ERR588857,,,0.286662,,5.0,ERS492821,,surface water layer (ENVO:00002042),,,,5.111856,,,190.724,,,,SPO,,35.396729,,,TARA_124,,,26.518986,,,,,,,,,,,,,
ERR594284,14.3,,0.295808,15/07/2010 12:26,115.0,ERS492703,0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.3,3.34,2.333576,2.5,0.05,179.916875,238.9,0.34,,SPO,2.74,36.097575,35.3,TARA_122_DCM_0.1-0.22,TARA_122,,TARA_122,24.69625,0.0,0.00489178370507,106.787843946,0.0556228616801,0.000242855019158,0.489742630772,10.3661461237,0.574801108407,3.64842756768,0.0409056772661,0.0982370630222,15.0155404769,0.0819677078586
ERR594285,48.8,,0.127609,22/09/2010 10:38,120.0,ERS492866,0.0,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.33,0.01,36.73,4.458677,37.8,0.04,175.895625,161.7,2.52,,SPO,44.86,35.797875,34.4,TARA_124_MIX_0.1-0.22,TARA_124,,TARA_124,25.221787,10.81,0.0248495562783,91.9005490865,0.0156782522624,0.0,1.68605984872,25.0163889731,0.455546416889,6.53894098822,0.0160410504193,0.309377492611,23.0896236793,12.4876979916
ERR594286,47.7,,0.033622,15/03/2010 3:44,5.0,ERS490548,0.01,surface water layer (ENVO:00002042),0.16,0.01,0.06,0.030608,0.9,0.07,206.194333,199.9,0.32,,SAO,1.18,37.101367,36.6,TARA_076_SRF_0.45-0.8,TARA_076,,TARA_076,23.349542,1.08,0.00502382807314,34.2381824624,0.0364201182659,0.0,14.6086405075,0.327101891144,250.152147289,30.5515545033,0.133341015147,0.0188683224194,1.02491905853,3.60072055321
ERR594287,48.2,,0.286662,21/09/2010 7:05,5.0,ERS492818,0.0,surface water layer (ENVO:00002042),1.33,0.05,0.99,5.111856,0.2,0.04,190.724,215.7,0.36,,SPO,1.36,35.396729,36.4,TARA_124_SRF_0.1-0.22,TARA_124,,TARA_124,26.518986,10.81,0.0014156180059,119.452403027,0.0125089492776,0.000246049052636,2.77574361242,22.4583891121,0.430380143355,3.02709705301,0.0140390066066,0.543920509376,35.3968345641,0.268397040657
ERR594288,42.1,,-0.0247,21/04/2011 20:16,5.0,ERS488119,0.0,surface water layer (ENVO:00002042),1.8,0.32,12.6,,11.7,0.04,,206.0,1.0,,MS,5.0,37.9751,34.7,TARA_009_SRF_0.22-1.6,TARA_009,,TARA_009,23.8526,3.75,0.00316453646153,8.1568701364,0.0470427305096,0.0,0.976615323625,0.0412711592291,29.0827864965,51.1622101698,0.22391424991,0.12207457852,0.711119501662,10.7935827399
ERR594289,48.6,,0.0,20/03/2010 9:36,800.0,ERS490722,0.33,mesopelagic zone (ENVO:00000213),1.63,2.07,21.22,29.783185,19.6,0.03,214.842,2.3,2.64,,SAO,38.62,34.3629,35.9,TARA_078_MES_0.45-0.8,TARA_078,,TARA_078,5.8659,2.14,0.229525874773,0.243343258754,0.0838874451417,0.0,5.81259492084,0.0191047824438,3.1886629263,4.75365011665,0.109056674188,0.000239252377949,0.0366414902677,0.247035179316
ERR594290,45.2,,0.005649,01/08/2011 20:13,600.0,ERS488773,0.02,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,1.47,5.43,31.802451,5.0,0.04,1.63999,161.3,0.66,,IO,1.19,35.693546,35.9,TARA_037_MES_0.1-0.22,TARA_037,,TARA_037,12.066048,0.0,0.445563718528,5.63817970493,0.0854493388355,0.0,0.551753947613,1.53122157156,0.0521674699844,2.29687431998,0.050465307586,0.09435200491,0.760739632986,0.300015299691
ERR594291,15.2,,0.272648,01/03/2012 20:06,30.0,ERS490089,0.21,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.01,21.11,,21.3,0.05,206.43725,155.2,1.36,,IO,11.38,,35.4,TARA_065_DCM_0.1-0.22,TARA_065,,TARA_065,21.81495,0.0,0.00406554210406,146.83995061,0.00749930285646,0.0,6.91153969742,22.2740742387,1.18479251975,3.7192907794,0.0050559083847,0.526325984435,9.82916195826,0.948987523471
ERR594292,34.1,,0.166512,14/09/2010 9:14,5.0,ERS492646,-0.25,surface water layer (ENVO:00002042),0.22,0.29,1.08,3.986359,,0.04,186.2407,231.7,0.23,,SPO,2.44,35.3662,35.7,TARA_122_SRF_0.1-0.22,TARA_122,,TARA_122,26.54413,31.83,0.000889814721487,125.211118706,0.00965953803342,0.0,1.69085171104,9.08538157473,0.43120610775,1.20786778982,0.016729607656,0.554602643607,35.6855438167,0.0398791659247
ERR594293,34.1,,0.051638,14/09/2010 9:14,150.0,ERS492781,-0.25,marine epipelagic mixed layer (ENVO:xxxxxxxxx),0.22,0.25,1.3,5.023264,,0.04,161.3185,231.9,0.23,,SPO,2.6,35.88072,35.7,TARA_123_MIX_0.1-0.22,TARA_123,,TARA_123,22.1151,31.83,0.0272630700693,111.445496705,0.0142768730421,0.0,0.994422110324,10.4178159543,0.398193881669,2.06277583554,0.0166353931389,0.0525901289702,11.4084633941,0.0969991458111
ERR594294,7.7,,0.42458,18/11/2009 8:23,50.0,ERS490303,-0.39,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.01,0.04,,,0.0,231.683361,220.0,0.01,,SAO,1.38,35.687803,38.2,TARA_068_DCM_0.22-0.45,TARA_068,,TARA_068,16.787411,1.89,0.977028491195,7.54547451839,0.114165431768,0.0,17.3639599235,0.469356901283,8.32222541886,82.5550408266,0.147456439667,0.0112603871122,0.83618361151,0.812269622662
ERR594295,,,0.020173,04/09/2011 23:14,5.0,ERS489047,0.01,surface water layer (ENVO:00002042),0.26,0.28,5.26,-1.343153,4.4,0.0,187.42925,177.0,0.55,,IO,2.74,36.024883,35.1,TARA_041_SRF_0.1-0.22,TARA_041,,TARA_041,29.089367,0.0,0.00226539679389,101.903921791,0.0587806534999,0.0,0.868073661866,9.71342128845,1.5165817576,0.435011431422,0.0663622540279,0.676196022439,8.21752467682,0.138913134574
ERR594296,40.4,,0.286662,05/10/2010 12:42,5.0,ERS492820,0.04,surface water layer (ENVO:00002042),1.02,0.01,0.04,5.111856,0.2,0.02,190.724,194.4,0.14,,SPO,1.32,35.396729,36.6,TARA_124_SRF_0.45-0.8,TARA_124,,TARA_124,26.518986,0.0,0.00720274552957,6.89911233387,0.0385881008372,0.0,21.3580302724,0.182532029779,20.3604737944,10.884700054,0.094643414817,0.00336712406125,0.320389457457,48.519862579
ERR594297,13.2,,0.201517,15/12/2009 10:40,5.0,ERS490273,-0.86,surface water layer (ENVO:00002042),,0.0,0.05,,-0.7,0.03,231.914833,207.6,0.0,,SAO,0.82,35.68685,39.4,TARA_068_SRF_0.45-0.8,TARA_068,,TARA_068,16.832058,40.81,0.190205655265,13.8220918086,0.0603978225106,0.0,16.1150147439,0.497720072985,190.340180807,32.0745317737,0.0866418499299,0.0112231220466,0.586624819869,3.39506168453
ERR594298,40.3,,0.150865,13/03/2010 10:55,150.0,ERS490603,,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.07,30.52,0.580918,31.8,,203.814833,1.6,2.91,,SAO,54.48,36.724683,35.7,TARA_076_DCM_0.45-0.8,TARA_076,,TARA_076,21.643283,,0.169421550316,7.64156671089,0.0505374879773,0.0,30.0746909652,0.2970608155,101.284610259,17.7200608384,0.0799588044682,0.00640474267573,0.454098052474,0.415695637443
ERR594299,23.4,,0.003811,11/01/2010 19:14,800.0,ERS490380,,mesopelagic zone (ENVO:00000213),,0.01,0.01,37.7793,1.2,0.0,161.730633,180.0,0.03,,SAO,0.85,34.443883,40.2,TARA_070_MES_0.22-0.45,TARA_070,,TARA_070,4.216697,0.0,1.48688923094,0.808442423659,0.102775181905,0.0,3.18293800922,0.101281799432,0.385702327823,9.42691527634,0.0880837692043,0.00409081827474,0.122558996185,0.100753842491
ERR594300,37.5,,0.020173,05/10/2010 8:10,140.0,ERS492932,0.04,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.02,0.0,0.02,3.67243,0.3,0.02,160.4895,199.1,0.1,,SPO,0.87,36.272675,36.4,TARA_125_MIX_0.45-0.8,TARA_125,,TARA_125,23.706525,0.0,0.00602047842379,7.91281752333,0.0540847348709,0.0,54.050990654,0.714517303165,23.3209530632,16.4575860218,0.0937249350044,0.00277387304549,0.633930872201,6.71081053015
ERR594301,37.7,,0.295808,07/09/2010 6:35,115.0,ERS492705,0.04,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.17,7.09,2.333576,0.4,0.14,179.916875,249.4,1.02,,SPO,13.88,36.097575,34.8,TARA_122_DCM_0.45-0.8,TARA_122,,TARA_122,24.69625,1.11,0.00590556068053,9.93582410157,0.0496012389603,0.0,5.53548847703,0.279464503704,104.97207507,7.22997020353,0.0720954904772,0.000628293251435,0.251289370627,0.404413973109
ERR594302,13.6,,0.011208,23/11/2009 9:14,700.0,ERS490238,0.18,mesopelagic zone (ENVO:00000213),,0.0,0.03,25.846888,,0.02,195.168847,218.0,0.01,,SAO,1.05,34.477664,38.2,TARA_068_MES_0.45-0.8,TARA_068,,TARA_068,7.026748,1.25,0.677443654934,0.0967274265881,0.0625964086103,0.0,18.7530330028,0.0577687725817,1.39270036067,7.37899397322,0.0691777133955,0.00200605932426,0.0995313894969,0.0874617135001
ERR594303,45.9,,0.226052,18/03/2010 9:52,120.0,ERS490697,0.33,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.63,0.02,0.09,0.478929,-0.6,0.03,217.140667,193.0,0.26,,SAO,1.28,36.27495,36.3,TARA_078_DCM_0.45-0.8,TARA_078,,TARA_078,19.30925,2.14,0.232550803675,11.6158662285,0.0495685154008,0.0,19.2657558451,0.878757678516,177.324042133,34.2707687302,0.0938178708792,0.0247428747157,0.392990517045,1.97688583768
ERR594304,37.7,,0.295808,07/09/2010 6:35,115.0,ERS492704,0.04,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.17,7.09,2.333576,0.4,0.14,179.916875,249.4,1.02,,SPO,13.88,36.097575,34.8,TARA_122_DCM_0.22-0.45,TARA_122,,TARA_122,24.69625,1.11,0.0139357019061,12.0341690939,0.0543356327717,0.0,8.13196090345,0.247092581304,3.56041860632,52.1290327472,0.092036593958,0.00381528951565,0.892742559417,0.0717814838184
ERR594305,34.1,,0.0,14/09/2010 9:14,600.0,ERS492684,-0.25,mesopelagic zone (ENVO:00000213),0.22,0.29,1.08,42.53205,,0.04,38.115125,231.7,0.23,,SPO,2.44,34.580675,35.7,TARA_122_MES_0.22-0.45,TARA_122,,TARA_122,7.212238,31.83,1.86864057002,1.4951873235,0.0971989103522,0.0,8.30616317781,0.0998440166141,0.46028328412,22.2602211218,0.0688700044866,0.00346190328392,0.350450091398,0.0635426985255
ERR594306,31.3,,0.166512,13/09/2010 14:13,5.0,ERS492648,-0.25,surface water layer (ENVO:00002042),0.22,0.0,22.08,3.986359,25.8,0.04,186.2407,195.2,1.53,,SPO,12.08,35.3662,34.5,TARA_122_SRF_0.45-0.8,TARA_122,,TARA_122,26.54413,31.83,0.00307068881987,13.6006698799,0.0253715977481,0.0,25.0628869893,0.225455048139,33.9709954847,15.1199372406,0.0725267376457,0.00713173902067,0.864505403591,0.837559343307
ERR594307,31.3,,0.166512,13/09/2010 14:13,5.0,ERS492647,-0.25,surface water layer (ENVO:00002042),0.22,0.0,22.08,3.986359,25.8,0.04,186.2407,195.2,1.53,,SPO,12.08,35.3662,34.5,TARA_122_SRF_0.22-0.45,TARA_122,,TARA_122,26.54413,31.83,0.00639631385159,14.8930138296,0.0522702447026,0.0,60.0972527559,0.471543767385,4.13138501327,67.3641640385,0.0863817393159,0.0150350210746,2.03029523928,0.0897714263509
ERR594308,23.4,,0.003811,11/01/2010 19:14,800.0,ERS490380,,mesopelagic zone (ENVO:00000213),,0.01,0.01,37.7793,1.2,0.0,161.730633,180.0,0.03,,SAO,0.85,34.443883,40.2,TARA_070_MES_0.22-0.45,TARA_070,,TARA_070,4.216697,0.0,1.41729387151,0.45451252894,0.102917411265,0.0,3.11593276771,0.0728910776425,0.381537641603,8.97953712444,0.0862989747382,0.00178313971258,0.101765466256,0.104285085643
ERR594309,37.7,,0.0,07/09/2010 6:35,600.0,ERS492683,0.04,mesopelagic zone (ENVO:00000213),,0.17,7.09,42.53205,0.4,0.14,38.115125,249.4,1.02,,SPO,13.88,34.580675,34.8,TARA_122_MES_0.1-0.22,TARA_122,,TARA_122,7.212238,1.11,0.0742370509971,23.3070037526,0.0266106390594,0.0,0.254533611094,2.52109456712,0.0886637257789,0.315353074332,0.0367308241246,0.0856583816568,5.41886568049,0.0542617622454
ERR594310,47.7,,0.033622,16/03/2010 10:05,5.0,ERS490547,0.01,surface water layer (ENVO:00002042),0.16,0.69,23.43,0.030608,22.4,0.07,206.194333,2.4,2.64,,SAO,38.94,37.101367,36.0,TARA_076_SRF_0.22-0.45,TARA_076,,TARA_076,23.349542,1.08,0.00651091311635,25.4971481478,0.0357397357437,0.0,12.1509870334,0.536290952429,93.3371581433,77.7316626327,0.0930577448985,0.0464397524467,1.38294307802,0.551382747168
ERR594311,48.2,,0.286662,21/09/2010 7:05,5.0,ERS492819,0.0,surface water layer (ENVO:00002042),1.33,0.05,0.99,5.111856,0.2,0.04,190.724,215.7,0.36,,SPO,1.36,35.396729,36.4,TARA_124_SRF_0.22-0.45,TARA_124,,TARA_124,26.518986,10.81,0.0156006372611,6.74413179582,0.0455314653963,0.0,44.1287939301,0.326066873778,1.79618275431,80.711880955,0.113463630015,0.00777330426142,0.85711418038,0.113054634504
ERR594312,,,0.014107,05/08/2011 0:27,340.0,ERS488853,0.02,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,0.16,6.18,22.444602,5.1,0.04,2.369225,190.7,0.63,,IO,2.52,36.021302,35.4,TARA_038_MES_0.1-0.22,TARA_038,,TARA_038,14.987618,0.0,0.0187966877826,3.6308781251,0.0519248903759,0.0,0.281053385174,0.928359993343,0.116711700638,0.641052653545,0.0849731610713,0.0627860459832,1.58765010258,0.239622323675
ERR594313,22.0,,1.551493,02/11/2009 8:18,5.0,ERS490192,0.14,surface water layer (ENVO:00002042),,0.02,0.12,0.405607,,0.0,249.351417,207.8,0.03,,SAO,0.56,34.845292,37.9,TARA_067_SRF_0.22-0.45,TARA_067,,TARA_067,12.83445,7.67,0.826976862957,1.39241255407,0.0291002984854,0.0,1.54144437898,0.153806107256,0.0914172640804,204.809494105,0.171728612262,0.144853059614,3.77351123825,0.481116172447
ERR594314,40.5,,0.0,03/12/2011 16:31,5.0,ERS489324,0.05,surface water layer (ENVO:00002042),,0.01,34.55,-2.201764,35.7,0.03,187.2575,0.6,2.95,,IO,46.62,34.1689,34.6,TARA_048_SRF_0.1-0.22,TARA_048,,TARA_048,29.818233,2.67,0.000697768723599,123.503302306,0.0230120358203,0.0,3.81038569954,6.20955674778,9.58844787677,0.558938086295,0.0209367862988,0.995842947265,10.3188067211,0.0409092335032
ERR594315,44.4,,0.434367,22/04/2011 14:16,55.0,ERS488147,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.8,0.01,39.2,,40.0,0.04,,4.4,2.85,,MS,40.6,37.8232,34.7,TARA_009_DCM_0.22-1.6,TARA_009,,TARA_009,16.151933,3.75,1.40080513526,43.4652914129,0.0538652901163,0.0,13.2272277438,0.386115608358,35.3895007008,90.6162821386,0.164246492404,0.580426526739,1.26959328372,1.02558190597
ERR594316,42.1,,-0.0247,21/04/2011 20:16,5.0,ERS488119,0.0,surface water layer (ENVO:00002042),1.8,0.32,12.6,,11.7,0.04,,206.0,1.0,,MS,5.0,37.9751,34.7,TARA_009_SRF_0.22-1.6,TARA_009,,TARA_009,23.8526,3.75,0.00416547974045,8.27641214508,0.058005021795,0.0,1.76465555037,0.0498346338423,29.3801444777,48.6877227577,0.230194483408,0.132149863498,0.735634345263,12.0362582176
ERR594317,42.1,,-0.0247,21/04/2011 20:16,5.0,ERS488119,0.0,surface water layer (ENVO:00002042),1.8,0.32,12.6,,11.7,0.04,,206.0,1.0,,MS,5.0,37.9751,34.7,TARA_009_SRF_0.22-1.6,TARA_009,,TARA_009,23.8526,3.75,0.00360383929746,8.21251592498,0.0455833877041,0.0,1.00333253732,0.0442131101628,29.9078513808,52.7814207187,0.216046508686,0.14422139959,0.727241452364,10.2778807452
ERR594318,14.7,,0.201517,15/12/2009 16:17,5.0,ERS490272,-0.86,surface water layer (ENVO:00002042),,0.01,0.02,,0.3,0.03,231.914833,218.1,0.0,,SAO,0.67,35.68685,39.3,TARA_068_SRF_0.22-0.45,TARA_068,,TARA_068,16.832058,40.81,0.619260699943,6.57757180263,0.0367950134437,0.0,8.54761165638,0.31701342537,40.6572110588,101.9774913,0.0748931233916,0.0199344122683,0.788334011043,0.0523520963444
ERR594319,34.1,,0.051638,14/09/2010 9:14,150.0,ERS492783,-0.25,marine epipelagic mixed layer (ENVO:xxxxxxxxx),0.22,0.25,1.3,5.023264,,0.04,161.3185,231.9,0.23,,SPO,2.6,35.88072,35.7,TARA_123_MIX_0.45-0.8,TARA_123,,TARA_123,22.1151,31.83,0.0287540960937,2.45908580359,0.112576961219,0.000237866617523,2.03064523773,0.153224090766,0.771186069586,0.550255343083,0.086870478529,0.00176453781726,0.170166305398,0.207924035976
ERR594320,18.5,,0.215292,09/03/2012 18:49,5.0,ERS490035,-0.08,surface water layer (ENVO:00002042),,0.01,0.05,,1.6,0.02,207.0439,228.5,0.01,,IO,0.63,35.44666,36.2,TARA_065_SRF_0.1-0.22,TARA_065,,TARA_065,21.81684,36.94,0.0027892395984,154.449843267,0.00324702891285,0.0,4.51304229378,20.6129693326,0.747142945044,3.05950049421,0.00260109511836,0.511310198062,8.65195933587,0.262262754121
ERR594321,42.5,,0.150865,12/03/2010 6:19,150.0,ERS490602,-0.03,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.23,0.05,0.13,0.580918,,0.07,203.814833,210.9,0.37,,SAO,1.2,36.724683,36.5,TARA_076_DCM_0.22-0.45,TARA_076,,TARA_076,21.643283,18.83,1.02624416505,16.9036399044,0.0652760945633,0.0,16.7666630442,0.499321691107,27.8756585917,65.3446808919,0.110736853135,0.0366891430924,0.953174569028,0.378401654354
ERR594322,34.1,,0.0,14/09/2010 9:14,600.0,ERS492685,-0.25,mesopelagic zone (ENVO:00000213),0.22,0.29,1.08,42.53205,,0.04,38.115125,231.7,0.23,,SPO,2.44,34.580675,35.7,TARA_122_MES_0.45-0.8,TARA_122,,TARA_122,7.212238,31.83,0.100417198895,0.935230916853,0.0780458476181,0.0,4.46344190773,0.0457330860819,3.10080688432,16.9090015985,0.0880366293343,0.00279845478282,0.145398922435,0.200558725224
ERR594323,,,0.233673,16/10/2010 17:43,5.0,ERS492894,0.01,surface water layer (ENVO:00002042),0.7,0.02,0.0,4.985942,0.6,0.02,187.302833,203.8,0.04,,SPO,0.71,35.427733,36.7,TARA_125_SRF_0.45-0.8,TARA_125,,TARA_125,26.780158,3.53,0.174134148299,0.310973540841,0.0692184450019,0.0,4.94249177943,0.0736075606625,0.135957677888,5.27993834521,0.1103990563,0.00187979631989,0.0637251839676,0.105421481452
ERR594324,,,0.214573,02/02/2012 20:29,65.0,ERS490010,-0.16,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.01,21.5,-0.112031,19.9,0.05,207.446227,230.2,1.47,,IO,13.73,35.335545,35.0,TARA_064_DCM_0.1-0.22,TARA_064,,TARA_064,22.250309,17.22,0.00247230453855,151.563388028,0.00848832263301,0.0,6.0018269184,16.4788005871,3.59594854089,0.48412028904,0.00274628367729,0.701820325734,14.2000844628,0.0745939500047
ERR594325,16.1,,1.551493,16/11/2009 8:06,5.0,ERS490193,-0.64,surface water layer (ENVO:00002042),,0.07,0.21,0.405607,,0.0,249.351417,220.9,0.02,,SAO,2.03,34.845292,37.8,TARA_067_SRF_0.45-0.8,TARA_067,,TARA_067,12.83445,7.75,0.497088749009,2.35914448621,0.0377051052142,0.0,0.559005507487,0.476720885781,0.142078363161,34.567843811,0.26978253329,0.3479479197,4.251356908,3.33084256252
ERR594326,29.9,,0.319103,23/09/2009 15:06,5.0,ERS492738,-0.79,surface water layer (ENVO:00002042),,0.0,0.03,3.868407,,0.0,189.758333,,0.06,,SPO,0.52,35.359483,37.5,TARA_123_SRF_0.22-0.45,TARA_123,,TARA_123,26.576175,4.92,0.016375688156,8.02171030586,0.0402975257795,0.0,23.180045025,0.377073374103,0.153528541549,83.5097566651,0.092360630163,0.010280384162,0.806047363516,0.0736212266206
ERR594327,,,0.099089,09/08/2011 19:06,5.0,ERS488879,-0.01,surface water layer (ENVO:00002042),0.14,0.06,3.15,-1.415582,3.7,0.0,193.3535,160.5,0.56,,IO,1.34,36.285367,36.3,TARA_039_SRF_0.1-0.22,TARA_039,,TARA_039,26.81765,2.78,0.000813258823696,189.44662676,0.0129053797922,0.0,0.938613565664,26.0558286985,0.656200326634,0.704281340986,0.0178549922736,1.08440394813,14.7221012566,0.6694160359
ERR594328,40.2,,0.186697,26/07/2011 17:34,5.0,ERS488658,0.0,surface water layer (ENVO:00002042),,0.12,5.46,-0.927087,4.0,0.02,184.061167,186.2,0.57,,RS,2.19,38.646858,35.4,TARA_034_SRF_0.1-0.22,TARA_034,,TARA_034,27.59865,8.42,0.00594890951095,266.210401956,0.00646529728175,0.0,4.66949634144,21.0916112845,1.73053899059,7.47915436925,0.00931441437678,0.67596193309,12.6018479116,1.3577221173
ERR594329,44.4,,0.434367,22/04/2011 14:16,55.0,ERS488147,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.8,0.01,39.2,,40.0,0.04,,4.4,2.85,,MS,40.6,37.8232,34.7,TARA_009_DCM_0.22-1.6,TARA_009,,TARA_009,16.151933,3.75,1.50884729085,44.0535445995,0.0471814765128,0.0,13.3235989907,0.369980302823,35.2706446241,95.0331271505,0.153798905102,0.601925695657,1.34017652439,0.655544812895
ERR594330,,,0.161808,05/08/2011 19:30,5.0,ERS488803,0.02,surface water layer (ENVO:00002042),,0.35,1.21,0.889376,4.5,0.04,199.9355,175.9,0.49,,IO,1.47,36.617917,35.8,TARA_038_SRF_0.1-0.22,TARA_038,,TARA_038,26.2314,0.0,0.000657664157941,243.715926113,0.00524115625889,0.0,1.27931421095,26.4234768004,0.790598159517,0.794898305391,0.0051292847042,1.50746887155,17.3931174001,0.472601454206
ERR594331,23.4,,0.003811,11/01/2010 19:14,800.0,ERS490382,,mesopelagic zone (ENVO:00000213),,0.01,0.01,37.7793,1.2,0.0,161.730633,180.0,0.03,,SAO,0.85,34.443883,40.2,TARA_070_MES_0.45-0.8,TARA_070,,TARA_070,4.216697,0.0,0.343946098262,0.239711586979,0.0849209937192,0.0,3.0017481944,0.0665811794397,1.29057446785,5.23010294833,0.105368510568,0.00218490264165,0.0738506777551,0.114009471942
ERR594332,37.6,,0.053173,15/09/2009 16:45,5.0,ERS490665,0.01,surface water layer (ENVO:00002042),,,,-0.385346,,0.02,221.47475,,,,SAO,,36.32425,36.6,TARA_078_SRF_0.45-0.8,TARA_078,,TARA_078,19.854083,0.0,0.00479059282728,22.8717081459,0.0431817684703,0.0,10.0369672026,0.133365576263,313.288402954,25.1654684284,0.186475399779,0.0227681787646,0.185026815664,12.0528239113
ERR594333,46.0,,0.0,15/03/2010 9:32,800.0,ERS490643,0.01,mesopelagic zone (ENVO:00000213),0.16,0.7,1.86,34.589515,1.2,0.07,192.1655,154.7,0.42,,SAO,1.63,34.369275,,TARA_076_MES_0.45-0.8,TARA_076,,TARA_076,4.749588,1.08,0.324754603248,0.0903334737216,0.0836394857078,0.0,2.82985322228,0.0116520555342,0.43986122411,4.11436516559,0.123758271403,0.0011152514216,0.0511849206295,0.1219236295
ERR594334,45.2,,0.129697,01/08/2011 20:13,5.0,ERS488722,0.02,surface water layer (ENVO:00002042),,1.47,5.43,,5.0,0.04,104.908417,161.3,0.66,,IO,1.19,36.530058,35.9,TARA_036_SRF_0.1-0.22,TARA_036,,TARA_036,25.581433,0.0,0.000592506154751,232.595369124,0.0057597850559,0.0,1.3327198345,26.904177148,0.191965444836,6.09213486301,0.00382002152591,1.56761391002,17.2129829009,1.08744904228
ERR594335,35.4,,0.324315,20/01/2010 7:44,5.0,ERS490337,,surface water layer (ENVO:00002042),0.67,0.27,0.64,0.168013,0.1,0.0,215.650833,175.4,0.09,,SAO,1.35,36.376225,38.9,TARA_070_SRF_0.45-0.8,TARA_070,,TARA_070,19.776808,0.0,0.0290471448294,14.6102318746,0.0615431196048,0.0,37.7937486255,2.02553976341,77.5804201155,47.3553990402,0.139090675857,0.00937741700694,0.539045182596,0.826141755156
ERR594336,45.9,,0.226052,18/03/2010 9:52,120.0,ERS490696,0.33,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.63,0.02,0.09,0.478929,-0.6,0.03,217.140667,193.0,0.26,,SAO,1.28,36.27495,36.3,TARA_078_DCM_0.22-0.45,TARA_078,,TARA_078,19.30925,2.14,0.965134981681,12.2258597972,0.0623343771549,0.0,19.6011728308,0.922826580965,15.8341796653,90.2447011187,0.102780544783,0.0648882376623,0.765877661886,0.0831002694959
ERR594337,34.1,,0.051638,14/09/2010 9:14,150.0,ERS492782,-0.25,marine epipelagic mixed layer (ENVO:xxxxxxxxx),0.22,0.25,1.3,5.023264,,0.04,161.3185,231.9,0.23,,SPO,2.6,35.88072,35.7,TARA_123_MIX_0.22-0.45,TARA_123,,TARA_123,22.1151,31.83,1.00445652393,2.58191326576,0.0621119425306,0.0,5.62261014561,0.235040975668,6.0336019324,18.1037936659,0.0913224370487,0.00150662593153,0.193551650587,0.376626450822
ERR594338,48.2,,0.127609,21/09/2010 7:05,120.0,ERS492868,0.0,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.33,0.05,0.99,4.458677,0.2,0.04,175.895625,215.7,0.36,,SPO,1.36,35.797875,36.4,TARA_124_MIX_0.45-0.8,TARA_124,,TARA_124,25.221787,10.81,0.516846087823,2.90914081413,0.0630026628577,0.0,20.8047222087,0.405538957551,6.575815857,8.61885607099,0.110544607872,0.000865687816247,0.250756763796,5.19168455708
