RUN,AMODIS:PAR8d,Chl_a [ugr/l],Chlorophyll,Date,Depth,ENA-SAMPLE,Einsteins/m-2/d-1,Environment (Feature),Lyapunov_exp.,NO2 [umol/L],NO2NO3 [umol/L],Nitrate Sensor,Nitrates [umol/L],Okubo-Weiss,Oxygen Sensor,Oxygen [umol/kg],PO4 [umol/L],POC [ugr/l],Region,SI [umol/L],Salinity Sensor,Salinity [PSU],Sample label [TARA_station#_environmental-feature_size-fraction],Sampling Station,SiOH4 [umol/l],Station,Temperature,grad_SST_adv,Crenarchaeota,Cyanophage,Euryarchaeota,Halovirus,MGII,MGII_virus,Prochlorococcus,SAR11,SAR116,SAR116_phage,SAR11_Phage,Synechococcus
ERR594339,,,0.233673,16/10/2010 17:43,5.0,ERS492893,0.01,surface water layer (ENVO:00002042),0.7,0.02,0.0,4.985942,0.6,0.02,187.302833,203.8,0.04,,SPO,0.71,35.427733,36.7,TARA_125_SRF_0.22-0.45,TARA_125,,TARA_125,26.780158,3.53,2.89000270339,0.954795234927,0.0817816656378,0.0,2.94255386691,0.101943244957,0.116054578016,35.147254935,0.0785521907482,0.00400960414945,0.245085670282,0.0438734672729
ERR594340,46.9,,0.053173,18/03/2010 4:41,5.0,ERS490664,0.33,surface water layer (ENVO:00002042),1.63,0.01,0.03,-0.385346,-1.4,0.03,221.47475,193.4,0.23,,SAO,1.44,36.32425,36.3,TARA_078_SRF_0.22-0.45,TARA_078,,TARA_078,19.854083,2.14,0.00988903679645,30.9987757684,0.0393021759404,0.0,6.00388826984,1.17157104128,68.342501956,117.9860622,0.123812701692,0.0860152642993,0.879013785184,0.119927240703
ERR594341,40.4,,0.020173,05/10/2010 12:42,140.0,ERS492930,0.04,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.02,0.01,0.04,3.67243,0.2,0.02,160.4895,194.4,0.14,,SPO,1.32,36.272675,36.6,TARA_125_MIX_0.1-0.22,TARA_125,,TARA_125,23.706525,0.0,0.0318719361668,30.9709855536,0.00676110052949,0.0,0.206057459939,4.81151950809,0.054327762439,1.20691065658,0.0114748039979,0.0735468784402,4.54332039582,0.0257167350541
ERR594342,35.9,,0.020173,06/10/2010 9:59,140.0,ERS492931,0.04,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.02,0.01,36.98,3.67243,38.4,0.02,160.4895,143.2,2.62,,SPO,34.44,36.272675,34.5,TARA_125_MIX_0.22-0.45,TARA_125,,TARA_125,23.706525,0.0,0.0148474149509,9.94117698984,0.0501563809486,0.0,61.8674193966,0.622880468944,0.348970427915,107.851621209,0.0904562484837,0.00593467324926,1.44902404627,0.0671565814451
ERR594343,48.8,,0.127609,22/09/2010 10:38,120.0,ERS492867,0.0,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.33,0.01,36.73,4.458677,37.8,0.04,175.895625,161.7,2.52,,SPO,44.86,35.797875,34.4,TARA_124_MIX_0.22-0.45,TARA_124,,TARA_124,25.221787,10.81,1.84855498087,5.09763701887,0.0597021291595,0.0,18.3685915998,0.429146372584,0.293809543679,71.1988710657,0.0948646535216,0.00237041089843,0.851551345038,0.420891896984
ERR594344,37.5,,0.233673,05/10/2010 8:10,5.0,ERS492892,0.04,surface water layer (ENVO:00002042),1.02,0.0,0.02,4.985942,0.3,0.02,187.302833,199.1,0.1,,SPO,0.87,35.427733,36.4,TARA_125_SRF_0.1-0.22,TARA_125,,TARA_125,26.780158,0.0,0.0010714538861,102.478053066,0.0131658416676,0.0,2.34818196187,15.5509033747,0.223697249941,5.12541573027,0.0180189874907,0.208811481713,27.1256081435,0.170809544953
ERR594345,45.2,,0.005649,01/08/2011 20:13,600.0,ERS488773,0.02,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,1.47,5.43,31.802451,5.0,0.04,1.63999,161.3,0.66,,IO,1.19,35.693546,35.9,TARA_037_MES_0.1-0.22,TARA_037,,TARA_037,12.066048,0.0,0.441925362284,5.67827396546,0.0733049110209,0.0,0.543052120416,1.54397669896,0.0513433297124,2.29351886538,0.0501437401918,0.0923956883469,0.788888287636,0.298744744702
ERR594346,,,0.006724,08/08/2011 17:38,270.0,ERS488945,-0.01,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),0.14,0.19,3.73,19.566542,5.0,0.0,2.303017,187.3,0.56,,IO,1.8,35.901885,35.4,TARA_039_MES_0.1-0.22,TARA_039,,TARA_039,15.614195,2.78,0.0222819501637,2.07123380113,0.0432340404331,0.0,0.176832263055,0.636875260439,0.210118512309,1.47103290423,0.0310836078836,0.0178017833376,1.44728185585,0.101654338234
ERR594347,48.8,,0.319103,22/09/2010 10:38,5.0,ERS492739,0.0,surface water layer (ENVO:00002042),1.33,0.01,36.73,3.868407,37.8,0.04,189.758333,161.7,2.52,,SPO,44.86,35.359483,34.4,TARA_123_SRF_0.45-0.8,TARA_123,,TARA_123,26.576175,10.81,0.0148487615897,6.90614421754,0.054423687913,0.0,51.3387264029,0.357442892334,2.24298936779,33.1399563992,0.1354667354,0.00912457742262,0.632224706295,21.1010349646
ERR594348,13.6,,0.42458,23/11/2009 12:40,50.0,ERS490304,0.18,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.07,0.15,,,0.02,231.683361,229.5,0.07,,SAO,1.82,35.687803,38.5,TARA_068_DCM_0.45-0.8,TARA_068,,TARA_068,16.787411,1.25,0.28078625654,11.6749777595,0.0566477730882,0.0,19.3990571785,0.652185475483,158.083702745,41.323454425,0.0915678936728,0.00917238393778,0.590368671672,8.64867758204
ERR594349,34.1,,0.324315,13/01/2010 8:00,5.0,ERS490336,,surface water layer (ENVO:00002042),,0.0,0.0,0.168013,0.0,0.0,215.650833,182.8,0.05,,SAO,1.15,36.376225,38.9,TARA_070_SRF_0.22-0.45,TARA_070,,TARA_070,19.776808,0.0,0.0513346720257,7.92915196471,0.0489053801838,0.0,29.4838908448,1.27803943118,8.34322844118,107.960297544,0.106604695646,0.0182844711614,0.751011969253,0.0739912809762
ERR594352,51.7,,0.132494,13/05/2011 0:00,60.0,ERS488354,0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.22,0.11,4.6,,3.9,0.02,237.8893,203.1,0.5,,MS,3.2,37.89241,34.3,TARA_018_DCM_<-0.22,TARA_018,,TARA_018,18.36839,11.36,0.000356348707846,185.410588052,0.00080101044296,0.0,0.87711722965,22.4766368809,0.485777682244,0.436702529928,0.0104736410058,4.50927540447,121.57340919,0.0437001122967
ERR594353,35.4,,0.324315,20/01/2010 7:44,5.0,ERS490346,,surface water layer (ENVO:00002042),0.67,0.27,0.64,0.168013,0.1,0.0,215.650833,175.4,0.09,,SAO,1.35,36.376225,38.9,TARA_070_SRF_<-0.22,TARA_070,,TARA_070,19.776808,0.0,0.000849490865509,53.7135721877,0.0767419168467,0.0,0.255093647681,95.7824733794,0.161631015183,0.152798801435,0.0374621780645,1.60870354979,52.7764242758,0.0414016739935
ERR594354,47.7,,0.033622,15/03/2010 3:44,5.0,ERS490557,0.01,surface water layer (ENVO:00002042),0.16,0.01,0.06,0.030608,0.9,0.07,206.194333,199.9,0.32,,SAO,1.18,37.101367,36.6,TARA_076_SRF_<-0.22,TARA_076,,TARA_076,23.349542,1.08,0.00140017711386,44.1271256327,0.0286946062942,0.0,0.304316727225,9.22721132842,0.207541002941,0.089736347248,0.0697533671521,1.08406069878,41.160292599,0.0694834686709
ERR594355,40.3,,0.150865,13/03/2010 10:55,150.0,ERS490610,,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.07,30.52,0.580918,31.8,,203.814833,1.6,2.91,,SAO,54.48,36.724683,35.7,TARA_076_DCM_<-0.22,TARA_076,,TARA_076,21.643283,,0.000912913678933,51.7239842516,0.0220748771111,0.0,0.295488038179,12.9717219584,0.209078144586,0.0925949060405,0.0659470094596,1.19091072965,38.39018793,0.0636056391154
ERR594356,,,0.099089,09/08/2011 19:06,5.0,ERS488892,-0.01,surface water layer (ENVO:00002042),0.14,0.06,3.15,-1.415582,3.7,0.0,193.3535,160.5,0.56,,IO,1.34,36.285367,36.3,TARA_039_SRF_<-0.22,TARA_039,,TARA_039,26.81765,2.78,0.000498068885972,119.070659289,0.00465200606728,0.0,0.054983860796,47.2870597466,0.0914458867224,0.116739449532,0.0196573609566,2.06755240629,22.5248913742,0.211516324624
ERR594357,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.000315542387586,113.584802892,0.010278059472,0.0,0.107359295359,23.1992540319,0.273397454424,0.0314879369813,0.00886925766725,6.20755475773,39.7567800967,0.0264380431681
ERR594358,51.5,,0.048898,12/05/2011 13:38,5.0,ERS488340,0.01,surface water layer (ENVO:00002042),2.22,0.04,0.9,,1.2,0.02,207.791417,198.6,0.27,,MS,1.7,37.89245,33.4,TARA_018_SRF_<-0.22,TARA_018,,TARA_018,21.4395,11.36,0.0023270767599,68.9722737207,0.0375780525358,0.0,0.142959384555,3.30907730692,0.147304380968,0.475725048513,0.147975390729,2.07578305041,130.074141236,0.13644747952
ERR594359,25.1,,0.215292,19/03/2012 16:14,5.0,ERS490053,0.0,surface water layer (ENVO:00002042),,0.01,18.03,,18.2,0.11,207.0439,175.3,1.12,,IO,10.38,35.44666,35.5,TARA_065_SRF_<-0.22,TARA_065,,TARA_065,21.81684,2.83,0.000671935084984,90.1475259963,0.0102253025352,0.0,0.173275511689,45.9673370421,0.145797627334,0.132069547942,0.0328816783199,1.06455208916,16.9865664618,0.0658829097116
ERR594360,40.5,,0.224444,27/07/2011 23:48,80.0,ERS488613,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.02,34.63,1.201064,42.5,0.02,179.968,38.1,2.43,,RS,22.49,40.196433,34.6,TARA_032_DCM_<-0.22,TARA_032,,TARA_032,26.050367,8.42,0.0141092747213,5.81598688793,0.742894517299,0.0,0.102112452062,1.42683295102,0.125237936188,0.594670563668,0.191600300818,0.0646902214873,6.9693990869,0.212201561517
ERR594361,25.1,,0.215292,19/03/2012 16:14,5.0,ERS490053,0.0,surface water layer (ENVO:00002042),,0.01,18.03,,18.2,0.11,207.0439,175.3,1.12,,IO,10.38,35.44666,35.5,TARA_065_SRF_<-0.22,TARA_065,,TARA_065,21.81684,2.83,0.000676857317582,89.0171714676,0.0108635046217,0.0,0.170850182451,46.119586626,0.145787535809,0.12838276286,0.0351065341967,1.17435769721,16.8749737133,0.0698921030179
ERR594362,23.2,,0.250054,02/11/2009 12:43,5.0,ERS490142,0.14,surface water layer (ENVO:00002042),,0.03,0.02,2.450991,,0.0,238.916333,237.9,0.01,,SAO,0.62,35.323317,37.9,TARA_066_SRF_<-0.22,TARA_066,,TARA_066,15.033492,7.67,0.00181339126305,16.2594619012,0.0228074708369,0.0,0.156874561162,37.3751128863,0.092901664888,0.0948373508886,0.0591285763431,2.82644062224,40.2391205255,0.0758723131189
ERR594363,,,0.17638,08/08/2011 17:38,25.0,ERS488929,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.19,3.73,-0.611888,5.0,0.0,192.95875,187.3,0.56,,IO,1.8,36.332317,35.4,TARA_039_DCM_<-0.22,TARA_039,,TARA_039,26.812225,2.78,0.000107751694624,157.122963727,0.00202545404863,0.0,0.131455241224,55.2731005353,0.108624594997,0.0926424912755,0.010462540817,2.65071617678,23.4552569822,0.200201497107
ERR594364,42.5,,0.050608,12/03/2010 6:19,5.0,ERS490452,-0.03,surface water layer (ENVO:00002042),0.23,0.05,0.13,0.263475,,0.07,199.1195,210.9,0.37,,SAO,1.2,36.42324,36.5,TARA_072_SRF_<-0.22,TARA_072,,TARA_072,25.02619,18.83,0.000836734821748,105.272819395,0.0126892411428,0.0,0.473326046398,36.0418620312,0.354740104654,0.0473370759913,0.0363538690332,1.7723884478,26.1245651195,0.0417540000483
ERR594365,,,0.099089,09/08/2011 19:06,5.0,ERS488892,-0.01,surface water layer (ENVO:00002042),0.14,0.06,3.15,-1.415582,3.7,0.0,193.3535,160.5,0.56,,IO,1.34,36.285367,36.3,TARA_039_SRF_<-0.22,TARA_039,,TARA_039,26.81765,2.78,0.000361532140249,119.03361404,0.00541638617899,0.0,0.0700375865762,46.8486030545,0.089853462889,0.117525707823,0.0191272957331,2.14216903286,22.4248831166,0.207660239793
ERR594366,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.000548143491614,182.842953853,0.00817784210771,0.0,0.0700192819537,24.3099974173,0.156475540077,0.0325039623391,0.014559172063,1.00141532953,9.00296419343,0.0621777759091
ERR594367,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.000799910528819,190.951306585,0.0224244758775,0.0,0.0837977398072,24.5252191534,0.186695326898,0.106043052449,0.0430995486802,1.1555426355,9.98982964649,0.106932670955
ERR594368,45.2,,0.186697,31/07/2011 17:24,5.0,ERS488673,0.02,surface water layer (ENVO:00002042),,0.14,4.9,-0.927087,3.9,0.04,184.061167,189.8,0.53,,RS,2.22,38.646858,35.4,TARA_034_SRF_<-0.22,TARA_034,,TARA_034,27.59865,0.0,0.000679796810252,252.024924972,0.00964405478307,0.0,0.216611441174,26.3235855732,0.140207289287,0.215179900875,0.0393733347771,0.806868695291,9.47510517146,0.337246654963
ERR594369,45.2,,0.129697,01/08/2011 20:13,5.0,ERS488737,0.02,surface water layer (ENVO:00002042),,1.47,5.43,,5.0,0.04,104.908417,161.3,0.66,,IO,1.19,36.530058,35.9,TARA_036_SRF_<-0.22,TARA_036,,TARA_036,25.581433,0.0,0.000431157639596,376.228526499,0.00716650013397,0.0,0.215307961847,21.9595348617,0.160356199346,0.0522348838385,0.0176381467494,0.463946900475,5.40442897488,0.590829331897
ERR594370,45.2,,0.186697,31/07/2011 17:24,5.0,ERS488673,0.02,surface water layer (ENVO:00002042),,0.14,4.9,-0.927087,3.9,0.04,184.061167,189.8,0.53,,RS,2.22,38.646858,35.4,TARA_034_SRF_<-0.22,TARA_034,,TARA_034,27.59865,0.0,0.00047539772003,244.058974414,0.00951273882446,0.0,0.16643935911,25.5592890716,0.130901682046,0.192143213396,0.0347401220537,0.754871759939,8.49557773104,0.321979113247
ERR594371,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.000319937241438,189.984034723,0.00573146197809,0.0,0.0892157360781,24.9434224176,0.162025660852,0.0280118805165,0.012422583177,1.09352222307,10.0699407788,0.0610975727776
ERR594372,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,7.73212468023e-05,178.060574039,0.0026306226126,0.0,0.0991592667591,24.1122812534,0.149692804677,0.0131002643052,0.00557971237731,1.04366250757,11.0108268746,0.038579982022
ERR594373,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.00030381389337,178.227633173,0.00654548378509,0.0,0.0627831452707,23.3799563129,0.159127478554,0.0316020144373,0.0131389080109,1.00990831534,8.71847569179,0.0601313835488
ERR594374,,,0.161808,05/08/2011 19:30,5.0,ERS488813,0.02,surface water layer (ENVO:00002042),,0.35,1.21,0.889376,4.5,0.04,199.9355,175.9,0.49,,IO,1.47,36.617917,35.8,TARA_038_SRF_<-0.22,TARA_038,,TARA_038,26.2314,0.0,0.000342652943888,180.965793774,0.00539759516062,0.0,0.119631360893,32.4538443258,0.124107581116,0.408042622525,0.0116455156598,1.33182489908,23.5349815092,0.23990022939
ERR594375,34.4,,0.201016,01/06/2011 18:24,50.0,ERS488518,-0.05,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.04,0.01,34.61,,30.4,0.0,229.547682,3.2,2.73,,MS,26.0,38.475705,34.7,TARA_025_DCM_<-0.22,TARA_025,,TARA_025,15.161277,69.36,0.00191990342851,43.2095023233,0.0357612044901,0.0,0.496093987871,8.58926558158,0.170781981759,0.0971986306091,0.0989026331701,2.29364008976,101.226810969,0.0657576779171
ERR594376,40.6,,0.121909,02/12/2011 17:44,5.0,ERS489285,0.05,surface water layer (ENVO:00002042),,0.31,6.05,0.477267,11.0,0.03,185.733167,95.4,0.88,,IO,4.66,35.111283,34.4,TARA_046_SRF_<-0.22,TARA_046,,TARA_046,30.12565,2.67,0.00101584265145,72.923095294,0.01639515992,0.0,0.245350572216,81.2534499788,0.227980678985,0.103304588721,0.043399878069,2.24655768159,9.34256756789,0.109007180374
ERR594377,41.6,,0.540091,04/04/2010 9:05,90.0,ERS491107,-0.03,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.15,1.39,33.109231,0.6,0.04,325.402987,132.8,0.34,,SO,3.2,34.319478,35.1,TARA_085_DCM_<-0.22,TARA_085,,TARA_085,-0.78154,7.06,0.000784165868421,0.75042369384,0.0171133870415,0.0,0.00571041288778,0.851937833859,0.0133344446606,0.0750261732779,0.0331227690405,1.43994544041,11.710812856,0.0196193567477
ERR594378,51.5,,0.180911,12/05/2011 13:38,5.0,ERS488448,0.01,surface water layer (ENVO:00002042),2.22,0.04,0.9,,1.2,0.02,220.927083,198.6,0.27,,MS,1.7,37.759667,33.4,TARA_022_SRF_<-0.22,TARA_022,,TARA_022,17.041483,11.36,0.000799192464477,16.2363994187,0.00942380045321,0.0,0.0712588585314,20.5207669871,0.0622505172459,0.164730235801,0.0627928005464,11.2415372682,120.241642076,0.120600454485
ERR594379,35.4,,0.263939,20/01/2010 4:50,100.0,ERS490494,,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.67,0.02,0.03,0.241265,-0.9,0.0,194.428431,184.1,0.19,,SAO,3.91,36.603343,38.6,TARA_072_DCM_<-0.22,TARA_072,,TARA_072,24.112672,0.0,4.98155871207e-05,466.40243015,3.30696694163e-05,0.0,0.837231782649,19.1449595244,0.314842311903,0.0073139090615,0.00102693756196,0.853735003385,43.212342039,0.0602516954682
ERR594380,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.000481113461668,83.8223078117,0.0,0.0,0.0,15.0986261949,0.17975019734,0.0154269956043,0.00344975653227,3.56863723313,31.2405381726,0.00969745787783
ERR594381,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.000517557747501,93.3641515405,0.00630788096547,0.0,0.0565675876925,20.0034491548,0.22761911534,0.0254136580999,0.00787300561114,4.92136023337,32.4297383361,0.0199870865747
ERR594382,20.5,,0.272648,05/03/2012 21:32,30.0,ERS490120,-0.18,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.04,0.17,,1.2,0.04,206.43725,230.1,0.0,,IO,0.84,,36.2,TARA_065_DCM_<-0.22,TARA_065,,TARA_065,21.81495,22.03,0.000621658481723,77.1323691066,0.0100634839821,0.0,0.147818058878,39.8783884465,0.14687918328,0.0893871021996,0.0302667645482,1.81798697021,24.7600158324,0.0706520470288
ERR594383,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.000349324038042,96.4385730582,0.00622068982093,0.0,0.0620093560556,19.1418517163,0.227672242161,0.0247417324746,0.00844925515976,4.59043590224,33.9961331231,0.0185765466184
ERR594384,,,0.020173,05/10/2011 1:55,5.0,ERS489059,0.03,surface water layer (ENVO:00002042),,0.02,0.05,-1.343153,0.7,0.06,187.42925,225.5,0.13,,IO,4.45,36.024883,34.4,TARA_041_SRF_<-0.22,TARA_041,,TARA_041,29.089367,1.39,0.000459750067873,116.289781036,0.00902637401423,0.0,0.554338776815,25.42678024,0.528342052377,0.0716657699161,0.0407016621122,1.7381009277,11.4015706304,0.0707669939286
ERR594385,,,0.214573,16/02/2012 14:53,65.0,ERS490026,-2.38,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.0,20.03,-0.112031,21.8,0.08,207.446227,138.1,1.31,,IO,13.24,35.335545,35.4,TARA_064_DCM_<-0.22,TARA_064,,TARA_064,22.250309,83.42,0.000218937957367,127.34278169,0.00165496138659,0.0,0.307520683464,24.0167534267,0.246174150203,0.0136947105292,0.0038675976901,2.29591948772,19.0881550805,0.0181520970833
ERR594386,,,0.604752,05/08/2011 0:27,25.0,ERS488836,0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.16,6.18,1.230122,5.1,0.04,154.699917,190.7,0.63,,IO,2.52,,35.4,TARA_038_DCM_<-0.22,TARA_038,,TARA_038,25.494408,0.0,0.000185395236709,136.427573642,0.00459071037296,0.0,0.137829528288,60.9179690482,0.0909044805883,0.13394673476,0.0119458878663,0.92409834385,21.8465474258,0.23683494859
ERR594387,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.000243025594634,93.3307496792,0.0060667007193,0.0,0.0652635319744,19.8526628819,0.225416391515,0.0274045959989,0.00822673705967,5.00790360569,32.2621002428,0.0207654883822
ERR594388,41.8,,0.0,12/03/2010 10:34,800.0,ERS490522,-0.03,mesopelagic zone (ENVO:00000213),0.23,0.51,2.08,38.448475,0.4,0.07,143.1955,211.6,0.51,,SAO,1.79,34.472575,36.5,TARA_072_MES_<-0.22,TARA_072,,TARA_072,4.673875,18.83,0.000408369005053,35.5995851502,0.0110405144797,0.0,0.0703950198487,6.95284266644,0.138399561216,0.113119897897,0.0419837860295,0.915827095471,32.4253151922,0.032589494029
ERR594389,24.8,,0.424363,20/03/2012 12:20,30.0,ERS490180,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.32,2.26,,3.8,0.11,240.4135,239.4,0.17,,SAO,1.26,35.3315,36.0,TARA_066_DCM_<-0.22,TARA_066,,TARA_066,15.01895,2.83,0.00074629716569,27.1010499373,0.0213718781055,0.0,0.353692720316,29.9716094956,0.119488802419,0.13620029897,0.0537340636505,2.17558759667,31.8923602558,0.0606265196054
ERR594390,40.2,,0.181406,26/07/2011 17:34,60.0,ERS488701,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.12,5.46,0.08645,4.0,0.02,175.384083,186.2,0.57,,RS,2.19,38.916583,35.4,TARA_034_DCM_<-0.22,TARA_034,,TARA_034,27.589917,8.42,0.00115438467638,71.9508227385,0.000779291124343,0.0,0.320445858303,21.6662814273,0.130309600582,0.0945674909929,0.00451729732442,0.303558823274,8.36321065367,0.0344469928811
ERR594391,28.2,,0.201517,09/01/2010 7:25,5.0,ERS490285,,surface water layer (ENVO:00002042),,0.01,0.03,,-0.1,0.0,231.914833,188.8,0.02,,SAO,0.82,35.68685,40.0,TARA_068_SRF_<-0.22,TARA_068,,TARA_068,16.832058,0.0,0.00172886816929,30.9708349836,0.0376165736111,0.0,0.315880387121,24.1554446499,0.152295409678,0.0872214405265,0.0693951219727,2.02440680012,37.4344032133,0.0609384329407
ERR594392,,,0.162993,24/02/2012 11:41,5.0,ERS489943,0.01,surface water layer (ENVO:00002042),,0.09,0.15,,,0.03,210.00775,212.6,0.0,,IO,0.73,35.334717,36.6,TARA_064_SRF_<-0.22,TARA_064,,TARA_064,22.165567,1.19,0.00118291577383,97.8696980021,0.018873484146,0.0,0.46185181182,26.805229481,0.374887749159,0.0670661659684,0.0540897334609,1.30851922857,14.162150084,0.0696588876764
ERR594393,40.5,,0.0,27/07/2011 23:48,5.0,ERS488589,0.0,surface water layer (ENVO:00002042),,0.02,34.63,-0.541919,42.5,0.02,188.416583,38.1,2.43,,RS,22.49,39.74725,34.6,TARA_032_SRF_<-0.22,TARA_032,,TARA_032,25.824383,8.42,0.000136001650973,176.399361478,0.000643072837636,0.0,0.424651137196,15.713392809,0.427092572144,0.218157851348,0.00322043096423,1.34044433921,29.0523086797,0.0705705311722
ERR594394,33.7,,0.394226,11/12/2011 22:51,75.0,ERS489603,-0.11,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.01,36.22,0.244232,36.9,0.04,192.55925,0.8,3.16,,IO,52.92,34.910755,34.6,TARA_052_DCM_<-0.22,TARA_052,,TARA_052,24.89426,1.61,2.61481086715e-05,193.31473833,0.000493364231228,0.0,0.583189775456,20.1029890933,0.338923442118,0.0110222724109,0.00165617352308,2.71846196992,18.2009596818,0.0213047321471
ERR594395,8.5,,1.551493,18/11/2009 12:42,5.0,ERS490204,-0.39,surface water layer (ENVO:00002042),,0.01,0.05,0.405607,,0.0,249.351417,224.3,0.01,,SAO,1.05,34.845292,38.4,TARA_067_SRF_<-0.22,TARA_067,,TARA_067,12.83445,1.89,0.000996438067562,7.08280818638,0.00523695783055,0.0,0.248170928713,9.3105839158,0.0324849291934,0.0545653051904,0.0194524627059,6.06309482617,95.5584281377,0.0684100742599
ERR594396,24.9,,0.121845,15/06/2011 2:29,5.0,ERS488499,-0.06,surface water layer (ENVO:00002042),0.44,0.0,0.02,,0.5,0.03,218.016833,207.1,0.11,,MS,0.7,38.182917,35.9,TARA_025_SRF_<-0.22,TARA_025,,TARA_025,18.342533,17.22,0.000824009826771,9.85077254192,0.0140477392492,0.0,0.06149266454,7.76476672392,0.0736366329722,0.135296223015,0.142411201801,10.0324099067,76.2718091518,0.118492982176
ERR594397,,,0.17638,08/08/2011 17:38,25.0,ERS488929,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.19,3.73,-0.611888,5.0,0.0,192.95875,187.3,0.56,,IO,1.8,36.332317,35.4,TARA_039_DCM_<-0.22,TARA_039,,TARA_039,26.812225,2.78,6.6970148388e-05,157.328528516,0.00190196035239,0.0,0.137049506164,54.9625963173,0.107110618852,0.0940967429429,0.00998344168475,2.73730131604,22.7658787492,0.213317653563
