656359dcbf52294a89fe80b0e0a543c6	4
10bec8571527712ce29ca5fa18e2414f	13
bdd86345c53282a14ecd785cfa1b4ae2	0
03199d14462d1ed9e6d5ea9c1c2df849	113
68d505ed7e1bf469cfc93fad9186dbba	366
cb9b40de1fcb3da7b0f6eb62d1a1e6f5	323
c466a8eed0ae163dba5ddc3a5b22d482	0
ad681e8899b1410519cd465733d106cd	127
63be4f1f9347ff68268e519c05affbbf	32
374d112a90d61db8c233e986d45061dd	185
34b42784973a37a0c72b7383a24a57ee	199477
e1d3fceac37b1441f116eb9865b8eb84	31033
d4b6410d16bbb030cd19396e956549a6	321
20eb985a94b1a4baca0c52c540cdbab7	511
6fd110929c3138baad44331c02213f77	2948
26bea47ea11d41e56515006673886ab0	274
59ecb0e14c847d4e33ef792120381d65	0
2b2dce9ced89e317e51e37c5660ba588	4247
1d04b5164cb58543f68e2454476252dd	68
8e73b3a8a5f66fba0e53c10d537cb429	2774
8f69be0be506a44878a909bff44101b8	0
42011220d38100dcac36834b222aab4f	263
f75ea644ef589a74e11eeb1ac354dfca	26
f2ca6439cbeb29ef429cb9dcc04efade	2391
588d9ff15714092a51ed4f06e0a02090	11303
f2bdb09f7befeea6945c389b339735f0	575
a79a89db0349892cbe51525c92cbd0bb	3429
7f5d1435b7cf76f187f136ea9c973228	370295
6156c84e4535eca879979c338e2b67e9	0
38fb5b9fa398b72ad1841fcebd6378d0	7
b21a5bfca1812440d510ffc3e276ebed	12964
6cac5ef27b5bb375bad180ca8be5b842	19
d07b9c8628faa09fa7a7a9f7b28a586e	0
e3085b25fedc1064bd16b67cc16c723c	0
1c26e6ac2e30ab04e094cf4950ae5e2e	0
6ef844312eb622d1e3efcff2c9a4ae49	448
7a613c8787ec27a3c0679fee1ccca5d3	126
0dafb4aa9e8b1bb83a0b200d446ec278	15269
0f101ef24251f710f0bc1ff79080a2ef	397
a2ce005e2a19d7287ee2bd25b5e55971	126
db86585cb551d5c7747f28e2553d951b	156
6b845873e123dcf4ccf8c652576d09b1	105
8586ceb4c5e2ee96e910beb46cf09baf	429
01165ceea3e09dcee8ff1519b0a501ae	0
126daea7cb41406f686dbe50a98dca81	1952
0a4d42aa39ee1d656370599e4c958fc5	290
d16c939b4b4038355588b3b6708b6fb0	2743
a5c910dc0412354d599a17709abdbac0	54469
519591b03214e76ed771523659d24068	129
66dbb4bebc0fc361bfe961fc053fa3c1	0
015516e39eb83e97f499e8e20f5bda1e	980
044bab88ff99ff923efde82fbd605c6e	16013
1e942354b8cefc0d11af69b4c6557b45	25
2871a030d5f4d04037a9b6f405e19c5a	165
17d1fbfc42024b86a59a24bb16b1d787	0
6b480bfc649fd78b62cca13a98f92f16	4412
1afaeedd5afa425942c445f666d5344d	9
b18af36ea2e34feba618d892a21af8e8	265
258cd229425a35ad39eef1e707d00fab	1017
757266918d1450e9a79ebb633f20b48b	249
96a7b1bbf4b54b267e559ad999f994c8	965
1720ce7f2bdc976e6eb702ea762b0a67	193
dffc692e00cfa653e11cf72b29b5dd32	5845
a3d19fff4deb7711adc404a497413386	0
b68e82dcffd84ddc7b8c7ac2c908b79b	0
57328953415733bfc592ab8c8fad6940	31994
b091c6d83853c37ee83293845ba5e048	746
3a7029d4297604cd7c5288ec6bc85724	636660
8c6a88095c19dea562223f8fda8afc3e	421405
ec6bc2d0a8055d648d0cde3779f38377	482
c9d3e2fbf1bdac6a55a4553a34e744f0	261
b71baede37e73a56e86a045b1d63e33d	0
579f11f66207bda055fe72553d706e14	126
b23a2f71f062b689ebb32920559f5916	2411
f281517deca2898c8275b06f6f599367	57605
07289743cc9f6cb00a56a665f2a3b005	41
355ddc067ef5b0a90e8eaf638bfabc14	81
182202ca4e5fd4cbf09785232a6b766b	2367
5df967460616a78f13eb1776d779cec8	1350
165478a4cc06f7e8baa954a50c532cd9	35
3495d2881ab44b4bf0169752d3620be3	539
e5aad4e3a39e2da75e5220fb0a901c2f	120
bfd475119efb1baa1c91a4409c3239b0	1289
2ed23a21ef61ff4cb010e129e7614375	11
017fff5f96c4e9f3ecfb78ef0d0c1341	1579
f0a09d1f6102da0977952375b4475e56	0
cb8a73007236dcb3edb2eff36f62937b	238
3339359fdd6969f587a25e51167e9a05	137
1c662196f135daaaffa12bd2540752ca	613
b5e5136c89f1159814a7c417b9a87903	205
60c64fc2a20eae08c2dbeb954dd49c84	15
41395afd3460252eef1e5e1f3b347536	156685
50de7c01090dec5d0d9bc82584d1131e	368
d90b1fcd27a4bc0b91b8504d7b18043c	0
7256396477ada3c26f22096fa46a25df	0
d914c82014bbcb67671b315e5e0201ae	143
ce5f13eddf742fd215830ac8d2cc1cd7	598
d32dc705768ac025e86b4fd11732ce07	647
3bc58051098f4248f98619506973afa3	125
2487ad689f0700fdf0386f4abc4bf57c	2582
ffef92a620d53a5edcd431b12716af69	63470
602a7c45cb87055f607c5b1bbe7c8b3c	117
ff3c408860c04d599bec0bca75c9f77e	272
e3a1f2c87d440f6d995f6b0035b494bf	67
49e6164297ec0b0e47191950180468d4	0
67db24533894a8e101cfb4897967df79	135
466fbeb45467972549dd4cc22276a97e	14
0c292bf3f4cd772946893ad5f449442b	0
c17605ff6c4aa09b04d9c6600888c2b3	447
6b869cfde771592b82279c412c5aca77	226
a16941d6e2509ea3764b2a64742c322a	0
1ab1e0133df14226dd7900da4f82e01d	77
f1958ab9a99f217ddc72579b96611e3e	0
134bcd25e8b416c2dbe0a7d2b4d47a16	0
3ebe5a78b626ed68771cc76a2e9bcff5	28
ad41b9a65623c6d4a1cff5cbb3349e92	60
ef3cc855ea2a03e5ec98be24202b5624	456
fed8519c6389f29dc5b2b6e1ca6434f0	3
3c571a295dbba22dcf45957159cdc242	194
d51e6446a49434418901bfc92c1b4bf3	455
1bae9bbd112189ed403602b6b83f0214	35
c85469d5670f460cf1d2794478ed34b4	201
e39653a22439cd6ec1e9b5136bcb072e	0
ea618c6ddf391139c2c7c7bcb74d714f	826
51bac63bf5988ce37fdf1c5d8ce7634f	1136
a1a4484522e7f197e93087a5e39ad10b	484
4d33c70765f3be349acb8f68c9d5b9f0	5457
131b46c04662b2796c71166a0003fa15	0
720dcfbed855c0e58edfd70d3c8f6661	151
0349bfb700b2f841be42be3a501633fe	221
4a1743f8da64feca9e97662122c1ba53	749
a31b740c698fca554a560d7180cfd429	16578
5d7188a9ed6e7467b685a6a08a944039	1170
1d0c8edc90633df0840edcb1970241b8	8
7cdb38d70dd2e1def9f3633410d690fa	0
09234f657cabe917e8cf9dc0aaadd745	3
2b09bd6e04204d8f7eae98f1ccac97d7	19126
4997286285315acda0a42f15d7f1b5ea	5690
87919bb77887eb43a8479f5d181309e2	0
