ffef92a620d53a5edcd431b12716af69	716
294a3f47a65c5a1743e833ae95d0f637	29514
bfd475119efb1baa1c91a4409c3239b0	786
1afaeedd5afa425942c445f666d5344d	2
b091c6d83853c37ee83293845ba5e048	127
5d7188a9ed6e7467b685a6a08a944039	1122
68b78412a7f11f18f4a50f5605957f04	0
ce5f13eddf742fd215830ac8d2cc1cd7	2
588d9ff15714092a51ed4f06e0a02090	513
d4aabdb483cea2cb83826488296a6742	4
131b46c04662b2796c71166a0003fa15	0
d59f7f229b022f84c2a3c596fe92b55e	475
29ee5fcd9c3443fee940f1b271aec5dc	0
cb9b40de1fcb3da7b0f6eb62d1a1e6f5	16
a16941d6e2509ea3764b2a64742c322a	0
0c7f30d475d2937d9b0d28f0123419ce	141
2ed23a21ef61ff4cb010e129e7614375	19
8240c9371003f0786be345fefe69d9ee	0
34b42784973a37a0c72b7383a24a57ee	12652
4ebf00dd5dbea5a9f83d29b9cc546ad7	0
5d9ed38b79c583a0b30811a9ed0939f0	0
96a7b1bbf4b54b267e559ad999f994c8	235
c8ffc229189268e7a890dbaf55538381	0
54b4685d31d999a744f3b643815f624a	585
4997286285315acda0a42f15d7f1b5ea	137
a5c910dc0412354d599a17709abdbac0	1831
ad681e8899b1410519cd465733d106cd	441
51bac63bf5988ce37fdf1c5d8ce7634f	1344
77051e9d9c4b9c92befb4f7520ed6bad	0
80365997f7308a4df30ca101fe0f3514	32473
1b1ca8b3cd60d96ff8d087f285443ca5	700
b67c4a47e31e0bd3c8712ea6940bec3e	0
ba4c7ed1b0489104225a36696dc73b03	84
3c2ef9c65b0f3424cddb62c38a06058f	11
3339359fdd6969f587a25e51167e9a05	13
9910c3ed60ea261e51c35c08abf62ee5	9
c85469d5670f460cf1d2794478ed34b4	12
d16c939b4b4038355588b3b6708b6fb0	71
8e11ad3e05b209639eb00032621b696c	13211
134bcd25e8b416c2dbe0a7d2b4d47a16	0
ad41b9a65623c6d4a1cff5cbb3349e92	71
a299987148f42490acf66b4e710c8c6a	177
c466a8eed0ae163dba5ddc3a5b22d482	0
f0b26e0d7b784d572cdc58bfe2bb4ec1	50
87919bb77887eb43a8479f5d181309e2	0
d32dc705768ac025e86b4fd11732ce07	139
374d112a90d61db8c233e986d45061dd	400
eaa5b12e32fc179a2ba580563c42833e	3334
07289743cc9f6cb00a56a665f2a3b005	57
389fd651c4ca3b76da9a807a2b49a3f9	2
f2bdb09f7befeea6945c389b339735f0	5
7726354a5e13671052ad42e070483dac	15
c3355f2daa823304da8a5f204955f2b2	78114
c756c8241cb7523552193850f2fe0665	0
20eb985a94b1a4baca0c52c540cdbab7	3717
8586ceb4c5e2ee96e910beb46cf09baf	12
017fff5f96c4e9f3ecfb78ef0d0c1341	57
59ecb0e14c847d4e33ef792120381d65	0
182202ca4e5fd4cbf09785232a6b766b	176
f0a09d1f6102da0977952375b4475e56	0
0c292bf3f4cd772946893ad5f449442b	0
26bea47ea11d41e56515006673886ab0	5
b23a2f71f062b689ebb32920559f5916	159
466fbeb45467972549dd4cc22276a97e	8
68d505ed7e1bf469cfc93fad9186dbba	1113
60c64fc2a20eae08c2dbeb954dd49c84	6
ba8de44645a7ed6cca4c586892fbfc2f	707
c84cc511d5c752080560170a686fbd8d	950
6fd110929c3138baad44331c02213f77	601
5978f2c6499e3ca590e060b1ad62698f	3588
e1d3fceac37b1441f116eb9865b8eb84	21602
602a7c45cb87055f607c5b1bbe7c8b3c	21
a2ce005e2a19d7287ee2bd25b5e55971	142
f6a091806a6079ca9234537b2177b76d	1957
8e038047f40341068e99881350501927	44273
aa0f4f51402c7d7ec3d792ffd8e4c55f	42
301d83db1d76369d2b53d4acf18f1e46	0
ca46d0f32d64d17530afd51851c136d3	0
1d0c8edc90633df0840edcb1970241b8	13
42b81963f54377986bd8aac34c4643f4	1717
f281517deca2898c8275b06f6f599367	55944
01165ceea3e09dcee8ff1519b0a501ae	0
3ae5e734b7686a101252fcbe401886da	74935
0a4d42aa39ee1d656370599e4c958fc5	77
49e6164297ec0b0e47191950180468d4	0
