ENA-SAMPLE,Chlorophyll,Temperature,NO2 [umol/L],Oxygen [umol/kg],PO4 [umol/L],MGII_virus,Cyanophage,Depth,Salinity [PSU],SAR116,Nitrates [umol/L],MGII,SAR11,NO2NO3 [umol/L],Prochlorococcus,Synechococcus,Region,Euryarchaeota,Crenarchaeota,Cyanobacteria
ERS489943,0.162993,22.165567,0.09,212.6,0.0,16.2983074547,181.229209609,5.0,36.6,0.382866301992,,0.475117608327,0.42203605921,0.15,0.685838020617,0.400824613104,IO,0.000263954712556,0.000226647646771,1.08666263372
ERS489987,0.0,7.6502,0.22,214.4,0.02,0.0188670339686,1.76027618575,1000.0,36.5,1.31876587986,0.9,38.6073111416,17.3641148085,0.74,3.09480291157,1.8109054189,IO,0.129604942995,1.99304585265,4.90570833047
ERS489996,0.0,7.6502,,,,0.34327412393,1.53836428173,1000.0,,0.376912014026,,0.179965769531,0.69434789136,,1.04249930029,0.653964484954,IO,0.00211497666769,0.0588605877353,1.69646378524
ERS490002,0.214573,22.250309,0.11,233.9,0.35,0.939838807655,164.091075141,65.0,35.2,1.77583304038,3.5,389.309875096,108.906277151,4.38,191.974748339,70.3965265599,IO,0.0488804207894,0.186255029513,262.371274899
ERS490010,0.214573,22.250309,0.01,230.2,1.47,9.33660611207,262.533914982,65.0,35.0,0.0170903175025,19.9,10.0672187562,0.538162153089,21.5,3.77572822966,0.0749506861197,IO,0.00467661246842,0.00211223472422,3.85067891578
ERS490026,0.214573,22.250309,0.0,138.1,1.31,15.6267483551,231.299308871,65.0,35.4,0.023427062099,21.8,0.39814005346,0.117227869918,20.03,0.287993805879,0.00936716307883,IO,1.88450973592e-05,5.37195167924e-05,0.297360968958
ERS490029,0.215292,21.81684,0.02,232.1,0.01,0.942762614223,91.4845774768,5.0,36.2,1.57579878037,0.3,137.474774882,169.265198031,0.02,44.1837187668,24.1171350998,IO,0.013539780386,0.175903278888,68.3008538666
ERS490035,0.215292,21.81684,0.01,228.5,0.01,11.6085777809,280.566774475,5.0,36.2,0.0449902503163,1.6,8.55013625155,3.08671533072,0.05,1.02297213769,0.270798225003,IO,0.0017409795613,0.00272565317381,1.29377036269
ERS490053,0.215292,21.81684,0.01,175.3,1.12,54.7616339917,321.336118986,5.0,35.5,0.515613171746,18.2,0.693962007762,0.363217102279,18.03,0.974646862076,0.281460003367,IO,0.000388016969892,0.000688738104745,1.25610686544
ERS490065,0.0,8.4127,0.04,228.4,0.01,0.105632436203,3.30552804431,850.0,36.3,1.1986104508,-0.3,41.7781095951,17.9930598561,0.17,1.91539716311,1.76043583801,IO,0.02675132159,2.05110228079,3.67583300112
ERS490085,0.272648,21.81495,0.25,220.2,0.06,1.08276521683,70.4683986264,30.0,36.4,1.90559156423,-1.2,208.440868679,221.084283502,0.68,41.4725028495,71.2666958604,IO,0.0226283180169,0.373492794963,112.73919871
ERS490089,0.272648,21.81495,0.01,155.2,1.36,12.0581388173,261.614318513,30.0,35.4,0.0261361810926,21.3,12.514422839,3.68400830031,21.11,1.47072502775,1.09525905478,IO,0.00318598803079,0.00354831308628,2.56598408254
ERS490120,0.272648,21.81495,0.04,230.1,0.0,49.7994900806,279.80172267,30.0,36.2,0.342431713527,1.2,0.911582286012,1.03390667651,0.17,0.752047658052,0.349430771452,IO,0.00090835258971,0.000771175059649,1.1014784295
ERS490124,0.250054,15.033492,0.03,237.9,0.01,0.809865161196,20.6209275846,5.0,37.9,1.98996004118,,39.7244045694,322.186196658,0.02,27.0848946812,5.04168693492,SAO,0.0230321398836,1.68399853593,32.1265816162
ERS490142,0.250054,15.033492,0.03,237.9,0.01,22.1937107081,33.2659901515,5.0,37.9,0.637751422723,,0.420395385195,0.17069284044,0.02,0.178616679639,0.12629824233,SAO,0.000370010892399,0.000636177425912,0.304914921969
ERS490163,0.424363,15.01895,0.31,243.1,0.16,0.435464408352,13.4131360121,30.0,36.0,1.97839324748,3.0,25.6152602709,201.284083771,2.16,22.2017352668,5.89336107348,SAO,0.0109760864695,1.24694373434,28.0950963403
ERS490180,0.424363,15.01895,0.32,239.4,0.17,17.9576213467,58.6434667735,30.0,36.0,0.201276779206,3.8,0.213339763974,0.545229018999,2.26,0.637784550058,0.471875517626,SAO,0.000281552085407,0.000129594725501,1.10966006768
ERS490183,1.551493,12.83445,0.02,207.8,0.03,0.334966353468,10.545569919,5.0,37.9,1.879302684,,3.87406217974,117.431825373,0.12,1.70156460358,9.83822693237,SAO,0.00558048034143,0.906006486273,11.5397915359
ERS490192,1.551493,12.83445,0.02,207.8,0.03,0.0469025861125,3.88764158991,5.0,37.9,0.516321510117,,0.979250586484,206.487725523,0.12,1.66186934219,0.888242109648,SAO,0.00278061597007,0.784501653683,2.55011145184
ERS490193,1.551493,12.83445,0.07,220.9,0.02,0.132256884074,6.2009573816,5.0,37.8,0.972006699426,,0.580137705444,36.7711919768,0.21,0.35513243012,5.43537801011,SAO,0.00089748452846,0.476392635715,5.79051044023
ERS490204,1.551493,12.83445,0.01,224.3,0.01,6.20617805971,23.4853885586,5.0,38.4,0.265633056964,,0.390090148662,0.194892197256,0.05,0.269047432728,0.340285491103,SAO,0.000790492102828,0.00116086736956,0.609332923831
ERS490230,0.011208,7.026748,0.0,218.0,0.01,0.0315404078526,0.671350170256,700.0,38.2,0.616882060103,,44.1927578833,26.1615199239,0.03,3.21544323159,1.40001195412,SAO,0.0407848656119,3.48531940878,4.61545518572
ERS490238,0.011208,7.026748,0.0,218.0,0.01,0.0177412407503,0.328554289398,700.0,38.2,0.380461429998,,29.5225454453,8.9871171065,0.03,1.85142283136,0.208976749424,SAO,0.0180792989009,0.688854359864,2.06039958078
ERS490265,0.201517,16.832058,0.01,218.1,0.0,0.953272611197,84.9223511558,5.0,39.3,2.16606257648,0.3,22.136275459,106.663026037,0.02,349.249168476,39.015673001,SAO,0.0358070969772,0.621813686724,388.264841477
ERS490272,0.201517,16.832058,0.01,218.1,0.0,0.15490384931,15.3662525087,5.0,39.3,0.282377115465,0.3,13.7927457963,98.1018591776,0.02,43.2226753587,0.537854466132,SAO,0.00334505355983,0.615647215777,43.7605298248
ERS490273,0.201517,16.832058,0.0,207.6,0.0,0.227603433949,30.0956911911,5.0,39.4,0.410403040808,-0.7,26.973285128,31.4273081482,0.05,203.041709202,18.7331295274,SAO,0.00675816899083,0.192406208637,221.774838729
ERS490285,0.201517,16.832058,0.01,188.8,0.02,16.1091768216,71.051170742,5.0,40.0,0.311735802261,-0.1,0.472042210483,0.51375118933,0.03,0.900639914135,0.331509147965,SAO,0.000320316521312,0.000244117077044,1.2321490621
ERS490296,0.42458,16.787411,0.01,224.3,0.01,0.895877586813,83.9231129391,50.0,38.4,1.64390630262,,33.5816172846,102.226208123,0.05,376.349841568,30.3272741606,SAO,0.0225579167287,0.682697313156,406.677115728
ERS490303,0.42458,16.787411,0.01,220.0,0.01,0.239197861673,19.6611484089,50.0,38.2,0.961342735066,,27.9966819979,82.7553158217,0.04,10.5841028807,2.56669148915,SAO,0.0114896206272,1.01072375165,13.1507943698
ERS490304,0.42458,16.787411,0.07,229.5,0.07,0.310911391905,29.7061316019,50.0,38.5,0.520465116938,,32.4179321069,41.6694567834,0.15,167.997732193,10.782578016,SAO,0.00883702864576,0.290846027501,178.780310209
ERS490320,0.42458,16.787411,0.07,229.5,0.07,22.5386059498,58.9965635024,50.0,38.5,0.0269580444564,,0.68042998235,0.0817606708202,0.15,0.161084695098,0.0286969018426,SAO,3.94282376086e-05,2.96935482639e-05,0.18978159694
ERS490327,0.324315,19.776808,0.01,188.4,0.02,2.26636512939,15.5730208223,5.0,39.7,0.65848581544,-0.5,76.3994662933,40.7425252877,0.0,93.9832891656,2.62270238051,SAO,0.0165151284346,0.0153687993877,96.6059915461
