ENA-SAMPLE,Chlorophyll,Temperature,NO2 [umol/L],Oxygen [umol/kg],PO4 [umol/L],MGII_virus,Cyanophage,Depth,Salinity [PSU],SAR116,Nitrates [umol/L],MGII,SAR11,NO2NO3 [umol/L],Prochlorococcus,Synechococcus,Region,Euryarchaeota,Crenarchaeota,Cyanobacteria
ERS488701,0.181406,27.589917,0.12,186.2,0.57,13.8940112457,140.500919145,60.0,35.4,0.0261402745637,4.0,0.20128639642,0.189522751416,5.46,0.183295039865,0.029426383655,RS,7.90300323159e-05,0.000952284848098,0.21272142352
ERS488714,0.129697,25.581433,1.47,161.3,0.66,1.49742472472,478.369710723,5.0,35.9,4.10065091135,5.0,31.9269535293,247.299121733,5.43,7.48022533802,54.4351966315,IO,0.00565380313292,0.00646834785426,61.9154219695
ERS488722,0.129697,25.581433,1.47,161.3,0.66,10.5079017114,457.794832404,5.0,35.9,0.0436498551364,5.0,1.8062412523,6.17492706934,5.43,0.507872250927,0.987367235831,IO,0.00156791274612,0.000405842185713,1.49523948676
ERS488737,0.129697,25.581433,1.47,161.3,0.66,10.2197334866,721.020408663,5.0,35.9,0.126438591556,5.0,0.0447720510889,0.167528568952,5.43,0.256802182154,0.551212338684,IO,0.000217238569745,0.0,0.808014520838
ERS488747,0.353707,25.37395,0.14,189.8,0.53,1.69696295056,294.78231204,17.0,35.4,3.27094287092,3.9,49.5443835372,252.159327549,4.9,6.67896641521,58.9168264965,IO,0.0103502550301,0.0233880978309,65.5957929117
ERS488757,0.353707,25.37395,0.14,189.8,0.53,7.53870376038,680.81996812,17.0,35.4,0.0126189046877,3.9,0.044437638301,0.0345804530687,4.9,0.629163079006,0.568138101392,IO,6.2684012741e-05,0.0,1.1973011804
ERS488769,0.005649,12.066048,0.16,190.7,0.63,0.00280058844649,0.576967488193,600.0,35.4,1.36755825215,5.1,4.23947696295,8.97239084302,6.18,2.3667466467,0.6977072477,IO,0.0388364270802,0.432361188022,3.0644538944
ERS488773,0.005649,12.066048,1.47,161.3,0.66,0.538700820052,27.040369961,600.0,35.9,0.805384692829,5.0,1.3370265997,6.10749425713,5.43,0.380415333277,0.80398438867,IO,0.0625718741603,1.0477849399,1.18439972195
ERS488799,0.161808,26.2314,0.35,175.9,0.49,3.05241303061,510.079895699,5.0,35.8,2.37885138486,4.5,73.9292118352,192.190249055,1.21,145.01383122,60.9489015389,IO,0.0165050801821,0.00605065178337,205.962732759
ERS488803,0.161808,26.2314,0.35,175.9,0.49,14.4352418821,495.801744557,5.0,35.8,0.0383083667814,4.5,2.15517437556,0.854668013928,1.21,1.26094798373,0.54568025715,IO,0.00278899294564,0.0001378762256,1.80662824088
ERS488813,0.161808,26.2314,0.35,175.9,0.49,38.2791486629,686.19070583,5.0,35.8,0.129509455251,4.5,0.199323277717,0.992870137263,1.21,0.750245181528,0.402094115971,IO,0.000141719261456,4.23616461542e-05,1.1523392975
ERS488830,0.604752,25.494408,0.16,190.7,0.63,4.47741044031,323.577817022,25.0,35.4,2.04312163606,5.1,60.6997832419,179.554665495,6.18,120.36923116,79.4624350817,IO,0.0228193597457,0.128606446799,199.831666242
ERS488836,0.604752,25.494408,0.16,190.7,0.63,66.8220170731,508.370364581,25.0,35.4,0.100319086611,5.1,0.310007316614,0.572232945004,6.18,0.586821994404,0.444087145051,IO,0.000225766001837,0.0,1.03090913946
ERS488849,0.014107,14.987618,0.35,175.9,0.49,0.00617546221573,1.08514330219,340.0,35.8,0.78938784543,4.5,1.80563760742,21.195584635,1.21,1.80592264191,1.35135287112,IO,0.0239527135923,0.204337706136,3.15727551302
ERS488853,0.014107,14.987618,0.16,190.7,0.63,0.333344569903,11.727616867,340.0,35.4,0.512729709863,5.1,0.291088820108,1.33961169094,6.18,1.07972923334,1.36307898218,IO,0.0121526501037,0.0205581656199,2.44280821552
ERS488879,0.099089,26.81765,0.06,160.5,0.56,15.8741121745,373.27133802,5.0,36.3,0.315473287784,3.7,1.34415367511,0.762570280494,3.15,0.835228961492,0.618593021681,IO,0.00147498031439,0.000194636023414,1.45382198317
ERS488892,0.099089,26.81765,0.06,160.5,0.56,60.2165912612,485.48299322,5.0,36.3,0.235763900338,3.7,0.326929997207,0.489619600115,3.15,0.671062864526,0.659444819514,IO,0.000253938181323,0.000127658818681,1.33050768404
ERS488916,0.17638,26.812225,0.19,187.3,0.56,3.09020952879,309.39560628,25.0,35.4,1.14786966135,5.0,39.4124523967,59.8327164782,3.73,87.9860542921,30.8054263015,IO,0.003787291696,0.00141339956636,118.791480594
ERS488929,0.17638,26.812225,0.19,187.3,0.56,73.7096333849,596.738565934,25.0,35.4,0.155481742348,5.0,0.426990242682,0.287069655812,3.73,0.704741830722,0.550026322833,IO,0.00029780804109,0.000262289767908,1.25476815355
ERS488936,0.006724,15.614195,0.19,187.3,0.56,0.00138895035167,0.864837485958,270.0,35.4,0.922470660601,5.0,0.81010124268,15.9423152936,3.73,2.3778498725,0.911892393847,IO,0.0632556716551,0.0758394621355,3.28974226635
ERS488945,0.006724,15.614195,0.19,187.3,0.56,0.216941083114,6.22582372896,270.0,35.4,0.135507384341,5.0,0.237974750735,1.79299009299,3.73,1.05364048235,0.328092222614,IO,0.00967370388511,0.0230678946965,1.38173270496
ERS489043,0.020173,29.089367,0.27,179.9,0.54,1.73822956724,196.588100764,5.0,35.1,2.56107367317,2.5,58.2619616779,119.044429261,5.08,375.933386439,11.2024600918,IO,0.0526006887795,0.00140640302444,387.135846531
ERS489047,0.020173,29.089367,0.28,177.0,0.55,6.33872029511,203.125062564,5.0,35.1,0.394150827815,4.4,4.36010162991,0.833175747037,5.26,3.12249298616,0.442505755268,IO,0.00158311092153,0.000301397581245,3.56499874143
ERS489059,0.020173,29.089367,0.02,225.5,0.13,19.0367428038,241.979204366,5.0,34.4,0.253877592501,0.7,0.313800367748,0.284406161785,0.05,1.34269863238,0.324277309187,IO,0.000551280118754,2.84961494559e-05,1.66697594157
ERS489074,0.47554,27.117663,0.06,160.5,0.56,4.90492994012,407.463781489,60.0,36.3,0.871375491531,3.7,107.126154889,103.998291353,3.15,53.539848754,2.13178289568,IO,0.0140286078678,0.157805618488,55.6716316497
ERS489084,0.47554,27.117663,0.06,160.5,0.56,80.8242347808,1288.14942467,60.0,36.3,0.519634293294,3.7,1.02013269891,1.96856340793,3.15,2.41611986346,0.688824200065,IO,0.00201241137823,0.0,3.10494406352
ERS489087,0.006724,29.980283,0.08,227.7,0.46,0.51546755999,311.524152137,5.0,33.2,2.44004297902,4.8,125.366503855,126.314733605,1.3,290.971238562,5.06328999633,IO,0.00878966995563,0.00661526728544,296.034528558
ERS489113,0.006724,29.980283,0.0,8.6,3.29,37.8116635969,385.478341518,5.0,34.3,0.53571915639,44.1,1.40454747453,0.933425241949,44.24,2.21473653477,0.643770679186,IO,0.000488651197068,0.0,2.85850721395
ERS489134,0.388348,27.723425,0.0,138.7,1.22,1.73305085739,910.505203829,80.0,34.0,0.751326488378,29.1,61.3485902313,116.906053,17.49,70.6052600454,2.93777729544,IO,0.0113173822066,0.120040686688,73.5430373408
ERS489148,0.388348,27.723425,0.0,197.7,0.01,18.2281967964,472.254343445,80.0,35.2,0.0538939185654,-1.0,0.606526847527,0.0769988667651,0.01,0.806551879496,0.0562171901786,IO,5.09384506481e-05,2.02587820548e-05,0.862769069674
ERS489236,0.026898,30.496383,0.0,224.4,0.29,0.11061622815,120.54860545,5.0,33.1,2.17383551676,-0.7,42.2880538634,114.091062718,0.02,571.739216744,8.94274403229,IO,0.00657509522541,0.00187948137984,580.681960777
ERS489285,0.121909,30.12565,0.31,95.4,0.88,61.2311491864,162.440721723,5.0,34.4,0.516135438257,11.0,0.752889093583,0.14712864917,6.05,0.306051422173,0.12788140189,IO,0.000512251731415,0.0,0.433932824063
ERS489315,0.0,29.818233,0.07,195.1,0.46,0.0923538902413,71.5041909201,5.0,33.9,2.74226142655,3.2,112.928551827,90.7471383048,2.44,531.377318701,5.98234912641,IO,0.00293700060527,0.00181536338633,537.359667828
ERS489324,0.0,29.818233,0.01,0.6,2.95,4.09770099506,278.221265459,5.0,34.6,0.120331723276,35.7,6.22081117545,0.579781589502,34.55,9.79039904822,0.208752143652,IO,0.00268346382357,8.10321481214e-05,9.99915119187
ERS489529,0.176565,27.8684,0.0,196.9,0.16,0.715784945998,122.63551845,5.0,33.4,3.41116063644,-1.2,100.010375031,70.802414497,0.0,80.1607103844,1.90493222457,IO,0.00501425345069,0.0026279339042,82.0656426089
ERS489585,0.394226,24.89426,0.83,77.0,1.11,2.34985144579,228.752843998,75.0,34.6,1.57400573902,22.1,100.004956929,113.242163921,12.9,189.551513389,5.27370674276,IO,0.0141314995512,0.00290128347491,194.825220131
ERS489603,0.394226,24.89426,0.01,0.8,3.16,14.5614359551,374.219952054,75.0,34.6,0.0079357060626,36.9,2.82546284912,0.0352849670592,36.22,0.362578952742,0.0162411497784,IO,5.20726899151e-05,2.61439923833e-05,0.37882010252
ERS489712,0.04282,27.323117,0.0,195.5,0.01,0.187709361211,186.251524371,5.0,34.3,0.793346142534,-1.7,91.5702426617,58.2959856362,0.0,174.301698572,2.5795280182,IO,0.00434559991694,0.00562709549176,176.88122659
ERS489724,0.04282,27.323117,,,,13.7542138109,333.697943632,5.0,,0.158127178486,,3.20313821613,0.367711310748,,1.01028823208,0.128531025074,IO,0.000516939546269,0.000129318034861,1.13881925716
ERS489727,0.0,6.2402,0.0,205.3,0.08,0.038171731565,44.0217807067,1000.0,28.9,0.512166265574,-3.8,25.4972696205,13.3416968758,0.0,33.7505093673,1.66840623371,IO,0.0456870193103,0.842722317469,35.418915601
ERS489729,0.0,6.2402,,,,0.232273952529,3.96955867225,1000.0,,0.89621207084,,0.139541306644,2.01655742655,,0.300651199573,0.343024486155,IO,0.000927090421866,0.0127328585637,0.643675685728
ERS489733,0.085544,26.965433,0.02,193.0,0.02,0.24994141656,124.883209737,5.0,36.2,1.07989433138,0.4,76.4298250585,61.180005857,0.06,117.004576204,45.247028829,IO,0.00455939814462,0.040461100996,162.251605033
ERS489846,0.032278,26.34018,0.0,108.2,1.22,0.31629691268,201.158255092,66.0,35.2,0.595154283412,31.9,72.6373955101,76.1388623744,20.25,135.605906691,5.95358600877,IO,0.00616431684741,0.0044845613971,141.559492699
ERS489877,0.089746,25.080167,0.02,194.3,0.0,0.400803768465,210.769168947,5.0,36.2,0.788413754368,-2.2,101.583691779,72.0217176007,0.05,125.393292982,8.45694304856,IO,0.0075469117108,0.012742580214,133.85023603
ERS489904,0.089746,25.080167,,,,18.3838195556,367.625117406,5.0,,0.104949320455,,3.30402319094,0.0554010540609,,0.667236085529,0.0186096462925,IO,0.00014083959503,7.80893571909e-05,0.685845731821
ERS489917,0.162993,22.165567,0.03,191.8,0.18,0.740875009372,169.485153284,5.0,36.6,1.42209757621,4.0,250.462847674,187.700850656,4.13,537.405535101,31.749864987,IO,0.0141556996624,0.0728132464395,569.155400088
