Station,SAMEA2619923_17,SAMEA2620078_38,SAMEA2620879_23,SAMEA2621061_122,SAMEA2621085_65,SAMEA2621151_104,SAMEA2621151_40,contig__154566,contig__154592,contig__154676,contig__154680,contig__155057,contig__155688,contig__155773,contig__156409,contig__172037
Eilat_vDNA_12,0.00513183684045,0.00731105824528,0.00122140415321,0.0270969537083,0.180752989944,0.0897037087016,0.234719109492,1.5997289793,2.62390293975,2.23726694451,0.760652828289,4.94988831151,1.97166718622,1.09725861894,0.871474732427,3.49433866375
Eilat_vDNA_18,0.0194306727638,0.0121834351727,0.0011818428079,0.0284389036918,0.274562369078,0.153880466825,0.391156538424,2.5226035633,3.61036193963,5.28668824194,1.53907274067,6.86435326671,2.84659283323,1.86051014566,1.54764572778,8.29771825761
Eilat_vDNA_24,0.0109492458585,0.00643951086637,0.00253581714114,0.0276009920874,0.287177186159,0.20284072976,0.483157394908,2.21874630638,4.80801628047,3.96395939556,1.41572857959,7.54802629761,2.85449181246,1.44433311878,1.60101297117,12.2980231696
Eilat_vDNA_6,0.00759304395397,0.0038011179168,0.000692754015482,0.00975797206889,0.0906071916035,0.0975983856256,0.257191962687,1.20138571355,2.34501397426,1.18114565444,0.243115146733,3.22554041417,1.31087185653,0.712668881205,0.989444699896,6.94893059659
TARA_018,0.0427746021729,0.091373689905,0.0227735905008,0.0459792144347,1.97212481363,2.93073054498,0.469256418183,0.998630502611,0.366080111543,0.725203046279,1.02216358577,0.475937149571,0.145276643546,0.540391806881,0.363573058958,0.120428108319
TARA_022,0.0189668875309,0.141869304915,0.0192851976958,0.0696373543922,0.093396276553,0.279767640431,0.19551845297,0.235474362778,0.0635851514842,1.00208154487,0.110194990891,0.305367124226,9.4199456964,0.279608793431,0.050049702244,0.00227308643177
TARA_023,0.0324415830439,0.190520118114,0.0324293228905,0.0493951564797,0.158662689795,0.718921840608,0.213183084996,0.341658110578,0.103089477114,0.885298158425,0.115538195696,0.163698230276,0.844541364447,0.455605449895,0.135906915975,0.00158095705649
TARA_025,0.031957342466,0.0806870515701,0.0377427120434,0.0493765707863,0.214681162926,1.36315376748,0.259571949404,0.29302110234,0.230940577402,0.434249747835,0.0706458276707,0.044360458828,1.68482871191,0.155764143413,0.321751520923,0.00624594927764
TARA_030,0.286698595743,0.0233768248496,0.0343311234714,0.0220681452709,0.0284099128989,0.538799941736,0.093956765436,0.0246280614254,0.0974230451902,0.0409555773756,0.00601543634764,0.0505453161716,0.0181164045968,0.0132473560801,0.0364026411673,0.0075315215312
TARA_031,0.506034114872,0.275016924681,0.0391734931977,0.565174261421,1.85088590892,0.524332277437,3.25392708015,0.570041303409,4.30011573173,1.11417152249,0.525391769273,0.326060823081,0.994853513142,0.823398443441,2.68881788154,0.954704883204
TARA_032,0.455842100309,0.373328171579,0.0421780253215,0.385445700668,1.30905963373,0.655218429696,1.83987217788,0.496662645495,2.50803490782,0.69277821177,0.377557711954,0.139869875919,0.557969899582,0.702253781184,1.54260183372,0.322320895625
TARA_034,6.57902239777,2.66098536979,0.460480201243,2.7307433576,1.4452180245,3.0675798632,4.37642950105,2.59839652917,10.4505165755,1.84452184647,1.12569531153,1.42397025571,3.0162513696,2.86172819841,10.8794126184,1.72028256151
TARA_036,0.130485453854,2.91861149608,0.0912633491623,0.386454135969,12.9087224325,0.617493974835,0.411320163454,0.394006138348,0.487166326461,1.80557380263,3.35984145131,0.437571159656,0.506039482546,1.31965919696,0.639930788939,1.85219960572
TARA_037,0.00851357013243,0.0771276794304,0.0100586904379,0.0106041248591,0.143168445432,0.0134752980383,0.0101683450106,0.0120602784776,0.017857641503,0.0542915275602,0.0742151299981,0.0109646524225,0.00929965103051,0.029887073068,0.023959776983,0.0330489356685
TARA_038,0.472154832812,8.49321716733,0.345781156481,1.4605880588,49.9108394451,1.83496055342,1.41092679361,1.09324713536,4.43776639446,8.14864506483,24.7688359861,1.26715688079,1.68514893202,7.48281375868,3.90528670655,3.15238332168
TARA_039,0.584049181326,28.3062870206,0.343835231909,2.77448232981,35.8831823239,1.6748698614,5.0277858174,1.91533933559,13.1153995872,10.5765204509,20.0989948655,2.87559951637,8.00388247402,11.7928594656,5.77512055642,1.26906988568
TARA_041,1.02765734327,3.83884863066,0.670584006321,2.1185851188,28.4523200101,4.18700963327,4.85517458511,2.13495060806,14.1728360765,5.65817758616,5.64254058111,0.551914393832,8.69904763456,4.05651798422,19.9450750213,0.188458666501
TARA_042,0.560473455612,1.11436232708,0.177585373171,1.93417317491,13.0136709764,2.23596497518,5.32218515657,1.60846248769,2.71478165302,3.55864484998,8.39843414744,0.663456307125,6.70523942114,4.56936450395,3.0969959556,0.366065628427
TARA_046,0.0633252326927,0.468789747324,0.0297128556427,0.350711280917,0.7629523494,0.233959521135,1.36298885005,0.216494161673,1.04337232452,4.75761915957,26.5016006432,0.938916499292,6.56456750115,15.8884797778,1.96823171994,0.0794275621394
TARA_048,0.00729697570251,0.133848674991,0.00728400207592,0.0345450141096,1.6436291184,0.130023267471,0.577761066517,0.17073981446,0.240565195143,0.64682389629,0.154328097412,0.00138376155397,0.294302507077,0.0168764379355,0.0274683039329,0.0108248619887
TARA_052,0.452396294106,0.355163517461,0.16677813473,0.272271408293,2.34888051827,1.34461315241,1.87611286076,0.758450402706,2.82711187185,0.675091180342,2.19506369849,0.0101186340485,0.759962646166,0.0349338042439,0.480969793639,0.00351803761999
