RUN,AMODIS:PAR8d,Chl_a [ugr/l],Chlorophyll,Date,Depth,ENA-SAMPLE,Einsteins/m-2/d-1,Environment (Feature),Lyapunov_exp.,NO2 [umol/L],NO2NO3 [umol/L],Nitrate Sensor,Nitrates [umol/L],Okubo-Weiss,Oxygen Sensor,Oxygen [umol/kg],PO4 [umol/L],POC [ugr/l],Region,SI [umol/L],Salinity Sensor,Salinity [PSU],Sample label [TARA_station#_environmental-feature_size-fraction],Sampling Station,SiOH4 [umol/l],Station,Temperature,grad_SST_adv,Crenarchaeota,Cyanophage,Euryarchaeota,Group_D,Halovirus,MGII,MGII_virus,Prochlorococcus,SAR11,SAR116,SAR116_Phage,SAR11_Phage,Synechococcus
ERR594375,34.4,,0.201016,01/06/2011 18:24,50.0,ERS488518,-0.05,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.04,0.01,34.61,,30.4,0.0,229.547682,3.2,2.73,,MS,26.0,38.475705,34.7,TARA_025_DCM_<-0.22,TARA_025,,TARA_025,15.161277,69.36,0.000698196359907,124.776626764,0.000366318338858,0.0110312486171,0.0,1.09065253727,3.00693924722,0.185218073329,0.127466295808,0.73201262158,3.11830709635,146.60766002,0.0730539641108
ERR594376,40.6,,0.121909,02/12/2011 17:44,5.0,ERS489285,0.05,surface water layer (ENVO:00002042),,0.31,6.05,0.477267,11.0,0.03,185.733167,95.4,0.88,,IO,4.66,35.111283,34.4,TARA_046_SRF_<-0.22,TARA_046,,TARA_046,30.12565,2.67,0.0,162.440721723,0.000512251731415,0.0205893213111,0.0,0.752889093583,61.2311491864,0.306051422173,0.14712864917,0.516135438257,2.15100123963,12.4137880053,0.12788140189
ERR594377,41.6,,0.540091,04/04/2010 9:05,90.0,ERS491107,-0.03,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.15,1.39,33.109231,0.6,0.04,325.402987,132.8,0.34,,SO,3.2,34.319478,35.1,TARA_085_DCM_<-0.22,TARA_085,,TARA_085,-0.78154,7.06,8.21909394509e-05,2.85288015745,0.000101394541924,0.0,0.0,0.0142142916423,0.211285553386,0.0957774007922,0.81022362758,0.101275898343,1.27604961326,16.0994950479,0.105746977667
ERR594378,51.5,,0.180911,12/05/2011 13:38,5.0,ERS488448,0.01,surface water layer (ENVO:00002042),2.22,0.04,0.9,,1.2,0.02,220.927083,198.6,0.27,,MS,1.7,37.759667,33.4,TARA_022_SRF_<-0.22,TARA_022,,TARA_022,17.041483,11.36,0.000209638347095,36.9975186856,0.000194856112896,0.0174969880686,0.0,0.11844835758,6.21078876614,0.139162610406,0.803482478592,0.243997234167,15.4929084642,171.720078283,0.171040894022
ERR594379,35.4,,0.263939,20/01/2010 4:50,100.0,ERS490494,,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.67,0.02,0.03,0.241265,-0.9,0.0,194.428431,184.1,0.19,,SAO,3.91,36.603343,38.6,TARA_072_DCM_<-0.22,TARA_072,,TARA_072,24.112672,0.0,2.49038725251e-05,837.629899749,1.65343409466e-05,0.00519636276561,0.0,2.23314782888,3.96001554336,0.464394956592,0.0174920151892,0.0107079134284,0.87161507902,62.8785330231,0.0171667029688
ERR594380,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.0,146.636596419,0.0,0.0,0.0,0.131017041714,9.01882146122,0.366114068026,0.0492075174316,0.00704463860243,4.19466502338,43.3717488183,0.0373130488785
ERR594381,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.0,160.760158654,5.14497868517e-05,0.0173244468389,0.0,0.153632902405,11.6095262765,0.473995827175,0.314950326181,0.038739855875,6.233904575,45.858214467,0.0257262596796
ERR594382,20.5,,0.272648,05/03/2012 21:32,30.0,ERS490120,-0.18,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.04,0.17,,1.2,0.04,206.43725,230.1,0.0,,IO,0.84,,36.2,TARA_065_DCM_<-0.22,TARA_065,,TARA_065,21.81495,22.03,0.000425589567087,140.520185098,0.000343273119695,0.197901966169,0.0,0.699194406047,25.0316275884,0.301209002492,0.683915552203,0.181166063647,2.23935920535,35.8896959484,0.0898218291656
ERR594383,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,7.64220412149e-05,172.275328308,0.0,0.01822397697,0.0,0.249738189375,11.3475416483,0.394814372004,0.0784003289569,0.0439152397938,5.72696973134,49.0431321562,0.162868162105
ERR594384,,,0.020173,05/10/2011 1:55,5.0,ERS489059,0.03,surface water layer (ENVO:00002042),,0.02,0.05,-1.343153,0.7,0.06,187.42925,225.5,0.13,,IO,4.45,36.024883,34.4,TARA_041_SRF_<-0.22,TARA_041,,TARA_041,29.089367,1.39,2.84961494559e-05,241.979204366,0.000551280118754,0.0327025370916,0.0,0.313800367748,19.0367428038,1.34269863238,0.284406161785,0.253877592501,1.99213940151,15.5795171963,0.324277309187
ERR594385,,,0.214573,16/02/2012 14:53,65.0,ERS490026,-2.38,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.0,20.03,-0.112031,21.8,0.08,207.446227,138.1,1.31,,IO,13.24,35.335545,35.4,TARA_064_DCM_<-0.22,TARA_064,,TARA_064,22.250309,83.42,5.37195167924e-05,231.299308871,1.88450973592e-05,0.0109990777301,0.0,0.39814005346,15.6267483551,0.287993805879,0.117227869918,0.023427062099,2.76487126698,26.4637138174,0.00936716307883
ERR594386,,,0.604752,05/08/2011 0:27,25.0,ERS488836,0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.16,6.18,1.230122,5.1,0.04,154.699917,190.7,0.63,,IO,2.52,,35.4,TARA_038_DCM_<-0.22,TARA_038,,TARA_038,25.494408,0.0,0.0,265.618581955,0.000157680967215,0.18494052378,0.0,0.162507725304,33.1919265925,0.323002722059,0.243160809084,0.0507159140213,1.04145393585,32.9474747904,0.233491174604
ERR594387,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,0.0,161.946083157,0.0,0.0165604348648,0.0,0.174375653969,11.4712872331,0.463493418071,0.112253902048,0.0429214558395,6.38594224244,45.6431010861,0.124686910987
ERR594388,41.8,,0.0,12/03/2010 10:34,800.0,ERS490522,-0.03,mesopelagic zone (ENVO:00000213),0.23,0.51,2.08,38.448475,0.4,0.07,143.1955,211.6,0.51,,SAO,1.79,34.472575,36.5,TARA_072_MES_<-0.22,TARA_072,,TARA_072,4.673875,18.83,0.000263818756021,65.3431585462,0.000640479405863,0.00262131342037,0.0,0.154978730281,3.45806511987,0.390607591735,0.395870249624,0.270840138465,1.01060850244,47.3636706411,0.244927761135
ERR594389,24.8,,0.424363,20/03/2012 12:20,30.0,ERS490180,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.32,2.26,,3.8,0.11,240.4135,239.4,0.17,,SAO,1.26,35.3315,36.0,TARA_066_DCM_<-0.22,TARA_066,,TARA_066,15.01895,2.83,0.000129594725501,58.6434667735,0.000281552085407,0.0142930063844,0.0,0.213339763974,17.9576213467,0.637784550058,0.545229018999,0.201276779206,2.7862211975,46.3693505318,0.471875517626
ERR594390,40.2,,0.181406,26/07/2011 17:34,60.0,ERS488701,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.12,5.46,0.08645,4.0,0.02,175.384083,186.2,0.57,,RS,2.19,38.916583,35.4,TARA_034_DCM_<-0.22,TARA_034,,TARA_034,27.589917,8.42,0.000952284848098,140.500919145,7.90300323159e-05,0.00443528404095,0.0,0.20128639642,13.8940112457,0.183295039865,0.189522751416,0.0261402745637,0.240899738498,10.7180743866,0.029426383655
ERR594391,28.2,,0.201517,09/01/2010 7:25,5.0,ERS490285,,surface water layer (ENVO:00002042),,0.01,0.03,,-0.1,0.0,231.914833,188.8,0.02,,SAO,0.82,35.68685,40.0,TARA_068_SRF_<-0.22,TARA_068,,TARA_068,16.832058,0.0,0.000244117077044,71.051170742,0.000320316521312,0.00404259461969,0.0,0.472042210483,16.1091768216,0.900639914135,0.51375118933,0.311735802261,2.59691204833,56.0752423321,0.331509147965
ERR594392,,,0.162993,24/02/2012 11:41,5.0,ERS489943,0.01,surface water layer (ENVO:00002042),,0.09,0.15,,,0.03,210.00775,212.6,0.0,,IO,0.73,35.334717,36.6,TARA_064_SRF_<-0.22,TARA_064,,TARA_064,22.165567,1.19,0.000226647646771,181.229209609,0.000263954712556,0.0551735059132,0.0,0.475117608327,16.2983074547,0.685838020617,0.42203605921,0.382866301992,1.44424525055,19.6525203308,0.400824613104
ERR594393,40.5,,0.0,27/07/2011 23:48,5.0,ERS488589,0.0,surface water layer (ENVO:00002042),,0.02,34.63,-0.541919,42.5,0.02,188.416583,38.1,2.43,,RS,22.49,39.74725,34.6,TARA_032_SRF_<-0.22,TARA_032,,TARA_032,25.824383,8.42,4.78997677273e-05,399.614131099,0.0,0.00392645512938,0.0,0.372120784915,11.2622836914,0.590168785481,0.245716773853,0.0293971640891,1.30937214191,41.4448693124,0.10425436207
ERR594394,33.7,,0.394226,11/12/2011 22:51,75.0,ERS489603,-0.11,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.01,36.22,0.244232,36.9,0.04,192.55925,0.8,3.16,,IO,52.92,34.910755,34.6,TARA_052_DCM_<-0.22,TARA_052,,TARA_052,24.89426,1.61,2.61439923833e-05,374.219952054,5.20726899151e-05,0.0027275611138,0.0,2.82546284912,14.5614359551,0.362578952742,0.0352849670592,0.0079357060626,3.23446504006,23.9710661417,0.0162411497784
ERR594395,8.5,,1.551493,18/11/2009 12:42,5.0,ERS490204,-0.39,surface water layer (ENVO:00002042),,0.01,0.05,0.405607,,0.0,249.351417,224.3,0.01,,SAO,1.05,34.845292,38.4,TARA_067_SRF_<-0.22,TARA_067,,TARA_067,12.83445,1.89,0.000555455039742,11.8556659344,0.000408779844567,0.0082785343168,0.0,0.170586592377,3.06813304188,0.216667830158,0.0912121307136,0.0842534321988,8.90029683984,141.655607143,0.253750601056
ERR594396,24.9,,0.121845,15/06/2011 2:29,5.0,ERS488499,-0.06,surface water layer (ENVO:00002042),0.44,0.0,0.02,,0.5,0.03,218.016833,207.1,0.11,,MS,0.7,38.182917,35.9,TARA_025_SRF_<-0.22,TARA_025,,TARA_025,18.342533,17.22,0.000116628639023,20.1712940114,0.000594642915264,0.00417177609589,0.0,0.0946120523289,2.27203934906,0.654916695026,0.148616523342,0.570296369725,13.6646681224,111.868243221,0.446616161978
ERR594397,,,0.17638,08/08/2011 17:38,25.0,ERS488929,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.19,3.73,-0.611888,5.0,0.0,192.95875,187.3,0.56,,IO,1.8,36.332317,35.4,TARA_039_DCM_<-0.22,TARA_039,,TARA_039,26.812225,2.78,0.000100687669706,295.171287455,9.84478335364e-05,0.148275269475,0.0,0.0804518044007,36.7030368852,0.349249022639,0.171845615914,0.0621760346749,3.20308884477,34.4765921951,0.267551251034
ERR594398,,,0.006724,19/10/2011 21:20,5.0,ERS489113,-0.16,surface water layer (ENVO:00002042),,0.0,44.24,-1.47882,44.1,0.03,189.25475,8.6,3.29,,IO,113.32,34.56155,34.3,TARA_042_SRF_<-0.22,TARA_042,,TARA_042,29.980283,40.67,0.0,192.953487838,0.000243803977985,0.00136826079346,0.0,0.348953556291,19.4791236633,0.846517433863,0.477679639303,0.262559438262,2.0532595638,16.0167084776,0.415479119554
ERR594399,,,0.604752,05/08/2011 0:27,25.0,ERS488836,0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.16,6.18,1.230122,5.1,0.04,154.699917,190.7,0.63,,IO,2.52,,35.4,TARA_038_DCM_<-0.22,TARA_038,,TARA_038,25.494408,0.0,0.0,242.751782626,6.80850346213e-05,0.181879252976,0.0,0.147499591309,33.6300904806,0.263819272345,0.32907213592,0.0496031725895,1.12618192643,32.8234008057,0.210595970446
ERR594400,,,0.161808,05/08/2011 19:30,5.0,ERS488813,0.02,surface water layer (ENVO:00002042),,0.35,1.21,0.889376,4.5,0.04,199.9355,175.9,0.49,,IO,1.47,36.617917,35.8,TARA_038_SRF_<-0.22,TARA_038,,TARA_038,26.2314,0.0,0.0,332.867054379,8.54698353108e-05,0.30762695103,0.0,0.143361763755,19.1295092156,0.376499119987,0.456730875988,0.0693258956214,1.5095335436,34.6187073066,0.172333049992
ERR594401,39.6,,0.048898,28/07/2011 19:36,5.0,ERS488558,0.0,surface water layer (ENVO:00002042),,0.1,2.8,-0.137284,2.3,0.02,188.763583,179.9,0.59,,RS,1.8,39.981867,36.1,TARA_031_SRF_<-0.22,TARA_031,,TARA_031,25.0621,8.42,7.53488948023e-05,253.184742725,0.000981398928488,0.00771384778097,0.0,1.92401394363,9.9976786624,1.21376281463,0.892693830081,0.561532504692,0.476321025246,34.9377178046,0.925351712892
ERR594402,45.2,,0.353707,31/07/2011 17:24,17.0,ERS488757,0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.14,4.9,0.367767,3.9,0.04,211.606583,189.8,0.53,,IO,2.22,36.549267,35.4,TARA_036_DCM_<-0.22,TARA_036,,TARA_036,25.37395,0.0,0.0,680.81996812,6.2684012741e-05,0.00187621084448,0.0,0.044437638301,7.53870376038,0.629163079006,0.0345804530687,0.0126189046877,1.72527076469,14.2015212514,0.568138101392
ERR594403,,,0.006724,19/10/2011 21:20,5.0,ERS489113,-0.16,surface water layer (ENVO:00002042),,0.0,44.24,-1.47882,44.1,0.03,189.25475,8.6,3.29,,IO,113.32,34.56155,34.3,TARA_042_SRF_<-0.22,TARA_042,,TARA_042,29.980283,40.67,0.0,192.52485368,0.000244847219083,0.00314083444215,0.0,1.05559391824,18.3325399336,1.3682191009,0.455745602647,0.273159718128,1.85487985575,16.8397429926,0.228291559632
ERR594404,8.5,,1.551493,18/11/2009 12:42,5.0,ERS490204,-0.39,surface water layer (ENVO:00002042),,0.01,0.05,0.405607,,0.0,249.351417,224.3,0.01,,SAO,1.05,34.845292,38.4,TARA_067_SRF_<-0.22,TARA_067,,TARA_067,12.83445,1.89,0.000605412329813,11.6297226241,0.000381712258261,0.00656225504179,0.0,0.219503556284,3.13804501783,0.0523796025698,0.103680066543,0.181379624766,9.21856227186,141.329710159,0.0865348900464
ERR594405,27.0,,0.042495,14/06/2011 16:54,70.0,ERS478052,-0.06,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.44,0.01,0.03,0.254406,-0.9,0.03,218.132538,202.2,0.14,,MS,0.8,39.255952,36.5,TARA_030_DCM_<-0.22,TARA_030,,TARA_030,18.979535,17.22,6.21887233786e-05,51.7601357647,4.12885165839e-05,0.000463432180619,0.0,0.0735746875664,1.32250666929,0.510852655919,0.51280186548,0.136932078214,5.50338775289,179.95724696,0.460885766616
ERR594406,51.5,,0.180911,12/05/2011 13:38,5.0,ERS488448,0.01,surface water layer (ENVO:00002042),2.22,0.04,0.9,,1.2,0.02,220.927083,198.6,0.27,,MS,1.7,37.759667,33.4,TARA_022_SRF_<-0.22,TARA_022,,TARA_022,17.041483,11.36,0.000293165845683,37.9457506482,0.000176680566642,0.0152141427389,0.0,0.13087074117,6.0762328011,0.285859447624,0.490595945042,0.298693904504,15.4294451369,172.299553138,0.384651279085
ERR594407,24.7,,0.003811,11/01/2010 7:27,800.0,ERS490388,,mesopelagic zone (ENVO:00000213),,0.01,0.0,37.7793,-0.5,0.0,161.730633,188.4,0.02,,SAO,0.87,34.443883,39.7,TARA_070_MES_<-0.22,TARA_070,,TARA_070,4.216697,0.0,0.00601073934764,1.28996602674,0.000749437825548,0.000439139264193,0.0,0.19913075241,0.531499391798,0.158748072547,0.320710362938,2.26889216579,0.0122765487363,0.621169924555,0.225131679184
ERR594408,46.5,,0.0599,22/05/2011 17:56,55.0,ERS478007,0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.43,0.0,38.1,,34.6,0.0,224.786708,1.3,2.8,,MS,35.0,38.472729,34.8,TARA_023_DCM_<-0.22,TARA_023,,TARA_023,15.194062,7.03,0.000499321690836,52.7750381256,0.000136505313026,0.00218879988528,0.0,0.318154262254,4.44247065539,0.216965131219,0.119703346889,0.0252549275418,17.8342472331,175.065284167,0.0738637271387
ERR594409,48.5,,1.01772,30/03/2010 8:46,40.0,ERS490953,-0.16,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.43,0.07,0.49,17.111823,-0.2,0.03,306.211529,148.3,0.34,,SAO,1.38,34.057594,36.5,TARA_082_DCM_<-0.22,TARA_082,,TARA_082,6.975635,21.64,0.0,1.20482517672,0.000115633671875,0.00129790704732,0.0,0.0230129951048,0.551963107481,0.0428918772402,0.0763338954171,0.217945715106,3.14290328782,122.231186085,0.0235922525909
ERR594410,39.6,,0.048898,28/07/2011 19:36,5.0,ERS488558,0.0,surface water layer (ENVO:00002042),,0.1,2.8,-0.137284,2.3,0.02,188.763583,179.9,0.59,,RS,1.8,39.981867,36.1,TARA_031_SRF_<-0.22,TARA_031,,TARA_031,25.0621,8.42,2.97839448332e-05,249.451642856,0.000992217946272,0.00696255708825,0.0,0.366909550788,9.31442126959,0.839839271801,2.55652485401,0.465475420407,0.424047585971,35.2443402141,0.115043079447
ERR594411,39.9,,0.053173,15/09/2009 10:15,5.0,ERS490676,0.01,surface water layer (ENVO:00002042),,,,-0.385346,,0.02,221.47475,,,,SAO,,36.32425,36.6,TARA_078_SRF_<-0.22,TARA_078,,TARA_078,19.854083,0.0,0.00012402901124,122.571843158,0.000444243195768,0.00284932366157,0.0,0.996368362069,17.6766843649,0.936112711847,0.586026410617,0.254089967165,1.57604110566,58.6454711401,0.258454566453
ERR594412,15.0,,0.28167,07/07/2010 4:56,5.0,ERS492160,0.52,surface water layer (ENVO:00002042),1.5,0.0,0.0,1.210114,,0.08,198.635833,210.0,0.08,,SPO,1.77,33.3676,35.3,TARA_109_SRF_<-0.22,TARA_109,,TARA_109,27.617558,1.28,2.65308286922e-05,174.060902802,0.000193758571372,0.108739680115,0.0,0.247623162918,33.5664311324,0.347306517524,0.736467556775,0.190075184274,3.70080581221,32.7620273676,0.0740223805024
ERR594413,,,0.388348,04/10/2011 17:49,80.0,ERS489148,0.03,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.0,0.01,0.569531,-1.0,0.06,132.77885,197.7,0.01,,IO,2.43,35.103505,35.2,TARA_042_DCM_<-0.22,TARA_042,,TARA_042,27.723425,1.39,2.02587820548e-05,472.254343445,5.09384506481e-05,0.106584138574,0.0,0.606526847527,18.2281967964,0.806551879496,0.0769988667651,0.0538939185654,0.329800406951,6.44387970481,0.0562171901786
ERR594414,20.5,,0.272648,05/03/2012 21:32,30.0,ERS490120,-0.18,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.04,0.17,,1.2,0.04,206.43725,230.1,0.0,,IO,0.84,,36.2,TARA_065_DCM_<-0.22,TARA_065,,TARA_065,21.81495,22.03,0.000345585492562,139.281537572,0.000565079470015,0.179628093681,0.0,0.212387879965,24.7678624923,0.45083865556,0.349991124305,0.16126564988,2.2845647536,36.3307130905,0.259608942287
ERR594415,13.6,,0.42458,23/11/2009 12:40,50.0,ERS490320,0.18,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.07,0.15,,,0.02,231.683361,229.5,0.07,,SAO,1.82,35.687803,38.5,TARA_068_DCM_<-0.22,TARA_068,,TARA_068,16.787411,1.25,2.96935482639e-05,58.9965635024,3.94282376086e-05,0.00708087000968,0.0,0.68042998235,22.5386059498,0.161084695098,0.0817606708202,0.0269580444564,4.01383721844,126.086757886,0.0286969018426
ERR598942,,,0.436597,16/10/2010 10:07,45.0,ERS493431,0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.7,0.0,0.0,4.832723,0.0,0.02,227.686042,206.2,0.06,,NPO,0.81,33.241367,37.1,TARA_133_DCM_0.22-3,TARA_133,,TARA_133,13.159842,3.53,0.00867485468502,133.291115399,0.0079162882541,0.0162374543289,0.0,10.1545092015,0.424889014084,29.6894767585,85.7564362447,0.540421616337,0.795087997051,7.44267151593,4.21068121741
ERR598943,15.4,,0.238224,08/07/2010 5:19,5.0,ERS491938,0.52,surface water layer (ENVO:00002042),1.5,0.0,0.02,11.688971,-0.1,0.08,205.992583,207.4,0.08,,SPO,1.75,34.748175,35.3,TARA_102_SRF_0.22-3,TARA_102,,TARA_102,24.943108,1.28,0.00177317622603,50.4619292302,0.00625937781266,0.10072376278,0.0,10.1129537523,0.405070554336,13.0731249716,111.430422719,2.49702477417,0.542654065547,4.00486139549,2.7126495835
ERR598944,45.0,,0.001345,04/04/2011 17:28,800.0,ERS494616,-0.03,mesopelagic zone (ENVO:00000213),0.36,0.0,27.29,18.205769,24.6,0.03,175.306683,155.6,2.02,,NAO,12.05,35.539507,34.4,TARA_152_MES_0.22-3,TARA_152,,TARA_152,10.21177,61.78,0.969891325836,0.181896978116,0.0313414935076,0.0,0.0,21.468453906,0.0077077763928,0.419143586736,11.1133857364,0.573786042473,0.000628138966603,0.0515319183404,0.304187776219
ERR598945,47.6,,0.109555,30/03/2010 2:56,5.0,ERS491001,-0.16,surface water layer (ENVO:00002042),0.43,0.0,0.09,24.423039,-1.3,0.03,338.2982,187.4,0.14,,SO,1.47,33.71972,36.0,TARA_084_SRF_0.22-3,TARA_084,,TARA_084,1.84402,21.64,0.00118861135802,0.372865296977,0.00540953809168,0.000538575395005,0.0,0.457696447096,0.00177339506844,1.46792396844,123.03118197,0.693988414961,0.0150563787483,0.855394819813,1.46480732678
ERR598946,37.6,,0.121464,26/06/2010 7:12,177.0,ERS491913,,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,,,21.068385,,,0.70843,193.1,,,SPO,,34.840218,35.0,TARA_100_MES_0.22-3,TARA_100,,TARA_100,13.014573,,1.29437504779,0.58628556296,0.0103608566501,0.0,0.0,5.32158503138,0.0210317193172,3.35957909941,13.9179100154,0.392957997869,0.0,0.125177472179,0.925705585215
ERR598947,13.6,,0.011208,23/11/2009 9:14,700.0,ERS490230,0.18,mesopelagic zone (ENVO:00000213),,0.0,0.03,25.846888,,0.02,195.168847,218.0,0.01,,SAO,1.05,34.477664,38.2,TARA_068_MES_0.22-3,TARA_068,,TARA_068,7.026748,1.25,1.81137208521,0.39592034241,0.0111465637959,0.00045936079581,0.0,22.1508475222,0.0132973391205,1.81281825808,13.9785915304,0.243600241826,0.00481569771009,0.196333668409,0.555303789783
ERR598948,14.3,,0.295808,15/07/2010 12:26,115.0,ERS492699,0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.3,3.34,2.333576,2.5,0.05,179.916875,238.9,0.34,,SPO,2.74,36.097575,35.3,TARA_122_DCM_0.22-3,TARA_122,,TARA_122,24.69625,0.0,0.0103309866335,75.8037684845,0.00941316743788,0.000828494648679,0.0,10.1683052655,0.0492783046943,39.0438669105,32.6946027358,0.859286550499,0.00307242299348,0.511055684612,0.690868481046
ERR598949,,,0.604752,05/08/2011 0:27,25.0,ERS488830,0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.16,6.18,1.230122,5.1,0.04,154.699917,190.7,0.63,,IO,2.52,,35.4,TARA_038_DCM_0.22-1.6,TARA_038,,TARA_038,25.494408,0.0,0.0642602241069,161.517896891,0.0109869819382,0.182080307848,0.0,30.1104556924,2.24386062674,59.6513623316,86.3995448705,0.816938034572,0.150051991655,2.83719548626,43.3930094576
ERR598950,41.8,,0.090621,15/04/2011 13:10,40.0,ERS487936,-0.02,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.34,0.16,5.7,,1.5,0.05,,216.8,0.78,,NAO,1.9,36.63313,35.5,TARA_004_DCM_0.22-1.6,TARA_004,,TARA_004,20.408907,8.97,0.224035439764,83.7231492381,0.000953871296449,0.00116681704843,0.0,9.31659001061,0.0657684037654,73.5702526138,77.852136374,0.866024270594,0.00698988462661,0.944927630598,5.95017805652
ERR598951,34.2,,0.121845,31/05/2011 14:12,5.0,ERS488486,-0.05,surface water layer (ENVO:00002042),1.04,0.04,2.68,,2.6,0.0,218.016833,208.9,0.5,,MS,1.0,38.182917,36.0,TARA_025_SRF_0.22-1.6,TARA_025,,TARA_025,18.342533,69.36,0.00612411263001,3.29790545844,0.00135278300929,0.00240195083973,0.0,0.600019085461,0.0208266278358,23.6999712793,60.0926400913,1.99141523521,0.360924701135,5.58781860241,41.7206388876
ERR598952,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492177,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_0.22-3,TARA_109,,TARA_109,26.532035,1.28,0.00234407616799,59.5370393367,0.0062621808842,0.150996072562,0.0,28.8394986252,0.316898326843,9.16218767725,81.5397040663,2.28912937353,0.0658485151686,1.08771714223,1.61119943754
ERR598953,37.6,,0.121464,26/06/2010 7:12,177.0,ERS491913,,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,,,21.068385,,,0.70843,193.1,,,SPO,,34.840218,35.0,TARA_100_MES_0.22-3,TARA_100,,TARA_100,13.014573,,1.2953096545,0.548236378492,0.0162494583774,0.000397916884509,0.0,4.94731929355,0.0186261755963,3.53350253914,13.0824384358,0.363806980698,0.0,0.106841270223,0.712351170016
ERR598954,13.1,,0.04895,15/07/2010 16:32,5.0,ERS492408,0.01,surface water layer (ENVO:00002042),,0.26,3.23,-0.916543,,0.05,202.174583,240.4,0.37,,SPO,2.47,36.453917,35.3,TARA_112_SRF_0.22-3,TARA_112,,TARA_112,24.237467,0.0,0.000787126125351,64.5633267745,0.00864230186793,0.014984152758,0.0,15.3751194469,0.126347797263,155.372261768,22.8324820029,0.632365197771,0.00344546494242,0.396809739091,0.684604831915
ERR598955,43.1,,0.078,16/04/2011 16:09,5.0,ERS487899,-0.02,surface water layer (ENVO:00002042),0.34,0.03,23.9,,21.1,0.05,,0.7,2.68,,NAO,19.6,36.6324,34.8,TARA_004_SRF_0.22-1.6,TARA_004,,TARA_004,20.5251,8.97,0.00347444231481,96.4247329069,0.00252090452374,0.0026129219446,0.0,10.327984048,0.0914502215311,117.114737939,80.4970424903,1.35127684081,0.0413235481972,1.416841252,9.24392325479
ERR598956,34.1,,0.051638,14/09/2010 9:14,150.0,ERS492778,-0.25,marine epipelagic mixed layer (ENVO:xxxxxxxxx),0.22,0.25,1.3,5.023264,,0.04,161.3185,231.9,0.23,,SPO,2.6,35.88072,35.7,TARA_123_MIX_0.22-3,TARA_123,,TARA_123,22.1151,31.83,1.20204813034,15.2106286029,0.00567493033225,0.0042390082056,0.0,9.28183470982,0.0446434113948,6.24653099117,19.5680453733,0.570559381567,0.0,0.258467362845,1.63516033078
