RUN,AMODIS:PAR8d,Chl_a [ugr/l],Chlorophyll,Date,Depth,ENA-SAMPLE,Einsteins/m-2/d-1,Environment (Feature),Lyapunov_exp.,NO2 [umol/L],NO2NO3 [umol/L],Nitrate Sensor,Nitrates [umol/L],Okubo-Weiss,Oxygen Sensor,Oxygen [umol/kg],PO4 [umol/L],POC [ugr/l],Region,SI [umol/L],Salinity Sensor,Salinity [PSU],Sample label [TARA_station#_environmental-feature_size-fraction],Sampling Station,SiOH4 [umol/l],Station,Temperature,grad_SST_adv,Crenarchaeota,Cyanophage,Euryarchaeota,Group_D,Halovirus,MGII,MGII_virus,Prochlorococcus,SAR11,SAR116,SAR116_Phage,SAR11_Phage,Synechococcus
ERR594318,14.7,,0.201517,15/12/2009 16:17,5.0,ERS490272,-0.86,surface water layer (ENVO:00002042),,0.01,0.02,,0.3,0.03,231.914833,218.1,0.0,,SAO,0.67,35.68685,39.3,TARA_068_SRF_0.22-0.45,TARA_068,,TARA_068,16.832058,40.81,0.615647215777,15.3662525087,0.00334505355983,0.0019223211688,0.0,13.7927457963,0.15490384931,43.2226753587,98.1018591776,0.282377115465,0.0262303775394,1.02998884153,0.537854466132
ERR594319,34.1,,0.051638,14/09/2010 9:14,150.0,ERS492783,-0.25,marine epipelagic mixed layer (ENVO:xxxxxxxxx),0.22,0.25,1.3,5.023264,,0.04,161.3185,231.9,0.23,,SPO,2.6,35.88072,35.7,TARA_123_MIX_0.45-0.8,TARA_123,,TARA_123,22.1151,31.83,0.0253205987152,17.1939764069,0.00653584149623,0.00241766776756,0.0,3.72089867274,0.0161087614706,4.47524203043,1.36128305295,0.501933445731,0.000658326263178,0.209060118419,1.12369085209
ERR594320,18.5,,0.215292,09/03/2012 18:49,5.0,ERS490035,-0.08,surface water layer (ENVO:00002042),,0.01,0.05,,1.6,0.02,207.0439,228.5,0.01,,IO,0.63,35.44666,36.2,TARA_065_SRF_0.1-0.22,TARA_065,,TARA_065,21.81684,36.94,0.00272565317381,280.566774475,0.0017409795613,0.169355606308,0.0,8.55013625155,11.6085777809,1.02297213769,3.08671533072,0.0449902503163,0.581666445755,11.1557183094,0.270798225003
ERR594321,42.5,,0.150865,12/03/2010 6:19,150.0,ERS490602,-0.03,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.23,0.05,0.13,0.580918,,0.07,203.814833,210.9,0.37,,SAO,1.2,36.724683,36.5,TARA_076_DCM_0.22-0.45,TARA_076,,TARA_076,21.643283,18.83,1.07427170144,34.3693943601,0.00965787566812,0.00237961392084,0.0,26.8053785894,0.292466186058,29.3884540554,67.8424380267,0.492813841445,0.0386618683618,1.19877806511,1.05146944202
ERR594322,34.1,,0.0,14/09/2010 9:14,600.0,ERS492685,-0.25,mesopelagic zone (ENVO:00000213),0.22,0.29,1.08,42.53205,,0.04,38.115125,231.7,0.23,,SPO,2.44,34.580675,35.7,TARA_122_MES_0.45-0.8,TARA_122,,TARA_122,7.212238,31.83,0.120575582549,1.97201341043,0.010230962416,0.000464761340264,0.0,17.1971159741,0.0169443610274,3.17177512386,19.4575861529,0.521111507485,0.00185611969001,0.185470167063,0.97241618547
ERR594323,,,0.233673,16/10/2010 17:43,5.0,ERS492894,0.01,surface water layer (ENVO:00002042),0.7,0.02,0.0,4.985942,0.6,0.02,187.302833,203.8,0.04,,SPO,0.71,35.427733,36.7,TARA_125_SRF_0.45-0.8,TARA_125,,TARA_125,26.780158,3.53,0.193284083121,1.53324130662,0.00587701880922,0.000832513392671,0.0,7.36771277762,0.0156711480377,0.273093092983,5.50589701727,1.0407282504,0.000207800806359,0.0827516669206,0.288796423172
ERR594324,,,0.214573,02/02/2012 20:29,65.0,ERS490010,-0.16,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.01,21.5,-0.112031,19.9,0.05,207.446227,230.2,1.47,,IO,13.73,35.335545,35.0,TARA_064_DCM_0.1-0.22,TARA_064,,TARA_064,22.250309,17.22,0.00211223472422,262.533914982,0.00467661246842,0.0430585891897,0.0,10.0672187562,9.33660611207,3.77572822966,0.538162153089,0.0170903175025,0.854045934799,18.0134904952,0.0749506861197
ERR594325,16.1,,1.551493,16/11/2009 8:06,5.0,ERS490193,-0.64,surface water layer (ENVO:00002042),,0.07,0.21,0.405607,,0.0,249.351417,220.9,0.02,,SAO,2.03,34.845292,37.8,TARA_067_SRF_0.45-0.8,TARA_067,,TARA_067,12.83445,7.75,0.476392635715,6.2009573816,0.00089748452846,0.00197471650048,0.0,0.580137705444,0.132256884074,0.35513243012,36.7711919768,0.972006699426,0.447866502455,5.52459945184,5.43537801011
ERR594326,29.9,,0.319103,23/09/2009 15:06,5.0,ERS492738,-0.79,surface water layer (ENVO:00002042),,0.0,0.03,3.868407,,0.0,189.758333,,0.06,,SPO,0.52,35.359483,37.5,TARA_123_SRF_0.22-0.45,TARA_123,,TARA_123,26.576175,4.92,0.0175126331901,12.8392388383,0.00182091977719,0.0643636492666,0.0,41.9018305928,0.163302508274,1.7870630799,85.1786896739,1.75330233434,0.00887708235233,1.077412625,0.596274150327
ERR594327,,,0.099089,09/08/2011 19:06,5.0,ERS488879,-0.01,surface water layer (ENVO:00002042),0.14,0.06,3.15,-1.415582,3.7,0.0,193.3535,160.5,0.56,,IO,1.34,36.285367,36.3,TARA_039_SRF_0.1-0.22,TARA_039,,TARA_039,26.81765,2.78,0.000194636023414,373.27133802,0.00147498031439,0.0848503494468,0.0,1.34415367511,15.8741121745,0.835228961492,0.762570280494,0.315473287784,1.28740597735,20.4240529538,0.618593021681
ERR594328,40.2,,0.186697,26/07/2011 17:34,5.0,ERS488658,0.0,surface water layer (ENVO:00002042),,0.12,5.46,-0.927087,4.0,0.02,184.061167,186.2,0.57,,RS,2.19,38.646858,35.4,TARA_034_SRF_0.1-0.22,TARA_034,,TARA_034,27.59865,8.42,0.00568953730879,551.832676009,0.0020928999539,0.120492165407,0.0,7.78698639612,11.841164662,2.18190158837,7.34653686167,0.0734018354365,0.715218569662,17.5133779916,1.63183437347
ERR594329,44.4,,0.434367,22/04/2011 14:16,55.0,ERS488147,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.8,0.01,39.2,,40.0,0.04,,4.4,2.85,,MS,40.6,37.8232,34.7,TARA_009_DCM_0.22-1.6,TARA_009,,TARA_009,16.151933,3.75,1.55272365983,88.0317206297,0.00782797583875,0.00953995240241,0.0,23.6238582536,0.223434528885,40.5961634313,97.4233785209,0.732987362431,0.850354120606,1.79892573602,1.66925578921
ERR594330,,,0.161808,05/08/2011 19:30,5.0,ERS488803,0.02,surface water layer (ENVO:00002042),,0.35,1.21,0.889376,4.5,0.04,199.9355,175.9,0.49,,IO,1.47,36.617917,35.8,TARA_038_SRF_0.1-0.22,TARA_038,,TARA_038,26.2314,0.0,0.0001378762256,495.801744557,0.00278899294564,0.367316111636,0.0,2.15517437556,14.4352418821,1.26094798373,0.854668013928,0.0383083667814,1.89985696589,23.7679004946,0.54568025715
ERR594331,23.4,,0.003811,11/01/2010 19:14,800.0,ERS490382,,mesopelagic zone (ENVO:00000213),,0.01,0.01,37.7793,1.2,0.0,161.730633,180.0,0.03,,SAO,0.85,34.443883,40.2,TARA_070_MES_0.45-0.8,TARA_070,,TARA_070,4.216697,0.0,0.396709597147,0.878135561937,0.0167494366549,0.000453579903414,0.0,13.473704327,0.0466412843254,2.78321403309,5.35650564383,0.486573507882,0.00126802503081,0.109876455444,1.52466149294
ERR594332,37.6,,0.053173,15/09/2009 16:45,5.0,ERS490665,0.01,surface water layer (ENVO:00002042),,,,-0.385346,,0.02,221.47475,,,,SAO,,36.32425,36.6,TARA_078_SRF_0.45-0.8,TARA_078,,TARA_078,19.854083,0.0,0.00231538968665,41.5095771878,0.00196320596506,0.0012604300229,0.0,15.8699729342,0.116789403644,318.809656878,24.558239813,1.41328428735,0.0294476462803,0.24323231965,16.6978108202
ERR594333,46.0,,0.0,15/03/2010 9:32,800.0,ERS490643,0.01,mesopelagic zone (ENVO:00000213),0.16,0.7,1.86,34.589515,1.2,0.07,192.1655,154.7,0.42,,SAO,1.63,34.369275,,TARA_076_MES_0.45-0.8,TARA_076,,TARA_076,4.749588,1.08,0.370699932229,0.317732308507,0.00646371666681,0.0,0.0,9.02608123708,0.00294688953207,0.580044941368,4.22781828833,1.55599713287,0.000184927065435,0.0638814891834,0.160907031744
ERR594334,45.2,,0.129697,01/08/2011 20:13,5.0,ERS488722,0.02,surface water layer (ENVO:00002042),,1.47,5.43,,5.0,0.04,104.908417,161.3,0.66,,IO,1.19,36.530058,35.9,TARA_036_SRF_0.1-0.22,TARA_036,,TARA_036,25.581433,0.0,0.000405842185713,457.794832404,0.00156791274612,0.77272086445,0.0,1.8062412523,10.5079017114,0.507872250927,6.17492706934,0.0436498551364,2.00500659223,23.534737464,0.987367235831
ERR594335,35.4,,0.324315,20/01/2010 7:44,5.0,ERS490337,,surface water layer (ENVO:00002042),0.67,0.27,0.64,0.168013,0.1,0.0,215.650833,175.4,0.09,,SAO,1.35,36.376225,38.9,TARA_070_SRF_0.45-0.8,TARA_070,,TARA_070,19.776808,0.0,0.0278071984737,34.3705407775,0.00362730499854,0.0360567606274,0.0,64.5156096955,1.8930051682,85.5398011888,47.5758957235,1.14823295231,0.0127774705852,0.723333223268,3.17258923655
ERR594336,45.9,,0.226052,18/03/2010 9:52,120.0,ERS490696,0.33,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.63,0.02,0.09,0.478929,-0.6,0.03,217.140667,193.0,0.26,,SAO,1.28,36.27495,36.3,TARA_078_DCM_0.22-0.45,TARA_078,,TARA_078,19.30925,2.14,0.935468873889,21.5260019674,0.0162139873894,0.0023220080052,0.0,31.0331455448,0.608597348628,16.5368588528,90.1211060374,0.379477599961,0.0699072822201,0.928484652638,0.441880615085
ERR594337,34.1,,0.051638,14/09/2010 9:14,150.0,ERS492782,-0.25,marine epipelagic mixed layer (ENVO:xxxxxxxxx),0.22,0.25,1.3,5.023264,,0.04,161.3185,231.9,0.23,,SPO,2.6,35.88072,35.7,TARA_123_MIX_0.22-0.45,TARA_123,,TARA_123,22.1151,31.83,1.10579399422,12.2290206792,0.00841056781639,0.00235919063212,0.0,9.35887749912,0.0328414140439,8.46207239935,18.2159527285,0.97812993918,0.000856537402868,0.246397944992,1.78886520432
ERR594338,48.2,,0.127609,21/09/2010 7:05,120.0,ERS492868,0.0,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.33,0.05,0.99,4.458677,0.2,0.04,175.895625,215.7,0.36,,SPO,1.36,35.797875,36.4,TARA_124_MIX_0.45-0.8,TARA_124,,TARA_124,25.221787,10.81,0.578689361838,19.4818504119,0.0126083122703,0.0111063535625,0.0,38.3209771569,0.188866566371,7.663544586,10.7830756183,0.735264202366,0.00193786164141,0.339633633247,6.53544998918
ERR594339,,,0.233673,16/10/2010 17:43,5.0,ERS492893,0.01,surface water layer (ENVO:00002042),0.7,0.02,0.0,4.985942,0.6,0.02,187.302833,203.8,0.04,,SPO,0.71,35.427733,36.7,TARA_125_SRF_0.22-0.45,TARA_125,,TARA_125,26.780158,3.53,3.14757507573,3.71397443588,0.111898518638,9.51294881868e-05,0.0,4.26160811579,0.0229990906811,0.248667307626,33.2138372912,1.63487222937,0.000759838225892,0.27378347755,0.195858894347
ERR594340,46.9,,0.053173,18/03/2010 4:41,5.0,ERS490664,0.33,surface water layer (ENVO:00002042),1.63,0.01,0.03,-0.385346,-1.4,0.03,221.47475,193.4,0.23,,SAO,1.44,36.32425,36.3,TARA_078_SRF_0.22-0.45,TARA_078,,TARA_078,19.854083,2.14,0.00848173264461,56.3190883729,0.00108847506701,0.0100109090377,0.0,10.2107523092,0.9955752248,71.0829229472,116.682725485,0.459057161684,0.108486731791,1.10577403565,0.807769604911
ERR594341,40.4,,0.020173,05/10/2010 12:42,140.0,ERS492930,0.04,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.02,0.01,0.04,3.67243,0.2,0.02,160.4895,194.4,0.14,,SPO,1.32,36.272675,36.6,TARA_125_MIX_0.1-0.22,TARA_125,,TARA_125,23.706525,0.0,0.0369734759433,65.5816334282,0.00187580041594,0.00540928171291,0.0,0.687592114283,1.04682365041,0.0860874757742,1.4933078075,0.0569268067551,0.0770045108492,5.65775137702,0.059016150526
ERR594342,35.9,,0.020173,06/10/2010 9:59,140.0,ERS492931,0.04,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.02,0.01,36.98,3.67243,38.4,0.02,160.4895,143.2,2.62,,SPO,34.44,36.272675,34.5,TARA_125_MIX_0.22-0.45,TARA_125,,TARA_125,23.706525,0.0,0.0133689504215,23.2126448108,0.00846727482326,0.202799347799,0.0,119.74471661,0.316128959135,2.11257778342,110.43189167,0.827020099844,0.00610799977375,1.92290034802,0.737699016409
ERR594343,48.8,,0.127609,22/09/2010 10:38,120.0,ERS492867,0.0,marine epipelagic mixed layer (ENVO:xxxxxxxxx),1.33,0.01,36.73,4.458677,37.8,0.04,175.895625,161.7,2.52,,SPO,44.86,35.797875,34.4,TARA_124_MIX_0.22-0.45,TARA_124,,TARA_124,25.221787,10.81,2.15545042795,27.8177151775,0.0063030601043,0.0197230039877,0.0,34.2316730009,0.206976580598,1.43966825442,73.3512934948,1.1434156189,0.00448080639061,1.08047870594,1.7634936358
ERR594344,37.5,,0.233673,05/10/2010 8:10,5.0,ERS492892,0.04,surface water layer (ENVO:00002042),1.02,0.0,0.02,4.985942,0.3,0.02,187.302833,199.1,0.1,,SPO,0.87,35.427733,36.4,TARA_125_SRF_0.1-0.22,TARA_125,,TARA_125,26.780158,0.0,0.000379795983814,188.674042626,0.0023288269923,1.28208326251,0.0,4.62368668571,6.53750965748,0.266016140018,5.63978976782,0.111454045171,0.275751089755,35.5982881452,0.284674769969
ERR594345,45.2,,0.005649,01/08/2011 20:13,600.0,ERS488773,0.02,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,1.47,5.43,31.802451,5.0,0.04,1.63999,161.3,0.66,,IO,1.19,35.693546,35.9,TARA_037_MES_0.1-0.22,TARA_037,,TARA_037,12.066048,0.0,0.526315045309,13.6027217231,0.0456483430875,0.0181639773724,0.0,0.660695215438,0.266086839502,0.141853628541,2.20684225983,0.555142197387,0.0953787273951,1.00931078351,0.359774438274
ERR594346,,,0.006724,08/08/2011 17:38,270.0,ERS488945,-0.01,mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),0.14,0.19,3.73,19.566542,5.0,0.0,2.303017,187.3,0.56,,IO,1.8,35.901885,35.4,TARA_039_MES_0.1-0.22,TARA_039,,TARA_039,15.614195,2.78,0.0230678946965,6.22582372896,0.00967370388511,0.028185126662,0.0,0.237974750735,0.216941083114,1.05364048235,1.79299009299,0.135507384341,0.0145623566811,1.91204992193,0.328092222614
ERR594347,48.8,,0.319103,22/09/2010 10:38,5.0,ERS492739,0.0,surface water layer (ENVO:00002042),1.33,0.01,36.73,3.868407,37.8,0.04,189.758333,161.7,2.52,,SPO,44.86,35.359483,34.4,TARA_123_SRF_0.45-0.8,TARA_123,,TARA_123,26.576175,10.81,0.0144244613479,13.3711655901,0.00711681157497,0.0684827381521,0.0,93.5480782088,0.17393213786,3.22793897781,33.479905897,3.21722566673,0.0081122838053,0.842687966855,28.8215309458
ERR594348,13.6,,0.42458,23/11/2009 12:40,50.0,ERS490304,0.18,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.07,0.15,,,0.02,231.683361,229.5,0.07,,SAO,1.82,35.687803,38.5,TARA_068_DCM_0.45-0.8,TARA_068,,TARA_068,16.787411,1.25,0.290846027501,29.7061316019,0.00883702864576,0.000888609026594,0.0,32.4179321069,0.310911391905,167.997732193,41.6694567834,0.520465116938,0.0124209481046,0.795697141423,10.782578016
ERR594349,34.1,,0.324315,13/01/2010 8:00,5.0,ERS490336,,surface water layer (ENVO:00002042),,0.0,0.0,0.168013,0.0,0.0,215.650833,182.8,0.05,,SAO,1.15,36.376225,38.9,TARA_070_SRF_0.22-0.45,TARA_070,,TARA_070,19.776808,0.0,0.053326709242,16.719214973,0.0063510641202,0.0185016240484,0.0,48.3229543742,1.23735417166,10.0442187953,105.445215583,1.33011251809,0.021191810214,0.969204217547,0.954593012002
ERR594352,51.7,,0.132494,13/05/2011 0:00,60.0,ERS488354,0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),2.22,0.11,4.6,,3.9,0.02,237.8893,203.1,0.5,,MS,3.2,37.89241,34.3,TARA_018_DCM_<-0.22,TARA_018,,TARA_018,18.36839,11.36,2.911207282e-05,347.263889098,9.66409620386e-05,0.000433888031667,0.0,1.36951427914,8.6031558708,0.786255999505,0.479784042848,0.0616916279167,6.38977671106,180.570367673,0.130367413362
ERR594353,35.4,,0.324315,20/01/2010 7:44,5.0,ERS490346,,surface water layer (ENVO:00002042),0.67,0.27,0.64,0.168013,0.1,0.0,215.650833,175.4,0.09,,SAO,1.35,36.376225,38.9,TARA_070_SRF_<-0.22,TARA_070,,TARA_070,19.776808,0.0,0.000180203837209,106.2882327,0.000355285338548,0.0414375711831,0.0,0.406643383227,108.754467936,0.791266568729,0.389423117987,0.187051422931,1.99813170106,76.8012375688,0.20679092752
ERR594354,47.7,,0.033622,15/03/2010 3:44,5.0,ERS490557,0.01,surface water layer (ENVO:00002042),0.16,0.01,0.06,0.030608,0.9,0.07,206.194333,199.9,0.32,,SAO,1.18,37.101367,36.6,TARA_076_SRF_<-0.22,TARA_076,,TARA_076,23.349542,1.08,0.0,82.6089981498,0.00367255567929,0.00180640600271,0.0,0.989683370518,6.82836382974,0.87363414102,0.567942627922,0.438885538811,1.19251596987,59.2055065714,0.296332888361
ERR594355,40.3,,0.150865,13/03/2010 10:55,150.0,ERS490610,,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.07,30.52,0.580918,31.8,,203.814833,1.6,2.91,,SAO,54.48,36.724683,35.7,TARA_076_DCM_<-0.22,TARA_076,,TARA_076,21.643283,,1.84309032787e-05,97.500952844,0.00244542992318,0.0153877506087,0.0,1.03870643701,10.3576945678,0.805921110895,0.566982735592,0.414368717028,1.3347838469,55.3999445431,0.353568643204
ERR594356,,,0.099089,09/08/2011 19:06,5.0,ERS488892,-0.01,surface water layer (ENVO:00002042),0.14,0.06,3.15,-1.415582,3.7,0.0,193.3535,160.5,0.56,,IO,1.34,36.285367,36.3,TARA_039_SRF_<-0.22,TARA_039,,TARA_039,26.81765,2.78,8.54351171211e-05,251.458051655,0.000141805359893,0.0942264177607,0.0,0.0535659828493,30.2243829087,0.264618577264,0.236278623179,0.124732919318,2.47018654972,33.347985327,0.422940136459
ERR594357,15.4,,0.737378,08/07/2010 5:19,30.0,ERS492198,0.52,deep chlorophyll maximum layer (ENVO:xxxxxxxx),1.5,0.0,0.02,3.886605,-0.1,0.08,203.127654,207.4,0.08,,SPO,1.75,34.344808,35.3,TARA_109_DCM_<-0.22,TARA_109,,TARA_109,26.532035,1.28,4.28926727936e-05,176.532409896,0.000113909708111,0.0159818724404,0.0,0.190379964449,12.3748735841,0.487394816312,0.303264204413,0.0462301590898,6.74139548063,50.3725602882,0.0370516401692
ERR594358,51.5,,0.048898,12/05/2011 13:38,5.0,ERS488340,0.01,surface water layer (ENVO:00002042),2.22,0.04,0.9,,1.2,0.02,207.791417,198.6,0.27,,MS,1.7,37.89245,33.4,TARA_018_SRF_<-0.22,TARA_018,,TARA_018,21.4395,11.36,0.000102348311415,101.681252597,0.000543608127321,0.000381351301047,0.0,0.314573650936,1.72954101648,1.10458673514,1.2029775214,0.821548605638,2.5845388046,182.743723262,0.664958505109
ERR594359,25.1,,0.215292,19/03/2012 16:14,5.0,ERS490053,0.0,surface water layer (ENVO:00002042),,0.01,18.03,,18.2,0.11,207.0439,175.3,1.12,,IO,10.38,35.44666,35.5,TARA_065_SRF_<-0.22,TARA_065,,TARA_065,21.81684,2.83,0.00031954006656,160.315597862,0.000236196454764,0.171367845915,0.0,0.308463375836,27.4008147649,0.76109485636,0.17792870661,0.164412430483,1.20130184117,24.2817472992,0.195227110062
ERR594360,40.5,,0.224444,27/07/2011 23:48,80.0,ERS488613,0.0,deep chlorophyll maximum layer (ENVO:xxxxxxxx),,0.02,34.63,1.201064,42.5,0.02,179.968,38.1,2.43,,RS,22.49,40.196433,34.6,TARA_032_DCM_<-0.22,TARA_032,,TARA_032,26.050367,8.42,0.00638319956934,10.2522267386,0.00144176765788,0.00196187708186,0.0,0.719500952228,1.1387103109,5.03661136902,2.30009649996,0.643579144542,0.0817095081728,10.309254813,1.7349959519
ERR594361,25.1,,0.215292,19/03/2012 16:14,5.0,ERS490053,0.0,surface water layer (ENVO:00002042),,0.01,18.03,,18.2,0.11,207.0439,175.3,1.12,,IO,10.38,35.44666,35.5,TARA_065_SRF_<-0.22,TARA_065,,TARA_065,21.81684,2.83,0.000369198038185,161.020521124,0.000151820515128,0.197480373242,0.0,0.385498631926,27.3608192268,0.213552005717,0.185288395669,0.351200741263,1.31487087927,24.5698627545,0.0862328933051
ERR594362,23.2,,0.250054,02/11/2009 12:43,5.0,ERS490142,0.14,surface water layer (ENVO:00002042),,0.03,0.02,2.450991,,0.0,238.916333,237.9,0.01,,SAO,0.62,35.323317,37.9,TARA_066_SRF_<-0.22,TARA_066,,TARA_066,15.033492,7.67,0.000636177425912,33.2659901515,0.000370010892399,0.00948162546951,0.0,0.420395385195,22.1937107081,0.178616679639,0.17069284044,0.637751422723,4.00235771545,59.5607345994,0.12629824233
ERR594363,,,0.17638,08/08/2011 17:38,25.0,ERS488929,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.19,3.73,-0.611888,5.0,0.0,192.95875,187.3,0.56,,IO,1.8,36.332317,35.4,TARA_039_DCM_<-0.22,TARA_039,,TARA_039,26.812225,2.78,0.000161602098202,301.567278479,0.000199360207553,0.154145734352,0.0,0.346538438281,37.0065964997,0.355492808083,0.115224039899,0.0933057076735,3.25280715157,34.7296181665,0.282475071799
ERR594364,42.5,,0.050608,12/03/2010 6:19,5.0,ERS490452,-0.03,surface water layer (ENVO:00002042),0.23,0.05,0.13,0.263475,,0.07,199.1195,210.9,0.37,,SAO,1.2,36.42324,36.5,TARA_072_SRF_<-0.22,TARA_072,,TARA_072,25.02619,18.83,3.0400133157e-05,193.307798022,0.000237903841186,0.0267320361264,0.0,1.1017526575,21.2993279331,0.76077395371,0.602230093793,0.224834464152,1.80677502763,36.6441877346,0.0590796818104
ERR594365,,,0.099089,09/08/2011 19:06,5.0,ERS488892,-0.01,surface water layer (ENVO:00002042),0.14,0.06,3.15,-1.415582,3.7,0.0,193.3535,160.5,0.56,,IO,1.34,36.285367,36.3,TARA_039_SRF_<-0.22,TARA_039,,TARA_039,26.81765,2.78,4.22237015595e-05,234.024941564,0.00011213282143,0.0918784586521,0.0,0.273364014357,29.9922083524,0.406444287261,0.253340976936,0.111030981019,2.43157573682,33.2650827795,0.236504683055
ERR594366,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.0,261.147066729,0.000703479886189,0.0876847715846,0.0,0.22274855449,16.864650803,0.525762172384,0.117103119704,0.0692545552585,1.09248514207,12.0694678996,0.140322893781
ERR594367,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.0,242.208935819,0.00049875664839,0.0866246915588,0.0,0.0648622755206,14.9173284322,0.809946181511,1.5476656507,0.273010886727,0.984908331467,11.4608792364,0.220676647438
ERR594368,45.2,,0.186697,31/07/2011 17:24,5.0,ERS488673,0.02,surface water layer (ENVO:00002042),,0.14,4.9,-0.927087,3.9,0.04,184.061167,189.8,0.53,,RS,2.22,38.646858,35.4,TARA_034_SRF_<-0.22,TARA_034,,TARA_034,27.59865,0.0,4.18837359601e-05,507.4350443,0.000216541665369,0.00998780230701,0.0,0.0833562095772,15.6946613945,0.66098673941,0.257410528417,0.190235917138,0.840148077987,14.1913071968,0.468187785939
ERR594369,45.2,,0.129697,01/08/2011 20:13,5.0,ERS488737,0.02,surface water layer (ENVO:00002042),,1.47,5.43,,5.0,0.04,104.908417,161.3,0.66,,IO,1.19,36.530058,35.9,TARA_036_SRF_<-0.22,TARA_036,,TARA_036,25.581433,0.0,0.0,721.020408663,0.000217238569745,0.0136546610298,0.0,0.0447720510889,10.2197334866,0.256802182154,0.167528568952,0.126438591556,0.47326582865,7.32944293597,0.551212338684
ERR594370,45.2,,0.186697,31/07/2011 17:24,5.0,ERS488673,0.02,surface water layer (ENVO:00002042),,0.14,4.9,-0.927087,3.9,0.04,184.061167,189.8,0.53,,RS,2.22,38.646858,35.4,TARA_034_SRF_<-0.22,TARA_034,,TARA_034,27.59865,0.0,7.51038698753e-05,556.870643714,0.000124657265631,0.00951449589366,0.0,0.158919876962,15.8113966792,0.31048989063,0.242915750634,0.32911905608,0.833722795069,13.3055061657,0.380350565616
ERR594371,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.0,273.07576882,0.000285530413476,0.0726439258013,0.0,0.429718897507,17.0029320064,0.356363508549,0.0476031703546,0.0782171602833,1.09434370809,13.2425706425,0.139047080457
ERR594372,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.0,261.238327057,0.000163123084282,0.0814769398658,0.0,0.228042364272,15.900751756,0.225502164931,0.115270349534,0.0298337610162,1.02188611284,14.870295076,0.0368069071834
ERR594373,,,0.47554,09/08/2011 19:06,60.0,ERS489084,-0.01,deep chlorophyll maximum layer (ENVO:xxxxxxxx),0.14,0.06,3.15,-0.224514,3.7,0.0,148.328125,160.5,0.56,,IO,1.34,36.496162,36.3,TARA_041_DCM_<-0.22,TARA_041,,TARA_041,27.117663,2.78,0.0,250.479326246,0.00036152134589,0.0781131142714,0.0,0.0747606071211,16.1385717832,0.498545836083,0.140921117642,0.0693179300089,1.07363110201,11.2243722979,0.151970671205
ERR594374,,,0.161808,05/08/2011 19:30,5.0,ERS488813,0.02,surface water layer (ENVO:00002042),,0.35,1.21,0.889376,4.5,0.04,199.9355,175.9,0.49,,IO,1.47,36.617917,35.8,TARA_038_SRF_<-0.22,TARA_038,,TARA_038,26.2314,0.0,4.23616461542e-05,353.323651451,5.62494261453e-05,0.293582607205,0.0,0.0559615139618,19.1496394472,0.373746061541,0.536139261275,0.0601835596295,1.52422702551,33.8220409747,0.229761065979
