ENA-SAMPLE,SAMEA2619923_17,SAMEA2620078_38,SAMEA2620879_23,SAMEA2621061_122,SAMEA2621085_65,SAMEA2621151_104,SAMEA2621151_40,contig__154566,contig__154592,contig__154676,contig__154680,contig__155057,contig__155688,contig__155773,contig__156409,contig__172037
ERS488853,0.00642314053209,0.0434424127059,0.0181214632546,0.00500032567265,0.0848516242988,0.0115553088905,0.00890491075363,0.00503327130475,0.00845534986845,0.0260002952976,0.064440165546,0.0035838833965,0.0104498423013,0.0179320017808,0.0133357145813,0.00581485971847
ERS488879,0.0334929285995,3.10861684508,0.0213191095217,0.310806383028,3.69470711562,0.137924044886,0.778009567607,0.208569461463,1.03636461596,0.977754947801,2.33845733881,0.408042420115,0.87118890856,1.07045014732,0.617808062082,0.260600278
ERS488892,0.255693005211,11.421836717,0.133270643139,1.16663325096,13.7107692389,0.777991285056,1.95257573704,0.798877252799,4.79282087261,4.44360568444,8.80064188336,1.2034879408,3.35472574667,5.15357752274,1.84206573088,0.408018749569
ERS488929,0.291052823085,13.7356021571,0.178352589955,1.29132970141,18.4249232017,0.754003697792,2.2891683456,0.904606543835,7.27557251573,5.13450066434,8.93644383481,1.2623630411,3.76901341843,5.55705133883,3.3076900104,0.597959500798
ERS488945,0.00381042443084,0.040231301387,0.0108928892931,0.00571299441404,0.0527827677283,0.00495083366559,0.00803216715378,0.00328607748842,0.0106415829373,0.0206591542804,0.0234518085615,0.00170611435844,0.00895440036355,0.0117804566762,0.00755675306698,0.00249135730837
ERS489047,0.0165414813952,0.403498508538,0.00754583914434,0.100974489737,2.1892144293,0.0867360809758,0.530219763725,0.201942194636,0.427561587536,0.365329248119,0.253360455305,0.0566592238326,0.998017539908,0.566990155794,0.0924132845571,0.0417160126104
ERS489059,0.0255443962992,0.718433974281,0.0209749672134,0.258077793936,9.70183966093,0.194056936923,1.26952022568,0.769155868657,0.94551607602,0.797802378816,0.507176937493,0.0499981361321,2.55411067703,0.961852438252,0.222802984411,0.0398793517511
ERS489084,0.985571465575,2.71691614784,0.642063199963,1.75953283513,16.5612659198,3.90621661537,3.0554345957,1.16385254477,12.7997584129,4.49504595922,4.88200318831,0.445257033867,5.14691941763,2.52767539017,19.6298587523,0.106863302139
ERS489113,0.113924879455,0.679050329803,0.0440897590532,0.198814918976,11.7614996398,0.819156096984,4.35873684359,1.04339792663,1.229914758,2.86735294009,4.80647580515,0.555252535319,6.02479473162,2.77607900436,0.253747803625,0.279375624383
ERS489148,0.446548576157,0.435311997272,0.133495614118,1.73535825593,1.25217133654,1.4168088782,0.963448312983,0.565064561063,1.48486689502,0.691291909894,3.59195834229,0.108203771806,0.680444689524,1.79328549959,2.84324815197,0.0866900040444
ERS489285,0.0633252326927,0.468789747324,0.0297128556427,0.350711280917,0.7629523494,0.233959521135,1.36298885005,0.216494161673,1.04337232452,4.75761915957,26.5016006432,0.938916499292,6.56456750115,15.8884797778,1.96823171994,0.0794275621394
ERS489324,0.00729697570251,0.133848674991,0.00728400207592,0.0345450141096,1.6436291184,0.130023267471,0.577761066517,0.17073981446,0.240565195143,0.64682389629,0.154328097412,0.00138376155397,0.294302507077,0.0168764379355,0.0274683039329,0.0108248619887
ERS489603,0.452396294106,0.355163517461,0.16677813473,0.272271408293,2.34888051827,1.34461315241,1.87611286076,0.758450402706,2.82711187185,0.675091180342,2.19506369849,0.0101186340485,0.759962646166,0.0349338042439,0.480969793639,0.00351803761999
ERS489724,0.0924621688709,1.24617048875,0.0729005786145,0.18821344056,1.13697032281,0.846451292232,0.981798661401,0.686517974387,1.3878423763,1.36461856042,0.35511006796,0.390394490684,2.2915478007,0.669896588259,0.683678726338,1.35964027263
ERS489729,0.004493897983,0.0229057214521,0.0110700634788,0.00938469648071,0.022875140087,0.0129289081395,0.0202483070225,0.0130798099451,0.0212287958702,0.0200651083565,0.00829750363288,0.00603641721283,0.0232086413589,0.00770183714698,0.0211936543006,0.00755545006119
ERS489904,0.130377313731,1.06801481498,0.153639121784,0.206446131468,0.641520973257,3.34205423706,0.944603738098,0.365140979679,3.26120795079,0.81297530604,0.312094500359,0.713801649095,1.04308636613,0.324388849514,3.14458411728,1.91988350633
ERS489943,0.193898842963,0.420922381068,1.34697350873,0.65857427717,4.66435992358,1.87387569708,0.708943735937,0.764990357983,2.23814746921,0.768300285383,0.588682262969,0.0519825301186,0.474669685311,0.131673188484,1.35267161841,0.0596416903396
ERS489996,0.0372068902926,0.0240513399363,0.0544518923993,0.0175648099681,0.041439619609,0.038053797281,0.0180069102894,0.0165755054846,0.01949153597,0.0181626335883,0.00841206822134,0.00122395254413,0.00933693878714,0.00229652273519,0.0363613927378,0.000638314085876
ERS490010,0.0620755273777,0.263066852395,2.17307819983,0.297957746387,1.80730772753,1.18664938497,0.30207145089,0.434523954194,1.14463021975,0.325471147892,0.497015981698,0.054032052269,0.119686094079,0.0769746512893,0.561277257191,0.0307878643273
ERS490026,0.34622210228,0.468970593341,4.7670059048,0.380999135761,2.05605213745,2.01897483709,0.377120177282,0.526333622907,2.59992684392,0.449502256015,0.365161948997,0.0820266785151,0.220350450083,0.0764043463936,0.870308098714,0.0213892215695
ERS490035,0.0575443953859,0.316666601943,1.34257294894,0.263292659024,1.10653600692,1.02438926003,0.35574494378,0.33625754304,1.34225473195,0.365360784327,0.373927510754,0.187288203954,0.22903067185,0.112558532376,3.83077412724,0.364378859385
ERS490053,0.416017166542,1.35080793181,5.28117606794,1.22582793353,4.32846365558,5.7768549803,1.44774965972,1.56996846206,9.81328928742,2.15437775293,1.71072887819,0.798326647784,1.59028915546,0.798759328763,15.7916080142,0.707389069457
ERS490089,0.0527568296368,0.288339743734,1.40578322708,0.325314377805,1.23107716795,1.07491924369,0.40783755695,0.323830551164,1.45710259547,0.378375872909,0.47798468783,0.175768708513,0.228634763099,0.118099015535,3.75298116621,0.359333309703
ERS490120,0.406862043737,1.06711268468,4.07851284055,0.956679131238,4.72354977225,4.41022722794,1.4096837194,1.46062432339,6.83973334112,1.87116179316,1.3734353022,0.694534287755,1.35668233606,0.655009831423,17.9288614471,0.566819998674
ERS490142,0.131058009001,0.133957060496,0.141546485411,0.566728234897,4.48732209677,0.284022359619,1.17052507659,4.04693126676,0.665358497023,1.13786144589,1.51121491435,0.0763647471839,6.862977812,0.244253133775,0.700835770659,0.0327537976468
ERS490180,0.0817344198465,0.131416755563,0.153078092904,0.350706061123,4.08440141986,0.250897758038,0.939820641234,3.94275842267,0.542272389541,0.984468802946,1.44910766704,0.0682144238922,4.07973740662,0.206794708165,0.664310342181,0.0279020350362
ERS490204,0.0283467759994,0.521833915506,0.048494557301,0.148426346789,0.168515649459,0.107444145874,0.132719881512,1.00458127161,0.208279365697,3.0176008667,0.136303235962,0.0513331375122,0.308204487618,0.235670574491,0.082457984105,0.00596586357168
ERS490285,0.0699041507972,0.0910525895868,0.211534633869,3.00222599282,2.38954809705,0.202121057957,0.806832572529,2.98198854063,4.29608927286,0.829180622631,0.922661397243,0.00909824706869,0.148208723872,0.0278391777959,0.118701788496,0.00218995642321
ERS490320,0.212466790096,0.123039870279,0.268520606333,4.04253653107,3.39411016374,0.34037111656,1.35397537033,4.93197983376,5.44173216166,1.04143108177,1.03543504598,0.0383081186273,0.134193856887,0.0408267988575,0.134084652284,0.0055939515918
ERS490346,0.208927395414,0.998754428661,0.0482742563685,1.91244362756,3.96471879367,1.23910864744,1.0776955647,1.15382707935,3.44624518448,2.58880791939,6.98356103021,0.0305550183044,52.8849392635,0.0209382397394,32.1908217005,0.00484978628569
ERS490388,0.010847933155,0.00772724012895,0.00929471448074,0.00772810485444,0.0184194108748,0.0315158197254,0.0263963011553,0.00777902299779,0.0156382584562,0.0234657277281,0.0161503109601,0.0,0.253325560353,0.00342352782219,0.0997874591055,0.0
ERS490452,0.0905127721862,0.439026721556,0.0751208371156,0.728405637149,2.26346928117,8.57790350964,4.32476048008,0.302629960699,0.434080724414,3.31503742056,0.332774089484,0.019609847515,0.26232802262,0.10008045946,0.0131343668562,0.0204538026425
ERS490494,0.477578909014,0.101451442634,0.0375345450525,0.159456173456,0.701777041096,0.767167598472,0.57478285805,0.0665232927436,0.231950198773,0.461514351469,0.057412593511,0.00771093163668,0.101567623301,0.0192908675511,0.192286419244,0.00201069735201
ERS490522,0.0309690961678,0.0738008004441,0.018714193666,0.125211796867,0.157875899052,2.01897868373,0.28632574581,0.0507268771944,0.0552775086803,0.473319542618,0.0346327300317,0.0077795833334,0.0692377679801,0.0406282136722,0.0112056824239,0.00338099820385
ERS490557,0.0923504923209,0.10764899002,0.0582005661193,0.261423336907,2.06440089214,0.242860433753,0.920919060692,0.935503939472,0.507155327708,0.351208415387,0.467386586969,0.00250184001806,0.263759135208,0.478812937563,0.0716223629705,0.00260951248771
ERS490610,0.171218934056,0.169681256755,0.22400466469,0.339612881047,2.19975508545,0.462348934848,0.996745894887,1.46200410183,1.77614815173,0.424410445667,0.901141710996,0.0863126259113,0.521222021741,0.346692601293,0.247497608474,0.0288976484269
ERS490676,0.0861973934726,0.300268779659,0.671765104225,0.0835720913473,1.3621420771,0.746381707022,0.244326574091,12.0434048329,0.322405497019,0.390399214328,0.483883862691,0.0172648976931,0.707446734541,0.133279890347,0.0719404201053,0.0120052883222
ERS490900,0.0379714486095,0.0225800407498,0.00323338247658,0.0211457415652,0.0147868158689,0.0169151303913,0.00760396581658,0.0290622995442,0.00451255163764,0.0686238527414,0.0101978520118,0.00204020213053,0.030297355396,0.0311349331941,0.00257136200662,0.00141867129757
ERS490953,0.0641236620761,0.0182707222741,0.00457853062836,0.0456819171995,0.0218690064425,0.0341539830639,0.0163084562534,0.106391811366,0.000993977959215,0.0960294631053,0.0140392301089,0.00374495428332,0.0731351940268,0.0466574253193,0.00364109714491,0.00234367622975
ERS491063,0.0100803314534,0.0117440399805,0.00220723814081,0.0106874087026,0.00235528551935,0.0127230334098,0.000318731844713,0.00195596814602,0.00107815782874,0.078443128008,0.00135361873401,0.0,0.0112382756371,0.00691044358683,0.0,0.0
ERS491107,0.0100867663788,0.0114960687637,0.0100829544408,0.0173305722431,0.00175661295649,0.0175826697822,0.00374402322548,0.00468030096361,0.00422157164242,0.0830808317332,0.00397511267124,0.00212071675005,0.0327872448041,0.00795827298168,0.000381834048715,0.0
ERS491851,0.0282188148459,0.520338224036,0.000908665913719,0.103593985457,0.0523591233599,0.1404952475,0.109826200477,0.644984590175,0.391032895665,0.798063473252,0.216492285009,0.228098023446,4.63006091821,0.251519134549,0.00433572401193,0.000697697211931
ERS491897,0.0895474342166,0.085049015603,0.0200339946055,0.211270385913,0.27758581444,0.905778365589,0.486388148371,0.387929426031,0.092029086801,0.765878609559,0.590125821219,0.109197286018,0.44389060318,0.200649626916,0.0830504368625,0.00065457956147
ERS491930,0.0408096606332,0.0324171081634,0.0492488880471,0.0236897839981,0.0167176325808,0.0371852752351,0.0778619858376,0.0409429068302,0.110609569607,0.031946576663,0.0392321766909,0.000747511015325,0.0255467432343,0.00841540490963,0.27012013319,0.0
ERS491995,0.0205698981644,0.171831356447,0.048377202959,0.0444251264139,0.10527843687,0.0487859105301,0.131887350823,0.239480610907,0.445313716114,0.775570933954,0.130436791107,0.00429807220917,0.0490881745647,1.36728602522,0.034492307359,0.010887406376
ERS492160,0.0755948577425,0.314496582595,0.0218531724892,0.178878691323,2.14293290907,0.357089759843,3.16439245049,3.66871835698,15.2213862985,1.12717209294,3.99400798374,1.01314417746,0.683475192538,0.668939256085,0.674446665897,0.259902684716
ERS492198,1.01103350079,0.826321002963,0.0760913172062,0.711634621091,4.25577225792,1.5803060233,7.07136804067,9.13923786326,11.1322229713,4.95563145905,7.761134099,1.42585993967,0.989995606835,3.08519939044,1.23387246588,0.566369643766
ERS492342,0.0666116290621,0.0700770946447,0.000894822364885,0.0334800653029,0.0491061245271,0.049607477183,0.125209381836,0.101894922549,0.284545005746,0.190024780279,0.208255161823,0.102101338239,7.01214416334,4.21414367773,0.0597753680134,0.0
ERS492376,0.0401114644139,0.0681962637439,0.0223717932067,0.149902679026,0.119740674261,0.296683575608,0.262033858016,0.348039037941,0.083780032836,0.149890639622,0.208464825308,0.0115892021722,1.61964166605,1.25159727689,0.110042296602,0.0
ERS492399,0.0185012643976,0.0192677408182,0.0235530602115,0.0340057005818,0.0163722555518,0.00958343369638,0.0346915559081,0.0283856495328,0.0105844505517,0.010703303029,0.0190663884889,0.00138707592974,0.0499438670927,0.0437235772846,0.106390247786,0.0
ERS492646,0.0103390613417,0.180425428554,0.00565972722206,0.105993494037,0.294829863064,0.044487248899,0.716161647548,0.494703677751,0.229459869017,0.839937211891,0.155717397375,0.000378761407035,0.0427629215878,0.0761845096104,0.0083880849197,0.000395062279917
ERS492657,0.00972638228674,0.105172092499,0.00745407501645,0.0824971465885,0.265567758697,0.0664364007648,0.624614270597,0.559266501009,0.123795775516,1.12664589715,0.151832883729,0.00156779263819,0.0481586420661,0.114137016547,0.0093152506806,0.00054508873975
ERS492683,0.0509588667228,0.0187393909785,0.0319606733158,0.0269028383941,0.055900429221,0.0131184555843,0.074329294339,0.0695635417849,0.0397138704936,0.100452803237,0.0368795428891,0.0169234080907,0.00755709956899,0.0272616918025,0.0329973395995,0.00043053039235
ERS492692,0.00830736082699,0.0551133922915,0.013811077135,0.014827715159,0.547801265221,0.0123355922008,0.0825957391817,0.0898509711217,0.0671331469628,0.19370316771,0.0474103922228,0.00247974258423,0.00877737216212,0.00930556539864,0.022234528729,0.0
ERS492703,0.0523250834225,0.0680495754091,0.0940568779126,0.114236621585,0.092363981088,0.0783298879106,0.0544822921902,0.0816967044501,0.150715376056,0.162066117566,0.14363222653,0.000784582741774,0.047402785723,0.0918606492031,0.00402601692934,0.0
ERS492714,0.131671053088,0.0588742803178,0.09550378318,0.0289513027561,0.0416153612241,0.151221124561,0.0222478006759,0.0662682326689,0.109584014434,0.159049832119,0.0870246795371,0.00198975163896,0.0279290797609,0.164767583112,0.00931459990111,0.0
ERS492748,0.0568195267614,0.781290758384,0.024994041542,0.187276499761,8.63513991255,0.185315448959,1.03656654294,0.828855161733,0.956077333053,2.94437766583,0.595234811243,0.0155371184341,0.0698674399192,0.135636105083,0.0366613293258,0.0
ERS492781,0.447823970244,0.0634795508364,0.125251300925,0.0444210028998,0.707571290655,0.0617734841335,0.0468125463105,0.0379868427103,0.172309657715,0.14321304516,0.0895456094646,0.00328709522769,0.0106320760556,0.0527949302382,0.031426700944,0.0
ERS492818,0.0183134553338,0.280034999653,0.00721800499536,0.105436738742,7.1475882199,0.0598259913441,0.642289464453,0.460060794819,0.338732240358,1.34942183738,0.944328423545,0.00983980120791,0.0441971289097,0.100731860648,0.00850392747719,0.00123159357641
ERS492843,0.0319852127382,0.50910113563,0.0117788439051,0.138448555066,12.2711220581,0.125321538059,0.68348621373,0.55546825525,0.568512840475,2.45100380864,1.42206040319,0.0117174700688,0.0586377941292,0.157241626843,0.0172153555827,0.0
ERS492866,0.0635414508361,0.313724735867,0.0903894082614,0.148943226772,7.7323315275,0.116737322434,0.297679077612,0.214507459694,0.273002876048,1.23699437377,0.674550051704,0.0139350032206,0.0633568045799,0.102494204787,0.00940871529363,0.000363368207579
ERS492877,0.145180203624,0.332110170391,0.123378284252,0.139930479183,4.57687254584,0.135113101055,0.323580647462,0.305836938682,0.288842123152,1.18603784461,0.594059989735,0.00900059746073,0.0848901877927,0.122207508863,0.0119331653536,0.0
ERS492892,0.035685064214,0.817527625555,0.010743939655,0.223565486673,0.554542944006,0.0417286153888,0.381446931137,0.273724704193,0.0386446201433,1.55349334987,2.49912720867,0.0104256174099,0.0342261700024,0.0547729314104,0.00485464005543,0.00299980909246
ERS492903,0.0861359254558,1.67706556373,0.00916311203514,0.355949388516,1.07450101829,0.0652461432791,0.770091350405,0.525431125948,0.0779544991043,2.61786468169,3.89705581788,0.0112422865926,0.0469975418172,0.0894389472601,0.00667975568212,0.00469044975571
ERS492930,0.0663434516214,0.033160708436,0.550708393902,0.140894591892,0.0202679824842,0.0150274568582,0.00942198847651,0.0241826233241,0.0513147590722,0.020441425159,0.0315205712043,0.000604174069591,0.0355810954273,0.0385431467736,0.00881128171422,0.0
ERS493684,0.146623097814,0.187229635522,0.104460268361,0.654649668306,0.175971789773,2.22243001672,0.225498664898,0.0826318628354,0.158552724448,0.938677469994,0.66178969422,0.0521341170859,0.0689356768474,0.436929870889,0.26939895428,0.00725037724713
ERS493803,0.182129606261,0.224416667168,1.15474202996,0.208794423502,0.328178845099,2.53343576265,0.141002112406,0.125019220409,0.478045832906,0.362106605175,0.534952952839,0.0327102133776,0.299436374215,0.230768959505,0.669189717702,0.100648020466
Eilat_A_12,0.00513183684045,0.00731105824528,0.00122140415321,0.0270969537083,0.180752989944,0.0897037087016,0.234719109492,1.5997289793,2.62390293975,2.23726694451,0.760652828289,4.94988831151,1.97166718622,1.09725861894,0.871474732427,3.49433866375
Eilat_A_18,0.0194306727638,0.0121834351727,0.0011818428079,0.0284389036918,0.274562369078,0.153880466825,0.391156538424,2.5226035633,3.61036193963,5.28668824194,1.53907274067,6.86435326671,2.84659283323,1.86051014566,1.54764572778,8.29771825761
Eilat_A_24,0.0109492458585,0.00643951086637,0.00253581714114,0.0276009920874,0.287177186159,0.20284072976,0.483157394908,2.21874630638,4.80801628047,3.96395939556,1.41572857959,7.54802629761,2.85449181246,1.44433311878,1.60101297117,12.2980231696
Eilat_A_6,0.00759304395397,0.0038011179168,0.000692754015482,0.00975797206889,0.0906071916035,0.0975983856256,0.257191962687,1.20138571355,2.34501397426,1.18114565444,0.243115146733,3.22554041417,1.31087185653,0.712668881205,0.989444699896,6.94893059659
